 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.049,0.046,0.456,0.010,0.122,0.050,0.000,0.101,0.035,0.130,0.371,0.427,0.000,0.043,0.086,0.031,0.000,0.044,0.013,0.012
model.000.01.pdb,0.176,0.686,0.044,0.136,0.554,0.463,0.165,0.000,0.025,0.197,0.000,0.030,0.211,0.784,0.291,0.709,0.229,0.731,0.389,0.577
model.000.02.pdb,0.013,0.025,0.324,0.023,0.064,0.042,0.011,0.098,0.039,0.078,0.333,0.380,0.000,0.024,0.047,0.023,0.000,0.036,0.000,0.013
model.000.03.pdb,0.000,0.161,0.028,0.000,0.375,0.160,0.000,0.000,0.000,0.576,0.054,0.038,0.000,0.167,0.351,0.141,0.032,0.169,0.038,0.089
model.000.04.pdb,0.115,0.033,0.603,0.088,0.022,0.049,0.065,0.164,0.071,0.000,0.475,0.627,0.057,0.032,0.040,0.020,0.045,0.043,0.025,0.000
model.000.05.pdb,0.071,0.467,0.072,0.000,0.367,0.595,0.000,0.000,0.000,0.152,0.000,0.012,0.000,0.420,0.500,0.276,0.000,0.458,0.310,0.409
model.000.06.pdb,0.161,0.660,0.036,0.120,0.491,0.511,0.151,0.000,0.014,0.140,0.000,0.022,0.200,0.694,0.286,0.623,0.219,0.708,0.340,0.510
model.000.07.pdb,0.062,0.596,0.037,0.025,0.689,0.545,0.038,0.000,0.000,0.319,0.000,0.011,0.056,0.509,0.538,0.383,0.087,0.549,0.231,0.340
model.000.08.pdb,0.123,0.681,0.036,0.133,0.600,0.500,0.164,0.000,0.027,0.179,0.000,0.022,0.215,0.680,0.306,0.673,0.234,0.694,0.333,0.531
model.000.09.pdb,0.036,0.069,0.423,0.053,0.068,0.089,0.042,0.099,0.059,0.067,0.318,0.362,0.022,0.065,0.114,0.041,0.033,0.078,0.051,0.047
model.000.10.pdb,0.194,0.778,0.035,0.103,0.558,0.587,0.132,0.000,0.000,0.155,0.000,0.011,0.176,0.735,0.354,0.660,0.194,0.750,0.438,0.617
model.000.11.pdb,0.000,0.013,0.239,0.024,0.080,0.014,0.012,0.140,0.041,0.136,0.321,0.315,0.000,0.024,0.083,0.023,0.000,0.012,0.000,0.000
model.000.12.pdb,0.051,0.023,0.524,0.093,0.023,0.025,0.068,0.159,0.076,0.000,0.519,0.576,0.048,0.033,0.028,0.021,0.035,0.022,0.000,0.012
model.000.13.pdb,0.188,0.640,0.059,0.128,0.456,0.500,0.158,0.000,0.013,0.113,0.000,0.032,0.206,0.706,0.288,0.607,0.206,0.654,0.420,0.625
model.000.14.pdb,0.181,0.011,0.707,0.066,0.022,0.037,0.021,0.152,0.060,0.000,0.441,0.574,0.022,0.021,0.013,0.021,0.034,0.011,0.067,0.036
model.000.15.pdb,0.029,0.013,0.303,0.037,0.039,0.029,0.000,0.189,0.056,0.102,0.358,0.324,0.000,0.012,0.086,0.000,0.000,0.025,0.000,0.000
model.000.16.pdb,0.177,0.756,0.048,0.104,0.509,0.600,0.118,0.000,0.000,0.138,0.000,0.011,0.162,0.787,0.362,0.642,0.179,0.729,0.417,0.630
model.000.17.pdb,0.203,0.100,0.012,0.627,0.054,0.014,0.627,0.107,0.370,0.000,0.029,0.069,0.638,0.171,0.000,0.269,0.604,0.110,0.100,0.141
model.000.18.pdb,0.194,0.162,0.033,0.643,0.115,0.068,0.643,0.127,0.361,0.058,0.026,0.062,0.755,0.247,0.029,0.382,0.755,0.200,0.103,0.155
model.000.19.pdb,0.035,0.068,0.417,0.042,0.080,0.087,0.031,0.113,0.046,0.080,0.333,0.392,0.011,0.065,0.113,0.030,0.011,0.077,0.037,0.034
