 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.011,0.169,0.660,0.023,0.011,0.167,0.065,0.000,0.147,0.562,0.552,0.072,0.100,0.147,0.310,0.000,0.125,0.582,0.031,0.189
model.000.01.pdb,0.000,0.184,0.132,0.000,0.103,0.000,0.164,0.047,0.000,0.163,0.075,0.103,0.150,0.000,0.000,0.017,0.256,0.095,0.000,0.029
model.000.02.pdb,0.045,0.096,0.608,0.044,0.021,0.158,0.089,0.000,0.125,0.549,0.774,0.174,0.140,0.125,0.429,0.000,0.013,0.655,0.095,0.179
model.000.03.pdb,0.275,0.000,0.026,0.475,0.177,0.063,0.206,0.164,0.024,0.014,0.139,0.576,0.279,0.075,0.169,0.162,0.029,0.101,0.449,0.048
model.000.04.pdb,0.022,0.145,0.653,0.033,0.000,0.208,0.049,0.000,0.171,0.560,0.722,0.115,0.119,0.171,0.436,0.000,0.056,0.765,0.073,0.213
model.000.05.pdb,0.379,0.026,0.052,0.476,0.315,0.048,0.349,0.275,0.011,0.040,0.134,0.597,0.449,0.023,0.082,0.281,0.071,0.111,0.493,0.022
model.000.06.pdb,0.012,0.309,0.254,0.024,0.035,0.538,0.013,0.052,0.608,0.246,0.229,0.000,0.071,0.640,0.161,0.027,0.115,0.239,0.055,0.714
model.000.07.pdb,0.412,0.012,0.062,0.581,0.295,0.082,0.286,0.274,0.068,0.051,0.126,0.493,0.439,0.080,0.105,0.261,0.053,0.092,0.565,0.055
model.000.08.pdb,0.012,0.148,0.714,0.024,0.000,0.200,0.041,0.000,0.176,0.643,0.556,0.043,0.083,0.176,0.321,0.000,0.065,0.588,0.033,0.224
model.000.09.pdb,0.000,0.192,0.164,0.000,0.113,0.000,0.214,0.044,0.014,0.196,0.101,0.111,0.171,0.014,0.000,0.016,0.234,0.123,0.012,0.042
model.000.10.pdb,0.041,0.000,0.218,0.129,0.012,0.217,0.000,0.014,0.154,0.164,0.339,0.134,0.021,0.250,0.512,0.015,0.000,0.267,0.113,0.185
model.000.11.pdb,0.074,0.271,0.203,0.023,0.057,0.509,0.013,0.120,0.700,0.194,0.187,0.000,0.079,0.635,0.136,0.054,0.092,0.194,0.088,0.673
model.000.12.pdb,0.023,0.147,0.702,0.022,0.011,0.194,0.037,0.000,0.189,0.604,0.736,0.093,0.098,0.173,0.472,0.000,0.042,0.780,0.062,0.233
model.000.13.pdb,0.391,0.063,0.012,0.400,0.554,0.022,0.525,0.409,0.022,0.012,0.043,0.556,0.595,0.022,0.012,0.450,0.159,0.022,0.421,0.021
model.000.14.pdb,0.211,0.140,0.000,0.076,0.254,0.016,0.189,0.404,0.047,0.000,0.000,0.104,0.138,0.047,0.000,0.395,0.293,0.000,0.095,0.078
model.000.15.pdb,0.012,0.106,0.829,0.024,0.011,0.227,0.053,0.000,0.203,0.674,0.673,0.063,0.081,0.203,0.431,0.000,0.030,0.714,0.043,0.250
model.000.16.pdb,0.051,0.346,0.220,0.012,0.036,0.444,0.013,0.097,0.538,0.211,0.200,0.000,0.061,0.569,0.111,0.043,0.119,0.209,0.080,0.640
model.000.17.pdb,0.000,0.016,0.548,0.013,0.000,0.224,0.030,0.000,0.159,0.378,0.540,0.071,0.054,0.177,0.615,0.000,0.000,0.542,0.024,0.136
model.000.18.pdb,0.025,0.683,0.076,0.000,0.117,0.100,0.119,0.130,0.145,0.115,0.051,0.054,0.132,0.179,0.000,0.091,0.512,0.053,0.033,0.246
model.000.19.pdb,0.015,0.583,0.113,0.000,0.104,0.032,0.105,0.082,0.081,0.143,0.076,0.049,0.083,0.063,0.000,0.071,0.472,0.079,0.025,0.131
