 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.304,0.435,0.110,0.286,0.158,0.000,0.000,0.000,0.451,0.460,0.560,0.161,0.556,0.615,0.152,0.000,0.092,0.000,0.066,0.537,0.396,0.000,0.083,0.596,0.000,0.000,0.136,0.472,0.706,0.000
model.000.01.pdb,0.015,0.050,0.041,0.000,0.000,0.756,0.689,0.083,0.000,0.000,0.000,0.031,0.000,0.000,0.014,0.545,0.083,0.250,0.070,0.040,0.015,0.306,0.058,0.000,0.141,0.610,0.000,0.000,0.000,0.115
model.000.02.pdb,0.000,0.000,0.000,0.000,0.000,0.218,0.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.000,0.140,0.000,0.000,0.000,0.513,0.000,0.000,0.259,0.089,0.000,0.000,0.000,0.312
model.000.03.pdb,0.263,0.035,0.778,0.029,0.477,0.070,0.013,0.438,0.000,0.000,0.055,0.578,0.000,0.078,0.667,0.125,0.708,0.104,0.667,0.093,0.141,0.000,0.750,0.000,0.000,0.045,0.028,0.000,0.103,0.000
model.000.04.pdb,0.531,0.517,0.186,0.175,0.172,0.013,0.012,0.075,0.226,0.230,0.509,0.276,0.309,0.623,0.219,0.042,0.197,0.000,0.169,0.667,0.652,0.000,0.159,0.400,0.000,0.043,0.055,0.290,0.589,0.000
model.000.05.pdb,0.079,0.254,0.027,0.489,0.034,0.000,0.000,0.000,0.683,0.619,0.352,0.015,0.625,0.362,0.029,0.000,0.000,0.000,0.000,0.219,0.190,0.000,0.000,0.667,0.000,0.000,0.296,0.622,0.464,0.000
model.000.06.pdb,0.000,0.000,0.072,0.000,0.000,0.429,0.276,0.212,0.000,0.000,0.000,0.000,0.000,0.000,0.062,0.375,0.118,0.700,0.121,0.000,0.000,0.378,0.076,0.000,0.340,0.280,0.000,0.000,0.000,0.158
model.000.07.pdb,0.350,0.617,0.113,0.053,0.088,0.090,0.141,0.068,0.093,0.110,0.303,0.176,0.164,0.353,0.120,0.141,0.167,0.000,0.127,0.625,0.491,0.000,0.103,0.203,0.000,0.162,0.012,0.162,0.338,0.000
model.000.08.pdb,0.156,0.268,0.079,0.553,0.136,0.000,0.000,0.000,0.531,0.510,0.386,0.106,0.543,0.441,0.100,0.000,0.024,0.000,0.025,0.312,0.250,0.000,0.068,0.652,0.000,0.000,0.333,0.463,0.517,0.000
model.000.09.pdb,0.000,0.000,0.000,0.000,0.000,0.143,0.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.062,0.000,0.186,0.000,0.000,0.000,0.391,0.000,0.000,0.587,0.065,0.077,0.000,0.000,0.789
model.000.10.pdb,0.000,0.025,0.000,0.000,0.000,0.273,0.480,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.119,0.000,0.133,0.000,0.027,0.000,0.378,0.000,0.000,0.127,0.143,0.000,0.000,0.000,0.158
model.000.11.pdb,0.277,0.101,0.388,0.000,0.152,0.143,0.079,0.425,0.000,0.000,0.083,0.311,0.018,0.076,0.312,0.277,0.556,0.107,0.511,0.129,0.196,0.000,0.383,0.016,0.000,0.184,0.000,0.016,0.072,0.000
model.000.12.pdb,0.302,0.049,0.711,0.062,0.476,0.074,0.000,0.467,0.014,0.000,0.072,0.478,0.015,0.111,0.756,0.131,0.519,0.109,0.510,0.113,0.186,0.000,0.609,0.029,0.000,0.047,0.044,0.000,0.137,0.000
model.000.13.pdb,0.014,0.049,0.026,0.000,0.000,0.682,0.773,0.063,0.000,0.000,0.000,0.030,0.000,0.000,0.014,0.429,0.053,0.241,0.054,0.039,0.014,0.375,0.042,0.000,0.136,0.511,0.000,0.000,0.000,0.111
model.000.14.pdb,0.408,0.118,0.510,0.000,0.240,0.123,0.069,0.375,0.000,0.000,0.104,0.388,0.015,0.127,0.500,0.211,0.681,0.092,0.571,0.179,0.273,0.000,0.510,0.014,0.000,0.155,0.000,0.014,0.169,0.000
model.000.15.pdb,0.000,0.000,0.014,0.000,0.000,0.061,0.028,0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.031,0.013,0.259,0.014,0.000,0.000,0.216,0.000,0.000,0.690,0.032,0.079,0.000,0.000,0.535
model.000.16.pdb,0.098,0.317,0.000,0.320,0.000,0.000,0.000,0.000,0.619,0.675,0.440,0.000,0.641,0.393,0.000,0.000,0.000,0.000,0.000,0.283,0.193,0.000,0.000,0.683,0.000,0.000,0.232,0.800,0.446,0.000
model.000.17.pdb,0.000,0.000,0.000,0.170,0.000,0.000,0.000,0.000,0.085,0.086,0.000,0.000,0.053,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.035,0.000,0.032,0.172,0.000,0.444,0.062,0.027,0.212
model.000.18.pdb,0.000,0.000,0.000,0.000,0.000,0.259,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.103,0.000,0.222,0.000,0.000,0.000,0.667,0.000,0.000,0.380,0.127,0.015,0.000,0.000,0.391
model.000.19.pdb,0.000,0.026,0.000,0.000,0.000,0.236,0.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.085,0.000,0.100,0.000,0.028,0.000,0.395,0.000,0.000,0.150,0.107,0.000,0.000,0.000,0.185
model.000.20.pdb,0.358,0.100,0.600,0.000,0.327,0.101,0.053,0.380,0.000,0.000,0.069,0.479,0.000,0.107,0.562,0.180,0.822,0.088,0.667,0.155,0.217,0.000,0.604,0.000,0.000,0.129,0.000,0.000,0.132,0.000
model.000.21.pdb,0.269,0.051,0.644,0.000,0.439,0.111,0.057,0.537,0.000,0.000,0.044,0.477,0.000,0.069,0.568,0.222,0.689,0.133,0.682,0.101,0.155,0.000,0.614,0.000,0.000,0.143,0.000,0.000,0.081,0.000
model.000.22.pdb,0.000,0.000,0.097,0.229,0.104,0.000,0.000,0.075,0.052,0.053,0.000,0.073,0.056,0.029,0.086,0.000,0.029,0.000,0.046,0.000,0.000,0.000,0.083,0.051,0.121,0.000,0.319,0.048,0.028,0.091
model.000.23.pdb,0.151,0.426,0.000,0.250,0.038,0.000,0.000,0.000,0.512,0.564,0.571,0.034,0.706,0.469,0.016,0.000,0.000,0.000,0.000,0.392,0.265,0.000,0.000,0.800,0.000,0.000,0.105,0.650,0.531,0.000
model.000.24.pdb,0.000,0.000,0.167,0.000,0.088,0.123,0.041,0.375,0.000,0.000,0.000,0.062,0.000,0.000,0.161,0.150,0.197,0.479,0.203,0.000,0.000,0.182,0.138,0.000,0.370,0.081,0.000,0.000,0.000,0.150
model.000.25.pdb,0.000,0.000,0.013,0.000,0.000,0.106,0.116,0.065,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.030,0.013,0.291,0.013,0.000,0.000,0.413,0.000,0.000,0.682,0.031,0.029,0.000,0.000,0.605
model.000.26.pdb,0.167,0.303,0.026,0.568,0.068,0.000,0.000,0.000,0.578,0.489,0.442,0.045,0.595,0.473,0.043,0.000,0.000,0.000,0.000,0.311,0.268,0.000,0.014,0.714,0.000,0.000,0.286,0.500,0.527,0.000
model.000.27.pdb,0.283,0.087,0.314,0.234,0.486,0.000,0.000,0.120,0.071,0.017,0.143,0.349,0.077,0.207,0.348,0.000,0.150,0.000,0.136,0.169,0.200,0.000,0.280,0.130,0.000,0.000,0.173,0.032,0.217,0.000
model.000.28.pdb,0.095,0.269,0.027,0.545,0.069,0.000,0.000,0.000,0.556,0.568,0.345,0.046,0.610,0.356,0.043,0.000,0.000,0.000,0.000,0.234,0.186,0.000,0.014,0.690,0.000,0.000,0.340,0.510,0.482,0.000
model.000.29.pdb,0.115,0.312,0.027,0.340,0.034,0.000,0.000,0.000,0.533,0.581,0.404,0.015,0.625,0.411,0.029,0.000,0.000,0.000,0.000,0.258,0.232,0.000,0.000,0.707,0.000,0.000,0.186,0.587,0.577,0.000
