 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.105,0.026,0.224,0.000,0.037,0.314,0.183,0.333,0.000,0.000,0.000,0.148,0.000,0.000,0.158,0.465,0.352,0.354,0.340,0.028,0.067,0.113,0.236,0.000,0.115,0.356,0.000,0.000,0.000,0.016
model.000.01.pdb,0.066,0.125,0.000,0.488,0.018,0.000,0.000,0.000,0.467,0.354,0.250,0.016,0.348,0.226,0.015,0.000,0.000,0.000,0.000,0.119,0.065,0.000,0.000,0.367,0.029,0.000,0.558,0.346,0.254,0.066
model.000.02.pdb,0.057,0.169,0.038,0.000,0.000,0.444,0.577,0.092,0.000,0.028,0.013,0.043,0.014,0.024,0.013,0.396,0.105,0.118,0.093,0.151,0.071,0.186,0.053,0.027,0.053,0.500,0.000,0.026,0.023,0.028
model.000.03.pdb,0.164,0.013,0.412,0.000,0.213,0.172,0.059,0.605,0.000,0.000,0.030,0.286,0.000,0.042,0.367,0.255,0.510,0.320,0.532,0.057,0.102,0.053,0.408,0.000,0.095,0.170,0.000,0.000,0.040,0.000
model.000.04.pdb,0.143,0.111,0.059,0.658,0.118,0.000,0.000,0.000,0.354,0.280,0.255,0.086,0.298,0.293,0.081,0.000,0.000,0.000,0.000,0.138,0.140,0.000,0.045,0.320,0.015,0.000,0.610,0.255,0.279,0.032
model.000.05.pdb,0.000,0.000,0.200,0.000,0.118,0.097,0.029,0.452,0.000,0.000,0.000,0.086,0.000,0.000,0.196,0.143,0.213,0.347,0.220,0.000,0.000,0.053,0.169,0.000,0.211,0.069,0.015,0.000,0.000,0.049
model.000.06.pdb,0.000,0.000,0.197,0.000,0.115,0.131,0.043,0.442,0.000,0.000,0.000,0.085,0.000,0.000,0.193,0.161,0.210,0.426,0.237,0.000,0.000,0.070,0.167,0.000,0.250,0.086,0.000,0.000,0.000,0.102
model.000.07.pdb,0.000,0.049,0.000,0.150,0.000,0.014,0.054,0.000,0.246,0.273,0.119,0.000,0.175,0.080,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.082,0.000,0.180,0.042,0.000,0.200,0.250,0.120,0.111
model.000.08.pdb,0.015,0.000,0.222,0.000,0.088,0.177,0.055,0.435,0.000,0.000,0.000,0.079,0.000,0.000,0.180,0.211,0.254,0.392,0.283,0.000,0.014,0.066,0.194,0.000,0.276,0.136,0.000,0.000,0.000,0.131
model.000.09.pdb,0.206,0.296,0.091,0.531,0.131,0.000,0.000,0.000,0.426,0.407,0.397,0.103,0.490,0.500,0.113,0.000,0.024,0.000,0.024,0.365,0.305,0.000,0.080,0.625,0.000,0.000,0.345,0.446,0.552,0.000
model.000.10.pdb,0.000,0.000,0.000,0.000,0.000,0.197,0.185,0.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.113,0.000,0.392,0.000,0.000,0.000,0.512,0.000,0.000,0.721,0.117,0.029,0.000,0.000,0.533
model.000.11.pdb,0.013,0.000,0.091,0.000,0.000,0.311,0.183,0.237,0.000,0.000,0.000,0.027,0.000,0.000,0.068,0.333,0.132,0.625,0.135,0.000,0.013,0.286,0.080,0.000,0.473,0.276,0.000,0.000,0.000,0.246
model.000.12.pdb,0.000,0.000,0.101,0.000,0.017,0.200,0.101,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.092,0.236,0.147,0.591,0.152,0.000,0.000,0.231,0.090,0.000,0.404,0.158,0.000,0.000,0.000,0.214
model.000.13.pdb,0.143,0.039,0.309,0.000,0.118,0.193,0.108,0.564,0.000,0.000,0.030,0.189,0.000,0.027,0.264,0.333,0.451,0.347,0.440,0.057,0.102,0.053,0.302,0.000,0.113,0.240,0.000,0.000,0.026,0.000
model.000.14.pdb,0.088,0.026,0.186,0.000,0.019,0.435,0.250,0.341,0.000,0.000,0.000,0.089,0.000,0.000,0.140,0.632,0.309,0.362,0.296,0.029,0.068,0.115,0.196,0.000,0.081,0.500,0.000,0.000,0.000,0.016
model.000.15.pdb,0.121,0.452,0.000,0.028,0.000,0.083,0.188,0.000,0.119,0.194,0.215,0.014,0.203,0.214,0.000,0.072,0.024,0.000,0.012,0.377,0.230,0.014,0.000,0.226,0.000,0.075,0.000,0.215,0.239,0.000
model.000.16.pdb,0.365,0.279,0.113,0.489,0.185,0.000,0.000,0.015,0.309,0.246,0.434,0.167,0.333,0.519,0.156,0.000,0.080,0.000,0.053,0.373,0.440,0.000,0.101,0.377,0.000,0.000,0.327,0.288,0.545,0.000
model.000.17.pdb,0.423,0.286,0.139,0.460,0.196,0.000,0.012,0.014,0.293,0.233,0.463,0.177,0.291,0.545,0.167,0.014,0.105,0.000,0.079,0.377,0.442,0.000,0.113,0.357,0.000,0.014,0.267,0.274,0.600,0.000
model.000.18.pdb,0.000,0.000,0.000,0.000,0.000,0.046,0.059,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.119,0.000,0.000,0.000,0.250,0.000,0.000,0.568,0.000,0.082,0.000,0.000,0.730
model.000.19.pdb,0.292,0.054,0.458,0.000,0.279,0.200,0.129,0.372,0.000,0.000,0.063,0.386,0.000,0.090,0.383,0.319,0.532,0.103,0.522,0.125,0.189,0.000,0.523,0.000,0.000,0.250,0.000,0.000,0.101,0.000
model.000.20.pdb,0.000,0.000,0.028,0.000,0.000,0.302,0.217,0.170,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.250,0.071,0.675,0.074,0.000,0.000,0.419,0.045,0.000,0.489,0.189,0.000,0.000,0.000,0.300
model.000.21.pdb,0.083,0.110,0.014,0.455,0.036,0.000,0.000,0.000,0.435,0.327,0.250,0.016,0.319,0.226,0.030,0.000,0.000,0.000,0.000,0.103,0.082,0.000,0.000,0.340,0.014,0.000,0.457,0.346,0.295,0.048
model.000.22.pdb,0.328,0.516,0.072,0.270,0.121,0.012,0.047,0.026,0.439,0.473,0.509,0.127,0.560,0.614,0.105,0.052,0.110,0.000,0.072,0.542,0.439,0.000,0.062,0.537,0.000,0.068,0.137,0.509,0.667,0.000
model.000.23.pdb,0.000,0.000,0.145,0.000,0.067,0.154,0.068,0.333,0.000,0.000,0.000,0.061,0.000,0.000,0.156,0.164,0.191,0.521,0.215,0.000,0.000,0.175,0.134,0.000,0.382,0.095,0.000,0.000,0.000,0.183
model.000.24.pdb,0.013,0.274,0.000,0.000,0.000,0.141,0.250,0.000,0.114,0.185,0.108,0.000,0.175,0.100,0.000,0.069,0.000,0.000,0.000,0.208,0.083,0.074,0.000,0.179,0.000,0.103,0.000,0.171,0.152,0.013
model.000.25.pdb,0.000,0.149,0.000,0.133,0.000,0.000,0.013,0.000,0.346,0.408,0.213,0.000,0.320,0.176,0.000,0.000,0.000,0.000,0.000,0.113,0.077,0.000,0.000,0.291,0.000,0.000,0.164,0.423,0.221,0.030
