 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.560,0.593,0.060,0.000,0.000,0.434,0.673,0.159,0.000,0.571,0.085,0.000,0.491,0.500,0.000,0.014,0.608,0.053,0.031,0.000,0.436,0.000,0.103,0.000,0.000,0.000,0.013,0.070,0.013,0.014
model.000.01.pdb,0.000,0.000,0.082,0.148,0.291,0.029,0.000,0.000,0.175,0.000,0.043,0.087,0.000,0.000,0.069,0.117,0.000,0.500,0.051,0.105,0.000,0.179,0.111,0.127,0.327,0.132,0.203,0.127,0.109,0.155
model.000.02.pdb,0.000,0.000,0.000,0.300,0.269,0.000,0.000,0.033,0.380,0.000,0.241,0.111,0.000,0.000,0.075,0.000,0.000,0.186,0.000,0.036,0.000,0.000,0.275,0.245,0.067,0.263,0.535,0.000,0.404,0.550
model.000.03.pdb,0.000,0.024,0.556,0.000,0.000,0.087,0.125,0.000,0.000,0.041,0.000,0.179,0.000,0.037,0.080,0.420,0.095,0.013,0.404,0.241,0.054,0.400,0.000,0.000,0.177,0.000,0.000,0.562,0.000,0.000
model.000.04.pdb,0.481,0.517,0.159,0.000,0.000,0.592,0.787,0.056,0.000,0.549,0.039,0.000,0.306,0.303,0.000,0.088,0.647,0.065,0.045,0.000,0.350,0.074,0.055,0.000,0.027,0.000,0.000,0.164,0.000,0.000
model.000.05.pdb,0.553,0.446,0.000,0.000,0.000,0.246,0.328,0.333,0.000,0.440,0.200,0.000,0.644,0.580,0.000,0.000,0.375,0.027,0.000,0.000,0.480,0.000,0.167,0.000,0.000,0.000,0.029,0.000,0.060,0.015
model.000.06.pdb,0.000,0.000,0.143,0.308,0.533,0.000,0.000,0.000,0.309,0.000,0.014,0.352,0.000,0.000,0.250,0.250,0.000,0.159,0.200,0.419,0.000,0.164,0.015,0.327,0.489,0.210,0.113,0.131,0.062,0.102
model.000.07.pdb,0.265,0.382,0.113,0.000,0.000,0.527,0.429,0.000,0.000,0.328,0.000,0.000,0.160,0.136,0.000,0.067,0.385,0.239,0.014,0.000,0.160,0.113,0.107,0.000,0.065,0.000,0.024,0.151,0.012,0.026
model.000.08.pdb,0.549,0.403,0.029,0.000,0.000,0.283,0.407,0.213,0.000,0.418,0.114,0.000,0.538,0.700,0.012,0.000,0.431,0.038,0.030,0.000,0.633,0.000,0.118,0.000,0.000,0.000,0.013,0.041,0.013,0.014
model.000.09.pdb,0.000,0.000,0.000,0.591,0.392,0.000,0.000,0.079,0.682,0.000,0.143,0.230,0.000,0.000,0.305,0.015,0.000,0.056,0.000,0.050,0.000,0.000,0.045,0.543,0.078,0.674,0.246,0.000,0.246,0.264
