 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.500,0.000,0.000,0.000,0.000,0.420,0.000,0.074,0.246,0.000,0.014,0.000,0.000,0.159,0.000,0.000,0.000,0.000,0.000,0.000,0.078,0.054,0.029,0.480,0.382,0.139,0.547,0.000,0.065
model.000.01.pdb,0.000,0.755,0.000,0.000,0.000,0.000,0.327,0.000,0.172,0.361,0.000,0.104,0.000,0.000,0.344,0.000,0.000,0.000,0.000,0.000,0.000,0.197,0.159,0.156,0.407,0.660,0.227,0.647,0.000,0.153
model.000.02.pdb,0.133,0.087,0.224,0.075,0.000,0.158,0.127,0.068,0.600,0.075,0.000,0.500,0.015,0.350,0.164,0.017,0.000,0.200,0.000,0.111,0.070,0.510,0.605,0.465,0.102,0.117,0.025,0.090,0.014,0.500
model.000.03.pdb,0.022,0.581,0.000,0.000,0.000,0.000,0.181,0.000,0.036,0.484,0.000,0.075,0.000,0.000,0.403,0.000,0.024,0.000,0.000,0.078,0.151,0.128,0.034,0.117,0.275,0.525,0.425,0.477,0.090,0.026
model.000.04.pdb,0.255,0.000,0.273,0.115,0.000,0.216,0.000,0.135,0.224,0.133,0.017,0.513,0.016,0.351,0.117,0.057,0.000,0.240,0.000,0.333,0.267,0.346,0.275,0.372,0.000,0.000,0.069,0.000,0.111,0.128
model.000.05.pdb,0.075,0.026,0.000,0.027,0.226,0.014,0.000,0.063,0.000,0.000,0.113,0.000,0.143,0.000,0.000,0.032,0.757,0.000,0.435,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.037,0.041,0.238,0.000
model.000.06.pdb,0.156,0.000,0.158,0.472,0.634,0.333,0.000,0.380,0.000,0.000,0.690,0.000,0.805,0.034,0.000,0.500,0.218,0.263,0.388,0.048,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000
model.000.07.pdb,0.000,0.509,0.000,0.000,0.000,0.000,0.241,0.000,0.131,0.540,0.000,0.153,0.000,0.000,0.462,0.000,0.000,0.000,0.000,0.048,0.065,0.254,0.156,0.236,0.250,0.600,0.344,0.500,0.000,0.107
model.000.08.pdb,0.000,0.588,0.000,0.000,0.000,0.000,0.153,0.000,0.014,0.368,0.000,0.030,0.000,0.000,0.242,0.000,0.015,0.000,0.000,0.000,0.031,0.096,0.027,0.062,0.246,0.521,0.261,0.612,0.000,0.016
model.000.09.pdb,0.167,0.000,0.240,0.574,0.465,0.447,0.000,0.444,0.000,0.000,0.718,0.000,0.667,0.098,0.000,0.590,0.086,0.333,0.255,0.069,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.118,0.000
model.000.10.pdb,0.000,0.426,0.000,0.000,0.000,0.000,0.185,0.000,0.000,0.194,0.000,0.000,0.000,0.000,0.074,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.264,0.302,0.122,0.471,0.000,0.000
model.000.11.pdb,0.000,0.536,0.000,0.000,0.000,0.000,0.460,0.000,0.103,0.239,0.000,0.000,0.000,0.000,0.171,0.000,0.014,0.000,0.000,0.000,0.000,0.076,0.067,0.042,0.583,0.444,0.150,0.647,0.000,0.079
model.000.12.pdb,0.131,0.000,0.017,0.123,0.442,0.098,0.000,0.164,0.000,0.000,0.245,0.000,0.302,0.000,0.000,0.151,0.632,0.063,0.703,0.017,0.033,0.000,0.000,0.000,0.000,0.000,0.038,0.000,0.271,0.000
model.000.13.pdb,0.000,0.547,0.000,0.000,0.000,0.000,0.169,0.000,0.029,0.295,0.000,0.000,0.000,0.000,0.182,0.000,0.030,0.000,0.000,0.000,0.015,0.052,0.000,0.029,0.286,0.423,0.189,0.569,0.000,0.032
model.000.14.pdb,0.111,0.100,0.088,0.014,0.000,0.046,0.123,0.000,0.404,0.213,0.000,0.585,0.000,0.143,0.237,0.000,0.000,0.079,0.000,0.192,0.145,0.520,0.479,0.711,0.098,0.113,0.092,0.087,0.041,0.311
model.000.15.pdb,0.000,0.623,0.000,0.000,0.000,0.000,0.259,0.000,0.136,0.431,0.000,0.072,0.000,0.000,0.414,0.000,0.014,0.000,0.000,0.000,0.029,0.214,0.127,0.175,0.333,0.733,0.278,0.647,0.012,0.153
model.000.16.pdb,0.000,0.333,0.000,0.027,0.000,0.000,0.175,0.000,0.000,0.132,0.000,0.000,0.014,0.000,0.041,0.000,0.065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.200,0.062,0.345,0.000,0.000
model.000.17.pdb,0.145,0.013,0.016,0.042,0.280,0.045,0.000,0.100,0.000,0.000,0.153,0.000,0.164,0.000,0.014,0.068,0.829,0.030,0.625,0.050,0.085,0.000,0.000,0.000,0.000,0.000,0.077,0.013,0.351,0.000
model.000.18.pdb,0.587,0.000,0.182,0.085,0.138,0.109,0.000,0.214,0.015,0.116,0.045,0.133,0.028,0.093,0.101,0.161,0.065,0.183,0.117,0.757,0.571,0.113,0.042,0.153,0.000,0.000,0.178,0.000,0.491,0.000
model.000.19.pdb,0.000,0.720,0.000,0.000,0.000,0.000,0.304,0.000,0.154,0.361,0.000,0.088,0.000,0.000,0.367,0.000,0.014,0.000,0.000,0.000,0.029,0.232,0.143,0.194,0.382,0.696,0.260,0.714,0.000,0.153
model.000.20.pdb,0.000,0.134,0.000,0.043,0.016,0.000,0.145,0.000,0.000,0.014,0.015,0.000,0.045,0.000,0.014,0.000,0.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,0.046,0.012,0.138,0.000,0.000
model.000.21.pdb,0.188,0.000,0.545,0.455,0.211,0.574,0.000,0.392,0.200,0.000,0.352,0.203,0.310,0.512,0.000,0.388,0.000,0.574,0.061,0.097,0.045,0.155,0.222,0.076,0.000,0.000,0.000,0.000,0.051,0.204
model.000.22.pdb,0.269,0.000,0.526,0.207,0.093,0.362,0.000,0.245,0.240,0.045,0.086,0.386,0.082,0.486,0.045,0.160,0.000,0.455,0.000,0.234,0.135,0.241,0.264,0.245,0.000,0.000,0.000,0.000,0.075,0.146
model.000.23.pdb,0.095,0.000,0.052,0.460,0.348,0.218,0.000,0.208,0.000,0.000,0.535,0.000,0.643,0.000,0.000,0.356,0.148,0.155,0.312,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.000
model.000.24.pdb,0.000,0.092,0.098,0.046,0.000,0.051,0.208,0.035,0.622,0.000,0.000,0.180,0.016,0.220,0.117,0.000,0.000,0.088,0.000,0.000,0.000,0.346,0.477,0.204,0.173,0.125,0.000,0.131,0.000,0.606
model.000.25.pdb,0.444,0.000,0.239,0.078,0.055,0.145,0.000,0.200,0.034,0.150,0.033,0.224,0.016,0.159,0.115,0.163,0.000,0.235,0.000,0.727,0.526,0.164,0.100,0.250,0.000,0.000,0.099,0.000,0.315,0.000
model.000.26.pdb,0.000,0.589,0.000,0.000,0.000,0.000,0.357,0.000,0.083,0.246,0.000,0.013,0.000,0.000,0.197,0.000,0.014,0.000,0.000,0.000,0.000,0.086,0.064,0.041,0.436,0.446,0.173,0.673,0.000,0.076
model.000.27.pdb,0.447,0.000,0.364,0.309,0.488,0.435,0.000,0.615,0.016,0.000,0.413,0.016,0.308,0.102,0.000,0.622,0.109,0.435,0.265,0.224,0.151,0.000,0.000,0.016,0.000,0.000,0.013,0.000,0.298,0.000
model.000.28.pdb,0.000,0.429,0.000,0.000,0.000,0.000,0.457,0.000,0.078,0.185,0.000,0.000,0.000,0.000,0.118,0.000,0.015,0.000,0.000,0.000,0.000,0.053,0.042,0.015,0.458,0.309,0.103,0.529,0.000,0.051
model.000.29.pdb,0.087,0.000,0.264,0.681,0.308,0.404,0.000,0.346,0.044,0.000,0.532,0.029,0.596,0.151,0.000,0.426,0.015,0.352,0.131,0.063,0.030,0.025,0.041,0.000,0.000,0.000,0.000,0.000,0.052,0.049
