 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.327,0.172,0.000,0.160,0.000,0.153,0.061,0.095,0.186,0.015,0.320,0.316,0.048,0.268,0.000,0.103,0.533,0.063,0.000,0.154,0.585,0.000,0.000,0.083,0.017,0.000,0.279,0.000,0.380,0.060
model.000.01.pdb,0.000,0.000,0.240,0.000,0.261,0.000,0.193,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.085,0.000,0.000,0.000,0.081,0.000,0.000,0.842,0.429,0.125,0.160,0.113,0.000,0.192,0.000,0.380
model.000.02.pdb,0.000,0.068,0.396,0.047,0.500,0.000,0.043,0.091,0.000,0.078,0.000,0.000,0.000,0.000,0.468,0.040,0.000,0.000,0.161,0.054,0.000,0.271,0.585,0.000,0.125,0.231,0.000,0.117,0.000,0.104
model.000.03.pdb,0.000,0.000,0.235,0.000,0.255,0.000,0.190,0.000,0.000,0.300,0.000,0.000,0.016,0.000,0.083,0.000,0.000,0.000,0.079,0.000,0.000,0.732,0.386,0.164,0.157,0.111,0.000,0.145,0.000,0.373
model.000.04.pdb,0.000,0.000,0.289,0.013,0.500,0.000,0.085,0.033,0.000,0.132,0.000,0.000,0.000,0.000,0.277,0.000,0.000,0.000,0.312,0.000,0.000,0.269,0.600,0.017,0.038,0.447,0.000,0.289,0.000,0.161
model.000.05.pdb,0.423,0.226,0.032,0.173,0.000,0.045,0.000,0.148,0.164,0.000,0.288,0.462,0.000,0.241,0.031,0.169,0.400,0.000,0.000,0.188,0.375,0.000,0.000,0.015,0.130,0.000,0.386,0.000,0.458,0.014
model.000.06.pdb,0.000,0.000,0.213,0.067,0.514,0.000,0.033,0.033,0.000,0.054,0.000,0.000,0.000,0.000,0.283,0.000,0.000,0.000,0.512,0.000,0.000,0.182,0.410,0.000,0.039,0.742,0.000,0.188,0.000,0.067
model.000.07.pdb,0.000,0.000,0.192,0.037,0.450,0.000,0.133,0.015,0.000,0.208,0.000,0.000,0.000,0.000,0.164,0.000,0.000,0.000,0.340,0.000,0.000,0.400,0.500,0.033,0.055,0.439,0.000,0.319,0.000,0.255
model.000.08.pdb,0.000,0.000,0.000,0.000,0.000,0.200,0.721,0.000,0.000,0.522,0.000,0.000,0.353,0.000,0.000,0.000,0.043,0.203,0.058,0.000,0.095,0.226,0.048,0.643,0.000,0.016,0.000,0.283,0.000,0.500
model.000.09.pdb,0.025,0.012,0.029,0.011,0.015,0.013,0.345,0.000,0.000,0.396,0.028,0.064,0.074,0.013,0.000,0.000,0.085,0.014,0.013,0.000,0.123,0.333,0.061,0.352,0.115,0.000,0.024,0.108,0.041,0.549
model.000.10.pdb,0.000,0.012,0.056,0.126,0.203,0.145,0.038,0.067,0.038,0.041,0.000,0.000,0.134,0.012,0.116,0.036,0.000,0.200,0.667,0.036,0.000,0.064,0.141,0.000,0.000,0.440,0.000,0.172,0.000,0.051
model.000.11.pdb,0.012,0.091,0.490,0.021,0.380,0.000,0.026,0.099,0.013,0.071,0.000,0.000,0.000,0.000,0.442,0.063,0.000,0.000,0.099,0.077,0.000,0.350,0.449,0.000,0.232,0.167,0.012,0.074,0.000,0.111
model.000.12.pdb,0.522,0.412,0.109,0.235,0.000,0.000,0.000,0.320,0.264,0.000,0.286,0.565,0.000,0.283,0.105,0.333,0.222,0.000,0.000,0.358,0.170,0.000,0.000,0.000,0.188,0.000,0.471,0.000,0.500,0.000
model.000.13.pdb,0.340,0.259,0.000,0.232,0.000,0.138,0.015,0.136,0.283,0.000,0.455,0.352,0.033,0.380,0.000,0.159,0.675,0.066,0.000,0.217,0.537,0.000,0.000,0.033,0.018,0.000,0.382,0.000,0.396,0.030
model.000.14.pdb,0.000,0.000,0.062,0.152,0.231,0.091,0.057,0.058,0.028,0.045,0.000,0.000,0.113,0.014,0.129,0.026,0.000,0.164,0.587,0.026,0.000,0.041,0.119,0.045,0.000,0.444,0.000,0.153,0.000,0.027
model.000.15.pdb,0.152,0.182,0.000,0.452,0.016,0.145,0.000,0.286,0.327,0.000,0.211,0.182,0.079,0.298,0.015,0.345,0.108,0.129,0.075,0.238,0.015,0.000,0.000,0.000,0.000,0.049,0.209,0.000,0.125,0.000
model.000.16.pdb,0.015,0.015,0.239,0.000,0.104,0.000,0.068,0.000,0.000,0.135,0.000,0.030,0.000,0.000,0.113,0.015,0.000,0.000,0.000,0.015,0.000,0.354,0.122,0.115,0.472,0.000,0.014,0.000,0.033,0.208
model.000.17.pdb,0.235,0.275,0.256,0.100,0.020,0.000,0.000,0.229,0.111,0.000,0.098,0.300,0.000,0.109,0.217,0.275,0.073,0.000,0.000,0.275,0.038,0.000,0.020,0.000,0.471,0.000,0.236,0.000,0.255,0.000
model.000.18.pdb,0.013,0.066,0.591,0.033,0.467,0.000,0.041,0.087,0.000,0.059,0.000,0.025,0.000,0.000,0.532,0.066,0.000,0.000,0.136,0.066,0.000,0.300,0.447,0.000,0.320,0.218,0.024,0.061,0.014,0.100
model.000.19.pdb,0.491,0.653,0.111,0.453,0.000,0.028,0.000,0.500,0.583,0.000,0.500,0.500,0.000,0.540,0.125,0.653,0.339,0.014,0.000,0.723,0.145,0.000,0.000,0.000,0.119,0.000,0.556,0.000,0.500,0.000
model.000.20.pdb,0.571,0.491,0.097,0.319,0.000,0.000,0.000,0.327,0.321,0.000,0.296,0.491,0.000,0.339,0.094,0.386,0.259,0.000,0.000,0.463,0.169,0.000,0.000,0.000,0.123,0.000,0.491,0.000,0.490,0.000
model.000.21.pdb,0.000,0.000,0.304,0.000,0.273,0.000,0.082,0.000,0.000,0.192,0.000,0.000,0.000,0.000,0.107,0.000,0.000,0.000,0.083,0.000,0.000,0.619,0.450,0.034,0.244,0.118,0.000,0.132,0.000,0.241
model.000.22.pdb,0.000,0.056,0.548,0.035,0.525,0.000,0.000,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.523,0.056,0.000,0.000,0.167,0.056,0.000,0.197,0.370,0.000,0.245,0.265,0.000,0.032,0.000,0.029
model.000.23.pdb,0.056,0.013,0.000,0.023,0.000,0.029,0.217,0.000,0.000,0.232,0.062,0.083,0.079,0.028,0.000,0.000,0.143,0.014,0.000,0.000,0.259,0.154,0.000,0.360,0.033,0.000,0.052,0.047,0.059,0.396
model.000.24.pdb,0.066,0.122,0.029,0.301,0.153,0.013,0.000,0.203,0.130,0.000,0.042,0.051,0.014,0.097,0.138,0.153,0.013,0.056,0.375,0.122,0.014,0.000,0.045,0.000,0.000,0.327,0.062,0.075,0.041,0.013
model.000.25.pdb,0.013,0.013,0.000,0.134,0.065,0.213,0.152,0.027,0.027,0.108,0.000,0.013,0.291,0.013,0.029,0.025,0.000,0.327,0.389,0.025,0.000,0.040,0.015,0.092,0.000,0.196,0.000,0.228,0.000,0.041
model.000.26.pdb,0.000,0.000,0.349,0.038,0.742,0.000,0.049,0.050,0.000,0.091,0.000,0.000,0.000,0.000,0.304,0.000,0.000,0.000,0.260,0.000,0.000,0.320,0.750,0.000,0.102,0.375,0.000,0.137,0.000,0.121
model.000.27.pdb,0.000,0.000,0.122,0.068,0.417,0.000,0.070,0.053,0.000,0.118,0.000,0.000,0.037,0.000,0.213,0.000,0.000,0.036,0.463,0.000,0.000,0.145,0.262,0.057,0.000,0.677,0.000,0.310,0.000,0.088
model.000.28.pdb,0.125,0.022,0.013,0.030,0.000,0.037,0.225,0.000,0.012,0.221,0.092,0.150,0.065,0.048,0.000,0.000,0.162,0.012,0.000,0.000,0.281,0.171,0.000,0.367,0.116,0.000,0.105,0.066,0.147,0.333
model.000.29.pdb,0.014,0.100,0.571,0.060,0.550,0.000,0.000,0.145,0.000,0.000,0.000,0.027,0.000,0.000,0.659,0.085,0.000,0.000,0.164,0.100,0.000,0.194,0.391,0.000,0.240,0.260,0.026,0.031,0.000,0.028
