 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.174,0.315,0.800,0.241,0.099,0.388,0.104,0.250,0.203,0.000,0.000,0.085,0.533,0.022,0.183,0.038,0.220,0.143,0.159,0.250,0.000,0.000,0.123,0.000,0.460,0.097,0.104,0.000,0.000,0.000
model.000.01.pdb,0.073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.375,0.673,0.120,0.000,0.581,0.000,0.354,0.000,0.087,0.101,0.000,0.643,0.600,0.013,0.649,0.000,0.178,0.095,0.038,0.446,0.221
model.000.02.pdb,0.304,0.432,0.281,0.103,0.373,0.176,0.185,0.476,0.465,0.000,0.000,0.131,0.564,0.000,0.068,0.000,0.333,0.200,0.241,0.476,0.000,0.000,0.016,0.000,0.625,0.076,0.179,0.000,0.000,0.000
model.000.03.pdb,0.104,0.172,0.149,0.288,0.547,0.161,0.679,0.213,0.210,0.000,0.000,0.025,0.259,0.000,0.339,0.000,0.134,0.077,0.091,0.194,0.000,0.000,0.116,0.000,0.328,0.012,0.040,0.238,0.000,0.013
model.000.04.pdb,0.014,0.067,0.321,0.806,0.224,0.605,0.368,0.050,0.049,0.000,0.000,0.000,0.216,0.000,0.600,0.000,0.016,0.000,0.000,0.068,0.000,0.000,0.404,0.000,0.245,0.000,0.000,0.081,0.000,0.000
model.000.05.pdb,0.197,0.302,0.274,0.273,0.490,0.222,0.407,0.308,0.302,0.000,0.000,0.071,0.457,0.000,0.190,0.000,0.228,0.130,0.164,0.333,0.000,0.000,0.076,0.000,0.614,0.055,0.108,0.043,0.000,0.000
model.000.06.pdb,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.172,0.321,0.145,0.000,0.250,0.000,0.119,0.000,0.121,0.104,0.000,0.436,0.271,0.000,0.350,0.000,0.159,0.172,0.079,0.259,0.458
model.000.07.pdb,0.118,0.245,0.357,0.314,0.327,0.370,0.311,0.226,0.200,0.000,0.000,0.014,0.455,0.000,0.269,0.000,0.155,0.056,0.071,0.226,0.000,0.000,0.133,0.000,0.619,0.000,0.030,0.015,0.000,0.000
model.000.08.pdb,0.375,0.196,0.027,0.000,0.156,0.000,0.038,0.245,0.314,0.000,0.152,0.587,0.083,0.130,0.000,0.116,0.333,0.462,0.462,0.200,0.174,0.027,0.000,0.122,0.113,0.364,0.667,0.000,0.029,0.108
model.000.09.pdb,0.214,0.119,0.090,0.000,0.000,0.000,0.000,0.042,0.042,0.181,0.292,0.191,0.043,0.557,0.000,0.735,0.118,0.135,0.183,0.121,0.271,0.308,0.000,0.338,0.013,0.361,0.068,0.000,0.182,0.039
model.000.10.pdb,0.026,0.062,0.200,0.500,0.442,0.383,0.608,0.081,0.079,0.000,0.000,0.000,0.222,0.000,0.447,0.000,0.045,0.000,0.000,0.081,0.000,0.000,0.228,0.000,0.273,0.000,0.000,0.145,0.000,0.000
model.000.11.pdb,0.727,0.435,0.134,0.000,0.141,0.000,0.039,0.413,0.435,0.000,0.071,0.600,0.185,0.117,0.000,0.267,0.595,0.531,0.667,0.477,0.053,0.013,0.000,0.051,0.153,0.574,0.438,0.000,0.000,0.000
model.000.12.pdb,0.025,0.060,0.157,0.532,0.444,0.308,0.735,0.077,0.076,0.000,0.000,0.013,0.150,0.000,0.543,0.000,0.043,0.013,0.013,0.077,0.000,0.000,0.281,0.000,0.237,0.000,0.014,0.213,0.000,0.000
model.000.13.pdb,0.367,0.390,0.117,0.000,0.333,0.019,0.127,0.647,0.676,0.000,0.000,0.212,0.341,0.000,0.000,0.000,0.487,0.269,0.320,0.474,0.000,0.000,0.000,0.000,0.405,0.121,0.277,0.000,0.000,0.000
model.000.14.pdb,0.183,0.104,0.077,0.000,0.000,0.000,0.000,0.043,0.042,0.063,0.277,0.212,0.014,0.621,0.000,0.500,0.103,0.186,0.221,0.106,0.257,0.235,0.000,0.324,0.013,0.390,0.167,0.000,0.085,0.053
model.000.15.pdb,0.058,0.145,0.304,0.362,0.400,0.364,0.400,0.127,0.125,0.000,0.000,0.000,0.356,0.000,0.312,0.000,0.085,0.029,0.029,0.148,0.000,0.000,0.121,0.000,0.444,0.000,0.000,0.082,0.000,0.000
model.000.16.pdb,0.000,0.000,0.104,0.300,0.014,0.271,0.114,0.000,0.000,0.121,0.014,0.000,0.033,0.012,0.280,0.014,0.000,0.000,0.000,0.000,0.013,0.028,0.610,0.013,0.048,0.000,0.000,0.063,0.031,0.015
model.000.17.pdb,0.254,0.380,0.295,0.207,0.434,0.222,0.258,0.388,0.380,0.000,0.000,0.119,0.523,0.000,0.150,0.000,0.273,0.164,0.200,0.417,0.000,0.000,0.044,0.000,0.651,0.069,0.161,0.014,0.000,0.000
model.000.18.pdb,0.000,0.000,0.210,0.535,0.108,0.512,0.254,0.000,0.000,0.027,0.000,0.000,0.068,0.000,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.558,0.000,0.117,0.000,0.000,0.079,0.015,0.000
model.000.19.pdb,0.197,0.370,0.622,0.085,0.029,0.176,0.027,0.216,0.167,0.000,0.000,0.113,0.386,0.078,0.050,0.141,0.255,0.180,0.200,0.319,0.000,0.000,0.016,0.000,0.300,0.164,0.100,0.000,0.000,0.000
model.000.20.pdb,0.156,0.255,0.423,0.048,0.014,0.130,0.000,0.125,0.103,0.000,0.000,0.077,0.265,0.135,0.016,0.175,0.204,0.141,0.159,0.212,0.000,0.014,0.000,0.026,0.200,0.161,0.063,0.000,0.000,0.000
model.000.21.pdb,0.526,0.283,0.101,0.000,0.120,0.000,0.022,0.267,0.328,0.000,0.178,0.596,0.119,0.260,0.000,0.299,0.444,0.509,0.564,0.310,0.152,0.074,0.000,0.177,0.097,0.700,0.509,0.000,0.026,0.038
model.000.22.pdb,0.464,0.241,0.065,0.000,0.162,0.000,0.049,0.315,0.385,0.000,0.141,0.733,0.111,0.136,0.000,0.171,0.404,0.528,0.558,0.246,0.147,0.038,0.000,0.100,0.121,0.509,0.630,0.000,0.000,0.055
model.000.23.pdb,0.520,0.320,0.152,0.000,0.028,0.000,0.000,0.250,0.294,0.000,0.136,0.565,0.143,0.229,0.000,0.288,0.426,0.500,0.562,0.327,0.111,0.041,0.000,0.155,0.079,0.721,0.438,0.000,0.000,0.014
model.000.24.pdb,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.238,0.453,0.121,0.000,0.313,0.000,0.130,0.000,0.100,0.100,0.000,0.577,0.279,0.000,0.448,0.000,0.118,0.145,0.076,0.365,0.460
model.000.25.pdb,0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.549,0.134,0.000,0.667,0.000,0.404,0.014,0.113,0.113,0.000,0.527,0.509,0.000,0.593,0.000,0.219,0.123,0.000,0.304,0.136
model.000.26.pdb,0.093,0.063,0.119,0.012,0.000,0.052,0.000,0.000,0.000,0.106,0.192,0.071,0.025,0.444,0.000,0.424,0.049,0.057,0.094,0.064,0.181,0.237,0.000,0.235,0.000,0.211,0.012,0.000,0.101,0.000
model.000.27.pdb,0.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.410,0.635,0.123,0.000,0.524,0.000,0.344,0.013,0.090,0.090,0.000,0.765,0.564,0.013,0.704,0.000,0.151,0.113,0.053,0.491,0.286
model.000.28.pdb,0.061,0.149,0.554,0.219,0.037,0.370,0.071,0.070,0.055,0.024,0.000,0.012,0.230,0.066,0.149,0.087,0.099,0.062,0.062,0.101,0.000,0.012,0.197,0.000,0.234,0.037,0.013,0.000,0.013,0.000
model.000.29.pdb,0.321,0.111,0.000,0.000,0.196,0.000,0.057,0.229,0.277,0.000,0.150,0.404,0.036,0.127,0.000,0.077,0.271,0.468,0.408,0.113,0.156,0.029,0.000,0.134,0.069,0.259,0.537,0.000,0.033,0.066
