 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.217,0.000,0.048,0.132,0.500,0.145,0.000,0.193,0.000,0.000,0.296,0.000,0.304,0.000,0.000,0.204,0.535,0.092,0.718,0.083,0.082,0.000,0.000,0.000,0.000,0.000,0.049,0.000,0.339,0.000
model.000.01.pdb,0.308,0.000,0.463,0.180,0.070,0.320,0.000,0.260,0.185,0.091,0.066,0.400,0.062,0.421,0.076,0.154,0.000,0.404,0.000,0.333,0.220,0.254,0.211,0.286,0.000,0.000,0.038,0.000,0.138,0.096
model.000.02.pdb,0.756,0.000,0.246,0.137,0.309,0.222,0.000,0.345,0.014,0.092,0.188,0.104,0.145,0.083,0.093,0.291,0.108,0.242,0.197,0.614,0.469,0.090,0.039,0.121,0.000,0.000,0.136,0.000,0.604,0.000
model.000.03.pdb,0.217,0.000,0.444,0.222,0.065,0.315,0.000,0.214,0.327,0.055,0.094,0.417,0.090,0.686,0.041,0.140,0.000,0.365,0.000,0.182,0.100,0.339,0.396,0.283,0.000,0.000,0.000,0.000,0.053,0.292
model.000.04.pdb,0.145,0.117,0.203,0.064,0.000,0.132,0.090,0.057,0.500,0.239,0.000,0.805,0.013,0.250,0.262,0.014,0.000,0.185,0.000,0.203,0.161,0.635,0.600,0.609,0.086,0.130,0.122,0.105,0.062,0.360
model.000.05.pdb,0.101,0.146,0.162,0.034,0.000,0.090,0.125,0.025,0.431,0.319,0.000,0.673,0.012,0.237,0.324,0.000,0.000,0.133,0.000,0.145,0.143,0.788,0.600,0.673,0.105,0.178,0.176,0.136,0.033,0.407
model.000.06.pdb,0.136,0.000,0.457,0.549,0.214,0.587,0.000,0.373,0.145,0.000,0.412,0.148,0.415,0.356,0.000,0.426,0.015,0.521,0.078,0.047,0.015,0.110,0.152,0.029,0.000,0.000,0.000,0.000,0.052,0.164
model.000.07.pdb,0.388,0.000,0.176,0.161,0.605,0.222,0.000,0.370,0.000,0.000,0.383,0.000,0.308,0.019,0.000,0.364,0.271,0.222,0.512,0.176,0.130,0.000,0.000,0.000,0.000,0.000,0.052,0.000,0.370,0.000
model.000.08.pdb,0.022,0.556,0.000,0.000,0.000,0.000,0.214,0.000,0.130,0.583,0.000,0.117,0.000,0.000,0.649,0.000,0.012,0.000,0.000,0.078,0.135,0.260,0.136,0.229,0.294,0.636,0.486,0.455,0.066,0.127
model.000.09.pdb,0.000,0.051,0.000,0.234,0.079,0.043,0.095,0.014,0.000,0.000,0.143,0.000,0.210,0.000,0.000,0.081,0.046,0.014,0.078,0.000,0.000,0.000,0.000,0.000,0.108,0.000,0.000,0.067,0.000,0.000
