 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.309,0.000,0.000,0.000,0.000,0.327,0.000,0.000,0.000,0.026,0.037,0.013,0.468,0.346,0.027,0.250,0.000,0.170,0.000,0.529,0.490,0.000,0.000,0.056,0.127,0.026,0.000,0.000,0.099,0.000
model.000.01.pdb,0.194,0.000,0.051,0.000,0.014,0.209,0.028,0.013,0.000,0.023,0.058,0.035,0.305,0.279,0.063,0.361,0.000,0.111,0.036,0.536,0.377,0.000,0.038,0.037,0.205,0.036,0.028,0.029,0.043,0.051
model.000.02.pdb,0.000,0.235,0.545,0.231,0.341,0.015,0.318,0.260,0.000,0.014,0.101,0.542,0.051,0.000,0.113,0.015,0.184,0.146,0.690,0.076,0.062,0.271,0.650,0.000,0.074,0.000,0.475,0.191,0.000,0.675
model.000.03.pdb,0.045,0.264,0.075,0.236,0.105,0.000,0.033,0.155,0.587,0.351,0.026,0.054,0.000,0.000,0.043,0.000,0.107,0.000,0.042,0.000,0.000,0.140,0.000,0.220,0.000,0.103,0.086,0.091,0.229,0.000
model.000.04.pdb,0.000,0.333,0.106,0.302,0.231,0.000,0.145,0.308,0.396,0.258,0.141,0.097,0.000,0.000,0.138,0.000,0.105,0.000,0.086,0.000,0.000,0.200,0.029,0.123,0.054,0.188,0.123,0.245,0.145,0.014
model.000.05.pdb,0.111,0.000,0.106,0.000,0.049,0.145,0.068,0.030,0.000,0.013,0.095,0.097,0.314,0.133,0.088,0.281,0.000,0.200,0.086,0.434,0.298,0.000,0.092,0.014,0.219,0.056,0.067,0.089,0.012,0.143
model.000.06.pdb,0.152,0.000,0.082,0.000,0.014,0.203,0.015,0.014,0.000,0.000,0.048,0.090,0.377,0.194,0.039,0.254,0.015,0.269,0.093,0.640,0.429,0.000,0.085,0.000,0.167,0.025,0.014,0.015,0.011,0.130
model.000.07.pdb,0.489,0.000,0.000,0.000,0.000,0.308,0.000,0.000,0.060,0.103,0.026,0.000,0.123,0.512,0.000,0.094,0.000,0.000,0.000,0.177,0.145,0.000,0.000,0.186,0.000,0.028,0.000,0.000,0.200,0.000
model.000.08.pdb,0.058,0.224,0.041,0.220,0.098,0.000,0.048,0.145,0.750,0.373,0.050,0.025,0.000,0.014,0.069,0.000,0.100,0.000,0.039,0.000,0.000,0.113,0.000,0.246,0.013,0.162,0.047,0.085,0.250,0.000
model.000.09.pdb,0.164,0.000,0.042,0.000,0.000,0.180,0.016,0.015,0.000,0.000,0.051,0.039,0.308,0.232,0.042,0.345,0.000,0.151,0.041,0.604,0.364,0.000,0.029,0.000,0.179,0.027,0.016,0.016,0.011,0.058
model.000.10.pdb,0.246,0.000,0.000,0.000,0.000,0.091,0.000,0.000,0.154,0.026,0.065,0.000,0.030,0.255,0.027,0.104,0.000,0.000,0.000,0.085,0.056,0.000,0.000,0.042,0.000,0.116,0.000,0.000,0.060,0.000
model.000.11.pdb,0.014,0.714,0.222,0.659,0.214,0.000,0.136,0.333,0.300,0.390,0.049,0.297,0.000,0.000,0.026,0.000,0.340,0.000,0.250,0.000,0.000,0.522,0.154,0.203,0.000,0.053,0.259,0.121,0.213,0.169
model.000.12.pdb,0.304,0.000,0.000,0.000,0.000,0.276,0.000,0.000,0.000,0.025,0.000,0.000,0.346,0.420,0.000,0.267,0.000,0.105,0.000,0.519,0.351,0.000,0.000,0.056,0.066,0.013,0.000,0.000,0.084,0.000
model.000.13.pdb,0.322,0.000,0.000,0.000,0.000,0.491,0.000,0.000,0.000,0.062,0.000,0.000,0.442,0.434,0.000,0.141,0.029,0.236,0.024,0.474,0.491,0.000,0.000,0.080,0.049,0.000,0.000,0.000,0.145,0.013
model.000.14.pdb,0.041,0.480,0.145,0.442,0.148,0.013,0.062,0.254,0.356,0.585,0.036,0.197,0.000,0.028,0.013,0.000,0.353,0.015,0.139,0.000,0.000,0.385,0.069,0.386,0.000,0.038,0.148,0.081,0.368,0.068
model.000.15.pdb,0.000,0.422,0.643,0.383,0.500,0.000,0.311,0.333,0.029,0.057,0.116,0.596,0.016,0.000,0.094,0.000,0.180,0.077,0.600,0.029,0.029,0.476,0.558,0.000,0.057,0.000,0.579,0.213,0.000,0.545
model.000.16.pdb,0.101,0.000,0.039,0.000,0.000,0.185,0.000,0.000,0.000,0.000,0.036,0.062,0.327,0.156,0.026,0.339,0.015,0.269,0.065,0.673,0.404,0.000,0.055,0.000,0.151,0.025,0.000,0.000,0.000,0.083
model.000.17.pdb,0.000,0.043,0.085,0.043,0.172,0.000,0.288,0.220,0.040,0.000,0.545,0.051,0.000,0.014,0.592,0.305,0.000,0.000,0.081,0.039,0.013,0.045,0.103,0.000,0.519,0.481,0.153,0.354,0.000,0.101
model.000.18.pdb,0.000,0.439,0.362,0.429,0.279,0.016,0.200,0.255,0.000,0.095,0.043,0.522,0.036,0.000,0.048,0.000,0.317,0.109,0.489,0.031,0.032,0.541,0.378,0.016,0.000,0.000,0.375,0.106,0.040,0.400
model.000.19.pdb,0.000,0.714,0.413,0.564,0.400,0.000,0.222,0.538,0.082,0.148,0.074,0.392,0.000,0.000,0.048,0.000,0.196,0.020,0.388,0.000,0.000,0.611,0.286,0.016,0.014,0.015,0.474,0.152,0.026,0.280
model.000.20.pdb,0.304,0.000,0.000,0.000,0.000,0.542,0.000,0.000,0.000,0.066,0.000,0.000,0.628,0.392,0.000,0.134,0.031,0.312,0.026,0.436,0.571,0.000,0.000,0.086,0.038,0.013,0.000,0.000,0.154,0.027
model.000.21.pdb,0.000,0.286,0.511,0.280,0.439,0.000,0.450,0.370,0.000,0.014,0.188,0.480,0.000,0.000,0.211,0.015,0.184,0.038,0.614,0.000,0.000,0.326,0.692,0.000,0.141,0.060,0.639,0.333,0.000,0.718
model.000.22.pdb,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.000,0.231,0.000,0.000,0.063,0.177,0.358,0.000,0.000,0.000,0.119,0.014,0.000,0.000,0.000,0.132,0.293,0.000,0.000,0.000,0.000
model.000.23.pdb,0.077,0.308,0.074,0.278,0.123,0.029,0.050,0.193,0.609,0.444,0.038,0.068,0.000,0.046,0.028,0.000,0.125,0.000,0.056,0.000,0.000,0.179,0.000,0.304,0.000,0.086,0.085,0.089,0.261,0.000
model.000.24.pdb,0.000,0.404,0.420,0.314,0.676,0.000,0.525,0.784,0.091,0.101,0.254,0.283,0.000,0.000,0.220,0.000,0.052,0.000,0.321,0.000,0.000,0.333,0.302,0.014,0.134,0.138,0.632,0.475,0.024,0.321
model.000.25.pdb,0.070,0.213,0.013,0.250,0.045,0.013,0.030,0.088,0.702,0.474,0.024,0.049,0.000,0.028,0.053,0.000,0.190,0.000,0.025,0.000,0.000,0.125,0.000,0.436,0.000,0.108,0.014,0.063,0.409,0.000
model.000.26.pdb,0.094,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.233,0.013,0.209,0.000,0.000,0.079,0.175,0.141,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.028,0.068,0.357,0.000,0.034,0.012,0.000
model.000.27.pdb,0.000,0.236,0.553,0.232,0.362,0.029,0.370,0.283,0.000,0.013,0.141,0.519,0.081,0.000,0.156,0.014,0.212,0.176,0.767,0.086,0.072,0.269,0.775,0.000,0.114,0.027,0.488,0.245,0.000,0.756
model.000.28.pdb,0.186,0.000,0.000,0.000,0.000,0.044,0.000,0.000,0.254,0.054,0.157,0.000,0.000,0.153,0.104,0.106,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.074,0.026,0.226,0.000,0.000,0.074,0.000
model.000.29.pdb,0.065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.273,0.042,0.167,0.000,0.000,0.049,0.148,0.131,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.045,0.042,0.309,0.000,0.036,0.037,0.000
