 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.795,0.000,0.000,0.533,0.000,0.000,0.316,0.000,0.286,0.042,0.013,0.000,0.000,0.000,0.013,0.288,0.274,0.113,0.000,0.000,0.667,0.194,0.000,0.012,0.233,0.072,0.000,0.273,0.045
model.000.01.pdb,0.294,0.000,0.069,0.396,0.000,0.718,0.889,0.000,0.756,0.000,0.263,0.436,0.614,0.426,0.250,0.000,0.000,0.000,0.155,0.140,0.417,0.000,0.000,0.805,0.000,0.000,0.381,0.377,0.000,0.046
model.000.02.pdb,0.578,0.000,0.155,0.714,0.000,0.309,0.327,0.000,0.351,0.012,0.055,0.235,0.288,0.674,0.429,0.012,0.039,0.051,0.000,0.489,0.197,0.000,0.072,0.295,0.000,0.000,0.095,0.625,0.101,0.028
model.000.03.pdb,0.241,0.000,0.068,0.360,0.000,0.700,0.816,0.000,0.825,0.000,0.259,0.429,0.600,0.388,0.222,0.000,0.000,0.000,0.193,0.138,0.380,0.000,0.000,0.786,0.000,0.000,0.397,0.345,0.000,0.045
model.000.04.pdb,0.722,0.000,0.217,0.537,0.000,0.260,0.306,0.000,0.333,0.000,0.133,0.389,0.367,0.575,0.694,0.000,0.000,0.000,0.016,0.356,0.362,0.000,0.026,0.296,0.000,0.000,0.107,0.408,0.013,0.123
model.000.05.pdb,0.000,0.543,0.000,0.000,0.795,0.000,0.000,0.152,0.000,0.439,0.014,0.000,0.000,0.000,0.000,0.013,0.481,0.429,0.029,0.030,0.000,0.449,0.243,0.000,0.000,0.119,0.098,0.013,0.491,0.000
model.000.06.pdb,0.525,0.000,0.333,0.348,0.000,0.170,0.189,0.000,0.264,0.000,0.081,0.276,0.245,0.442,0.765,0.059,0.000,0.014,0.000,0.463,0.212,0.000,0.068,0.190,0.027,0.000,0.038,0.308,0.027,0.105
model.000.07.pdb,0.610,0.000,0.222,0.426,0.000,0.340,0.388,0.000,0.412,0.000,0.200,0.491,0.511,0.558,0.667,0.027,0.000,0.013,0.047,0.300,0.447,0.000,0.024,0.423,0.000,0.000,0.176,0.377,0.012,0.115
model.000.08.pdb,0.059,0.057,0.078,0.028,0.014,0.090,0.138,0.129,0.164,0.000,0.625,0.308,0.242,0.028,0.044,0.012,0.000,0.000,0.698,0.000,0.321,0.042,0.000,0.250,0.049,0.026,0.348,0.013,0.000,0.423
model.000.09.pdb,0.056,0.099,0.012,0.069,0.100,0.305,0.300,0.025,0.281,0.099,0.414,0.348,0.328,0.085,0.027,0.000,0.063,0.036,0.375,0.000,0.219,0.068,0.022,0.355,0.000,0.000,0.732,0.092,0.057,0.114
model.000.10.pdb,0.254,0.000,0.636,0.127,0.000,0.053,0.066,0.075,0.104,0.000,0.076,0.179,0.105,0.176,0.322,0.304,0.024,0.047,0.013,0.182,0.125,0.013,0.102,0.074,0.310,0.076,0.031,0.117,0.044,0.191
model.000.11.pdb,0.375,0.000,0.100,0.625,0.000,0.418,0.436,0.000,0.456,0.023,0.051,0.216,0.262,0.529,0.310,0.000,0.062,0.060,0.013,0.434,0.162,0.000,0.067,0.349,0.000,0.000,0.181,0.680,0.107,0.013
model.000.12.pdb,0.000,0.288,0.000,0.031,0.571,0.000,0.000,0.075,0.000,0.592,0.000,0.000,0.000,0.015,0.000,0.070,0.780,0.617,0.000,0.085,0.000,0.288,0.361,0.000,0.026,0.076,0.062,0.043,0.588,0.000
model.000.13.pdb,0.000,0.744,0.000,0.000,0.523,0.000,0.000,0.352,0.000,0.339,0.029,0.000,0.000,0.000,0.000,0.041,0.298,0.283,0.063,0.000,0.000,0.789,0.292,0.000,0.039,0.309,0.036,0.000,0.302,0.000
model.000.14.pdb,0.241,0.000,0.694,0.106,0.000,0.028,0.042,0.026,0.083,0.000,0.068,0.149,0.085,0.159,0.291,0.258,0.013,0.037,0.028,0.203,0.121,0.000,0.098,0.053,0.265,0.026,0.011,0.129,0.035,0.175
model.000.15.pdb,0.014,0.028,0.224,0.000,0.014,0.000,0.000,0.130,0.000,0.183,0.000,0.000,0.000,0.014,0.014,0.907,0.129,0.139,0.000,0.014,0.000,0.043,0.290,0.000,0.545,0.305,0.000,0.013,0.087,0.000
model.000.16.pdb,0.017,0.000,0.000,0.127,0.033,0.442,0.432,0.000,0.367,0.057,0.117,0.156,0.200,0.107,0.034,0.000,0.030,0.043,0.148,0.091,0.068,0.000,0.000,0.327,0.000,0.000,0.390,0.236,0.027,0.000
model.000.17.pdb,0.000,0.132,0.000,0.093,0.341,0.035,0.017,0.000,0.000,0.365,0.000,0.000,0.000,0.035,0.000,0.015,0.404,0.380,0.000,0.188,0.000,0.132,0.188,0.000,0.000,0.000,0.097,0.140,0.345,0.000
