 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.000,0.490,0.000,0.451,0.108,0.000,0.035,0.000,0.063,0.000,0.000,0.000,0.000,0.448,0.556,0.000,0.468,0.281,0.442,0.029,0.000,0.014,0.000,0.453,0.172,0.431,0.000,0.000,0.058
model.000.01.pdb,0.000,0.000,0.373,0.027,0.547,0.205,0.027,0.015,0.000,0.119,0.000,0.032,0.000,0.000,0.508,0.444,0.052,0.604,0.364,0.509,0.083,0.000,0.054,0.000,0.545,0.186,0.473,0.014,0.000,0.110
model.000.02.pdb,0.169,0.000,0.065,0.271,0.117,0.024,0.170,0.238,0.463,0.500,0.311,0.316,0.000,0.327,0.149,0.000,0.610,0.000,0.172,0.097,0.105,0.016,0.000,0.000,0.111,0.360,0.000,0.556,0.318,0.015
model.000.03.pdb,0.197,0.417,0.000,0.121,0.000,0.011,0.065,0.000,0.123,0.000,0.189,0.000,0.590,0.190,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.095,0.098,0.204,0.000,0.000,0.000,0.017,0.127,0.029
model.000.04.pdb,0.370,0.232,0.000,0.245,0.000,0.059,0.196,0.000,0.182,0.016,0.255,0.038,0.465,0.321,0.000,0.000,0.014,0.000,0.000,0.000,0.133,0.129,0.015,0.245,0.000,0.000,0.000,0.034,0.189,0.092
model.000.05.pdb,0.000,0.000,0.365,0.048,0.636,0.139,0.063,0.056,0.016,0.250,0.000,0.100,0.000,0.014,0.547,0.236,0.127,0.340,0.538,0.587,0.097,0.029,0.000,0.000,0.596,0.352,0.246,0.070,0.016,0.109
model.000.06.pdb,0.000,0.000,0.540,0.014,0.733,0.129,0.014,0.125,0.000,0.183,0.000,0.017,0.000,0.000,0.692,0.298,0.132,0.460,0.483,0.681,0.042,0.000,0.014,0.000,0.688,0.362,0.305,0.136,0.000,0.085
model.000.07.pdb,0.000,0.138,0.115,0.000,0.015,0.061,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.068,0.354,0.000,0.143,0.013,0.061,0.000,0.015,0.300,0.033,0.059,0.000,0.360,0.000,0.000,0.000
model.000.08.pdb,0.185,0.500,0.000,0.113,0.000,0.033,0.061,0.000,0.079,0.000,0.155,0.000,0.610,0.197,0.000,0.000,0.000,0.000,0.000,0.000,0.044,0.141,0.109,0.278,0.000,0.000,0.000,0.016,0.082,0.072
model.000.09.pdb,0.000,0.000,0.440,0.015,0.553,0.167,0.015,0.036,0.000,0.138,0.000,0.018,0.000,0.000,0.509,0.438,0.043,0.581,0.397,0.480,0.045,0.000,0.062,0.000,0.551,0.233,0.440,0.033,0.000,0.075
model.000.10.pdb,0.000,0.321,0.043,0.000,0.014,0.096,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.037,0.190,0.000,0.115,0.000,0.028,0.000,0.109,0.643,0.196,0.041,0.000,0.241,0.000,0.000,0.014
model.000.11.pdb,0.258,0.141,0.000,0.228,0.000,0.000,0.092,0.151,0.380,0.078,0.545,0.054,0.288,0.423,0.000,0.000,0.119,0.000,0.000,0.000,0.043,0.014,0.000,0.094,0.000,0.055,0.000,0.250,0.367,0.027
model.000.12.pdb,0.000,0.000,0.370,0.000,0.271,0.134,0.000,0.017,0.000,0.015,0.000,0.000,0.000,0.000,0.349,0.651,0.000,0.591,0.186,0.246,0.000,0.000,0.109,0.000,0.300,0.070,0.682,0.000,0.000,0.014
model.000.13.pdb,0.000,0.000,0.549,0.000,0.250,0.065,0.000,0.102,0.000,0.014,0.000,0.000,0.000,0.000,0.286,0.551,0.000,0.442,0.143,0.266,0.000,0.000,0.041,0.000,0.239,0.080,0.549,0.015,0.000,0.000
model.000.14.pdb,0.159,0.172,0.000,0.161,0.000,0.000,0.058,0.086,0.224,0.014,0.346,0.000,0.211,0.333,0.000,0.000,0.069,0.000,0.000,0.000,0.014,0.013,0.000,0.059,0.000,0.026,0.000,0.117,0.232,0.027
