 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.731,0.000,0.000,0.000,0.000,0.262,0.000,0.097,0.475,0.000,0.083,0.000,0.000,0.410,0.000,0.000,0.000,0.000,0.027,0.056,0.187,0.091,0.147,0.356,0.608,0.333,0.600,0.011,0.091
model.000.01.pdb,0.000,0.426,0.000,0.000,0.000,0.000,0.164,0.000,0.000,0.175,0.000,0.000,0.000,0.000,0.043,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.264,0.255,0.092,0.442,0.013,0.000
model.000.02.pdb,0.000,0.217,0.036,0.000,0.000,0.000,0.333,0.000,0.550,0.094,0.000,0.196,0.000,0.083,0.232,0.000,0.000,0.032,0.000,0.000,0.000,0.358,0.457,0.271,0.286,0.226,0.068,0.246,0.000,0.447
model.000.03.pdb,0.511,0.000,0.579,0.241,0.271,0.500,0.000,0.575,0.067,0.000,0.250,0.086,0.172,0.256,0.000,0.463,0.052,0.610,0.088,0.333,0.196,0.042,0.062,0.068,0.000,0.000,0.000,0.000,0.233,0.018
model.000.04.pdb,0.000,0.636,0.000,0.000,0.000,0.000,0.481,0.000,0.097,0.279,0.000,0.040,0.000,0.000,0.265,0.000,0.000,0.000,0.000,0.000,0.013,0.141,0.091,0.099,0.538,0.491,0.185,0.630,0.000,0.108
model.000.05.pdb,0.480,0.000,0.467,0.322,0.457,0.469,0.000,0.683,0.029,0.000,0.392,0.045,0.298,0.176,0.000,0.571,0.098,0.532,0.236,0.269,0.196,0.013,0.014,0.045,0.000,0.000,0.012,0.000,0.311,0.000
model.000.06.pdb,0.000,0.667,0.000,0.000,0.000,0.000,0.385,0.000,0.156,0.344,0.000,0.074,0.000,0.000,0.350,0.000,0.000,0.000,0.000,0.000,0.014,0.200,0.145,0.159,0.500,0.571,0.197,0.627,0.000,0.155
model.000.07.pdb,0.185,0.050,0.327,0.125,0.029,0.230,0.029,0.143,0.304,0.174,0.028,0.565,0.027,0.400,0.159,0.078,0.000,0.293,0.000,0.190,0.129,0.456,0.368,0.440,0.028,0.056,0.084,0.051,0.051,0.222
model.000.08.pdb,0.000,0.655,0.000,0.000,0.000,0.000,0.300,0.000,0.159,0.544,0.000,0.129,0.000,0.000,0.554,0.000,0.000,0.000,0.000,0.056,0.069,0.268,0.164,0.234,0.328,0.660,0.347,0.534,0.011,0.141
model.000.09.pdb,0.108,0.171,0.121,0.012,0.000,0.067,0.169,0.000,0.418,0.284,0.000,0.604,0.000,0.153,0.349,0.000,0.000,0.096,0.000,0.175,0.154,0.692,0.509,0.638,0.145,0.209,0.159,0.160,0.048,0.392
model.000.10.pdb,0.013,0.000,0.153,0.509,0.169,0.254,0.014,0.183,0.091,0.000,0.377,0.060,0.462,0.192,0.000,0.259,0.000,0.213,0.094,0.015,0.000,0.065,0.116,0.014,0.000,0.000,0.000,0.000,0.000,0.121
model.000.11.pdb,0.135,0.138,0.000,0.000,0.013,0.000,0.040,0.000,0.039,0.375,0.000,0.162,0.000,0.000,0.403,0.000,0.069,0.000,0.054,0.267,0.400,0.216,0.062,0.215,0.038,0.186,0.644,0.127,0.286,0.014
model.000.12.pdb,0.125,0.114,0.197,0.049,0.000,0.113,0.103,0.041,0.400,0.269,0.000,0.689,0.013,0.264,0.292,0.014,0.000,0.162,0.000,0.197,0.194,0.740,0.491,0.767,0.083,0.143,0.160,0.103,0.061,0.373
model.000.13.pdb,0.000,0.012,0.000,0.312,0.123,0.114,0.104,0.056,0.056,0.000,0.222,0.000,0.290,0.015,0.000,0.143,0.043,0.068,0.104,0.000,0.000,0.000,0.038,0.000,0.100,0.013,0.000,0.012,0.000,0.015
model.000.14.pdb,0.176,0.160,0.026,0.000,0.039,0.024,0.013,0.051,0.000,0.338,0.024,0.065,0.012,0.000,0.324,0.039,0.111,0.037,0.080,0.295,0.429,0.107,0.011,0.123,0.024,0.211,0.538,0.150,0.368,0.000
model.000.15.pdb,0.300,0.000,0.667,0.491,0.268,0.810,0.000,0.553,0.138,0.000,0.389,0.159,0.322,0.362,0.000,0.522,0.029,0.767,0.091,0.186,0.109,0.105,0.129,0.074,0.000,0.000,0.000,0.000,0.135,0.098
model.000.16.pdb,0.134,0.000,0.193,0.569,0.408,0.423,0.000,0.365,0.000,0.000,0.738,0.000,0.727,0.051,0.000,0.545,0.078,0.298,0.228,0.046,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.000
model.000.17.pdb,0.052,0.000,0.217,0.667,0.254,0.386,0.014,0.267,0.069,0.000,0.444,0.056,0.558,0.155,0.000,0.304,0.028,0.295,0.136,0.028,0.014,0.036,0.065,0.000,0.000,0.000,0.000,0.000,0.024,0.077
model.000.18.pdb,0.054,0.000,0.186,0.745,0.291,0.382,0.000,0.281,0.042,0.000,0.531,0.028,0.660,0.143,0.000,0.400,0.044,0.246,0.180,0.014,0.000,0.037,0.068,0.000,0.000,0.000,0.000,0.000,0.037,0.081
model.000.19.pdb,0.068,0.162,0.060,0.000,0.000,0.027,0.177,0.000,0.442,0.277,0.000,0.480,0.000,0.161,0.323,0.000,0.000,0.055,0.000,0.109,0.091,0.700,0.569,0.609,0.152,0.200,0.150,0.167,0.012,0.388
model.000.20.pdb,0.457,0.000,0.204,0.183,0.538,0.300,0.000,0.409,0.000,0.000,0.362,0.000,0.288,0.019,0.000,0.405,0.154,0.275,0.356,0.229,0.154,0.000,0.000,0.000,0.000,0.000,0.039,0.000,0.377,0.000
model.000.21.pdb,0.203,0.000,0.278,0.528,0.556,0.500,0.000,0.500,0.014,0.000,0.805,0.014,0.711,0.105,0.000,0.643,0.129,0.389,0.291,0.078,0.029,0.012,0.013,0.000,0.000,0.000,0.000,0.000,0.137,0.015
model.000.22.pdb,0.000,0.518,0.000,0.000,0.000,0.000,0.358,0.000,0.028,0.206,0.000,0.000,0.000,0.000,0.125,0.000,0.029,0.000,0.000,0.000,0.000,0.037,0.000,0.014,0.415,0.375,0.138,0.509,0.012,0.031
model.000.23.pdb,0.000,0.544,0.000,0.000,0.000,0.000,0.500,0.000,0.116,0.214,0.000,0.013,0.000,0.000,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.079,0.041,0.592,0.404,0.133,0.593,0.000,0.094
model.000.24.pdb,0.013,0.424,0.000,0.000,0.000,0.000,0.109,0.000,0.000,0.473,0.000,0.029,0.000,0.000,0.404,0.000,0.045,0.000,0.000,0.045,0.186,0.078,0.026,0.059,0.138,0.490,0.429,0.344,0.107,0.000
model.000.25.pdb,0.000,0.444,0.000,0.000,0.000,0.000,0.140,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.104,0.000,0.032,0.000,0.000,0.000,0.000,0.013,0.000,0.015,0.236,0.321,0.151,0.490,0.000,0.000
model.000.26.pdb,0.500,0.000,0.271,0.217,0.512,0.314,0.000,0.488,0.000,0.014,0.347,0.016,0.278,0.058,0.000,0.488,0.170,0.314,0.340,0.271,0.192,0.014,0.000,0.032,0.000,0.000,0.025,0.000,0.415,0.000
model.000.27.pdb,0.000,0.434,0.000,0.000,0.000,0.000,0.189,0.000,0.000,0.177,0.000,0.000,0.000,0.000,0.075,0.000,0.016,0.000,0.000,0.000,0.000,0.014,0.000,0.016,0.269,0.259,0.108,0.480,0.000,0.000
