 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.054,0.014,0.067,0.373,0.418,0.000,0.000,0.390,0.000,0.000,0.370,0.255,0.073,0.271,0.000,0.255,0.298,0.389,0.000,0.000,0.051,0.351,0.104,0.591,0.269,0.158,0.167,0.373,0.113
model.000.01.pdb,0.000,0.014,0.062,0.000,0.089,0.146,0.000,0.000,0.690,0.000,0.000,0.111,0.037,0.014,0.319,0.000,0.232,0.343,0.422,0.000,0.000,0.000,0.409,0.062,0.433,0.367,0.302,0.365,0.117,0.027
model.000.02.pdb,0.000,0.241,0.040,0.385,0.560,0.623,0.121,0.000,0.111,0.000,0.038,0.577,0.750,0.314,0.122,0.027,0.116,0.093,0.122,0.000,0.000,0.228,0.133,0.220,0.200,0.104,0.014,0.040,0.560,0.218
model.000.03.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.141,0.182,0.000,0.000,0.046,0.000,0.423,0.000,0.581,0.377,0.370,0.000,0.000,0.000,0.333,0.000,0.113,0.250,0.413,0.353,0.000,0.000
model.000.04.pdb,0.000,0.040,0.000,0.163,0.312,0.365,0.054,0.000,0.154,0.000,0.031,0.288,0.512,0.106,0.193,0.000,0.192,0.155,0.193,0.000,0.000,0.038,0.186,0.022,0.189,0.180,0.054,0.086,0.312,0.061
model.000.05.pdb,0.172,0.286,0.762,0.172,0.138,0.093,0.094,0.340,0.024,0.000,0.083,0.114,0.090,0.212,0.000,0.200,0.000,0.000,0.000,0.094,0.255,0.294,0.000,0.213,0.000,0.000,0.000,0.000,0.138,0.260
model.000.06.pdb,0.286,0.155,0.696,0.059,0.083,0.049,0.042,0.426,0.084,0.000,0.065,0.065,0.013,0.098,0.000,0.169,0.000,0.000,0.000,0.156,0.333,0.148,0.000,0.151,0.040,0.000,0.000,0.000,0.083,0.155
model.000.07.pdb,0.000,0.436,0.081,0.743,0.457,0.389,0.260,0.000,0.026,0.000,0.092,0.392,0.535,0.514,0.014,0.140,0.000,0.000,0.014,0.000,0.000,0.475,0.014,0.429,0.063,0.016,0.000,0.000,0.426,0.436
model.000.08.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.221,0.117,0.000,0.000,0.014,0.000,0.434,0.000,0.346,0.531,0.310,0.015,0.000,0.000,0.444,0.000,0.183,0.489,0.634,0.614,0.000,0.000
model.000.09.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.224,0.119,0.000,0.000,0.000,0.000,0.389,0.000,0.278,0.542,0.271,0.000,0.000,0.000,0.426,0.000,0.129,0.500,0.571,0.667,0.000,0.000
model.000.10.pdb,0.000,0.000,0.000,0.000,0.071,0.137,0.000,0.000,0.475,0.044,0.000,0.082,0.072,0.000,0.509,0.000,0.396,0.549,0.538,0.000,0.000,0.000,0.577,0.000,0.442,0.511,0.449,0.500,0.087,0.000
model.000.11.pdb,0.000,0.094,0.030,0.235,0.438,0.540,0.048,0.000,0.174,0.000,0.014,0.460,0.545,0.160,0.156,0.000,0.153,0.141,0.175,0.000,0.000,0.089,0.188,0.106,0.278,0.140,0.032,0.062,0.468,0.137
model.000.12.pdb,0.000,0.000,0.000,0.000,0.000,0.027,0.000,0.000,0.295,0.086,0.000,0.014,0.015,0.000,0.532,0.000,0.347,0.543,0.412,0.000,0.000,0.000,0.542,0.000,0.241,0.575,0.658,0.634,0.000,0.000
model.000.13.pdb,0.000,0.000,0.000,0.000,0.110,0.156,0.000,0.000,0.576,0.055,0.000,0.118,0.111,0.000,0.593,0.000,0.509,0.604,0.686,0.000,0.000,0.000,0.725,0.000,0.446,0.571,0.426,0.500,0.125,0.000
model.000.14.pdb,0.000,0.192,0.014,0.314,0.553,0.588,0.131,0.000,0.149,0.000,0.027,0.510,0.674,0.265,0.147,0.029,0.143,0.116,0.164,0.000,0.000,0.182,0.176,0.191,0.217,0.150,0.030,0.058,0.553,0.170
model.000.15.pdb,0.049,0.439,0.522,0.255,0.250,0.164,0.100,0.157,0.065,0.000,0.028,0.194,0.150,0.341,0.000,0.153,0.000,0.000,0.000,0.015,0.091,0.409,0.000,0.432,0.061,0.000,0.000,0.000,0.228,0.439
model.000.16.pdb,0.000,0.327,0.081,0.396,0.778,0.725,0.134,0.000,0.136,0.000,0.024,0.826,0.580,0.408,0.062,0.054,0.053,0.063,0.090,0.000,0.000,0.286,0.101,0.370,0.212,0.070,0.000,0.013,0.702,0.353
model.000.17.pdb,0.119,0.356,0.286,0.320,0.125,0.081,0.447,0.245,0.000,0.000,0.267,0.118,0.127,0.326,0.000,0.556,0.000,0.000,0.000,0.097,0.240,0.488,0.000,0.196,0.000,0.000,0.000,0.000,0.125,0.271
model.000.18.pdb,0.000,0.314,0.068,0.412,0.625,0.593,0.156,0.000,0.098,0.000,0.038,0.708,0.571,0.396,0.064,0.070,0.055,0.051,0.064,0.000,0.000,0.321,0.076,0.356,0.164,0.057,0.000,0.013,0.625,0.340
model.000.19.pdb,0.000,0.000,0.039,0.000,0.159,0.205,0.000,0.000,0.736,0.000,0.000,0.167,0.097,0.000,0.393,0.000,0.274,0.424,0.518,0.000,0.000,0.000,0.500,0.050,0.569,0.462,0.288,0.356,0.176,0.030
model.000.20.pdb,0.000,0.034,0.014,0.032,0.224,0.295,0.000,0.000,0.537,0.000,0.000,0.230,0.167,0.034,0.357,0.000,0.228,0.389,0.520,0.000,0.000,0.033,0.444,0.080,0.690,0.396,0.264,0.268,0.246,0.071
model.000.21.pdb,0.463,0.078,0.375,0.053,0.000,0.000,0.216,0.719,0.000,0.033,0.273,0.000,0.000,0.058,0.000,0.391,0.000,0.000,0.000,0.348,0.750,0.115,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.058
model.000.22.pdb,0.000,0.231,0.056,0.353,0.562,0.596,0.092,0.000,0.087,0.000,0.013,0.580,0.721,0.306,0.111,0.000,0.104,0.082,0.111,0.000,0.000,0.218,0.108,0.208,0.154,0.092,0.000,0.027,0.531,0.255
model.000.23.pdb,0.000,0.000,0.000,0.000,0.000,0.026,0.000,0.000,0.355,0.062,0.000,0.013,0.029,0.000,0.638,0.000,0.392,0.617,0.481,0.000,0.000,0.000,0.580,0.000,0.286,0.619,0.744,0.714,0.000,0.000
model.000.24.pdb,0.211,0.085,0.154,0.113,0.000,0.000,0.449,0.280,0.000,0.224,0.681,0.000,0.014,0.085,0.000,0.553,0.000,0.000,0.000,0.246,0.327,0.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.085
model.000.25.pdb,0.069,0.295,0.619,0.148,0.172,0.118,0.049,0.188,0.081,0.000,0.029,0.143,0.063,0.213,0.000,0.138,0.000,0.000,0.000,0.016,0.115,0.277,0.000,0.308,0.062,0.000,0.000,0.000,0.172,0.326
model.000.26.pdb,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.417,0.041,0.000,0.014,0.000,0.242,0.000,0.365,0.188,0.203,0.079,0.000,0.000,0.179,0.000,0.043,0.097,0.236,0.200,0.000,0.000
model.000.27.pdb,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.279,0.092,0.000,0.013,0.000,0.000,0.455,0.000,0.321,0.580,0.333,0.029,0.000,0.000,0.491,0.000,0.190,0.511,0.578,0.667,0.000,0.000
model.000.28.pdb,0.000,0.000,0.000,0.000,0.135,0.179,0.000,0.000,0.548,0.039,0.000,0.143,0.122,0.000,0.679,0.000,0.407,0.725,0.679,0.000,0.000,0.000,0.717,0.000,0.556,0.633,0.569,0.527,0.135,0.000
model.000.29.pdb,0.280,0.000,0.111,0.000,0.000,0.000,0.200,0.283,0.000,0.269,0.574,0.000,0.000,0.000,0.000,0.308,0.000,0.000,0.000,0.404,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
