 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.000,0.000,0.062,0.000,0.000,0.052,0.000,0.000,0.426,0.226,0.000,0.000,0.087,0.117,0.041,0.000,0.013,0.000,0.000,0.227,0.283,0.150,0.239,0.000,0.000,0.014,0.373,0.321,0.469
model.000.01.pdb,0.271,0.354,0.154,0.082,0.600,0.051,0.317,0.488,0.512,0.000,0.000,0.145,0.340,0.000,0.102,0.000,0.347,0.194,0.233,0.422,0.000,0.000,0.000,0.000,0.426,0.090,0.172,0.046,0.000,0.000
model.000.02.pdb,0.739,0.591,0.159,0.014,0.167,0.031,0.077,0.533,0.489,0.000,0.053,0.407,0.308,0.084,0.014,0.159,0.511,0.491,0.580,0.605,0.037,0.000,0.000,0.036,0.309,0.393,0.377,0.000,0.000,0.000
model.000.03.pdb,0.267,0.320,0.118,0.081,0.622,0.050,0.333,0.477,0.467,0.000,0.000,0.143,0.280,0.000,0.100,0.000,0.340,0.190,0.250,0.383,0.000,0.000,0.000,0.000,0.388,0.088,0.169,0.062,0.000,0.000
model.000.04.pdb,0.420,0.649,0.340,0.069,0.153,0.137,0.071,0.429,0.419,0.000,0.000,0.196,0.595,0.025,0.052,0.092,0.476,0.321,0.346,0.579,0.000,0.000,0.000,0.000,0.500,0.232,0.231,0.000,0.000,0.000
model.000.05.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.345,0.283,0.057,0.000,0.158,0.030,0.054,0.000,0.041,0.027,0.000,0.344,0.258,0.029,0.312,0.000,0.027,0.092,0.224,0.340,0.698
model.000.06.pdb,0.321,0.579,0.429,0.052,0.081,0.118,0.014,0.372,0.304,0.000,0.000,0.200,0.415,0.067,0.034,0.129,0.386,0.302,0.327,0.513,0.000,0.000,0.000,0.000,0.348,0.236,0.212,0.000,0.000,0.000
model.000.07.pdb,0.339,0.585,0.389,0.100,0.263,0.127,0.145,0.455,0.413,0.000,0.000,0.127,0.615,0.024,0.066,0.071,0.404,0.233,0.276,0.600,0.000,0.000,0.000,0.000,0.675,0.141,0.172,0.000,0.000,0.000
model.000.08.pdb,0.000,0.029,0.174,0.600,0.345,0.333,0.604,0.014,0.014,0.013,0.000,0.000,0.078,0.000,0.614,0.000,0.000,0.000,0.000,0.029,0.000,0.000,0.352,0.000,0.141,0.000,0.000,0.254,0.000,0.013
model.000.09.pdb,0.024,0.056,0.049,0.188,0.464,0.075,0.561,0.088,0.119,0.024,0.012,0.066,0.090,0.000,0.250,0.000,0.056,0.024,0.024,0.072,0.011,0.024,0.069,0.022,0.132,0.000,0.068,0.322,0.026,0.127
model.000.10.pdb,0.143,0.238,0.492,0.097,0.024,0.210,0.011,0.132,0.099,0.011,0.000,0.077,0.246,0.140,0.054,0.158,0.162,0.115,0.130,0.203,0.000,0.011,0.081,0.033,0.194,0.162,0.052,0.000,0.013,0.000
model.000.11.pdb,0.654,0.407,0.117,0.000,0.258,0.014,0.111,0.596,0.652,0.000,0.076,0.547,0.276,0.079,0.000,0.147,0.571,0.518,0.604,0.442,0.059,0.012,0.000,0.045,0.258,0.400,0.436,0.000,0.000,0.000
model.000.12.pdb,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.233,0.404,0.148,0.000,0.273,0.000,0.194,0.000,0.106,0.090,0.000,0.500,0.370,0.000,0.429,0.000,0.143,0.155,0.081,0.314,0.438
model.000.13.pdb,0.000,0.000,0.000,0.015,0.000,0.000,0.026,0.000,0.000,0.596,0.345,0.000,0.000,0.133,0.066,0.056,0.000,0.014,0.000,0.000,0.295,0.339,0.117,0.328,0.000,0.000,0.015,0.259,0.478,0.429
model.000.14.pdb,0.141,0.203,0.473,0.108,0.013,0.193,0.024,0.111,0.092,0.000,0.000,0.069,0.232,0.152,0.060,0.157,0.180,0.127,0.143,0.186,0.000,0.025,0.058,0.024,0.177,0.162,0.057,0.000,0.000,0.000
model.000.15.pdb,0.026,0.014,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.212,0.179,0.013,0.000,0.385,0.000,0.356,0.000,0.000,0.013,0.015,0.183,0.311,0.059,0.265,0.000,0.083,0.000,0.000,0.197,0.000
model.000.16.pdb,0.148,0.091,0.000,0.017,0.396,0.000,0.213,0.204,0.277,0.000,0.015,0.269,0.036,0.013,0.053,0.000,0.196,0.190,0.190,0.093,0.042,0.000,0.000,0.013,0.069,0.115,0.312,0.068,0.000,0.048
model.000.17.pdb,0.117,0.018,0.000,0.000,0.000,0.000,0.000,0.018,0.056,0.063,0.269,0.286,0.000,0.222,0.000,0.136,0.074,0.200,0.179,0.000,0.365,0.117,0.000,0.237,0.000,0.204,0.364,0.000,0.132,0.265
model.000.18.pdb,0.627,0.460,0.137,0.000,0.212,0.000,0.101,0.532,0.587,0.000,0.065,0.519,0.291,0.094,0.000,0.122,0.644,0.608,0.673,0.532,0.074,0.012,0.000,0.060,0.250,0.421,0.617,0.000,0.000,0.026
model.000.19.pdb,0.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.431,0.745,0.145,0.000,0.550,0.000,0.339,0.014,0.108,0.123,0.000,0.706,0.596,0.014,0.780,0.000,0.191,0.118,0.056,0.462,0.219
model.000.20.pdb,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.286,0.509,0.116,0.000,0.358,0.000,0.191,0.014,0.096,0.096,0.000,0.574,0.397,0.000,0.554,0.000,0.145,0.121,0.057,0.396,0.382
model.000.21.pdb,0.304,0.370,0.106,0.016,0.458,0.034,0.222,0.512,0.615,0.000,0.000,0.190,0.326,0.000,0.016,0.000,0.422,0.220,0.286,0.442,0.000,0.000,0.000,0.000,0.383,0.109,0.245,0.015,0.000,0.015
model.000.22.pdb,0.625,0.417,0.164,0.000,0.136,0.000,0.025,0.457,0.417,0.000,0.055,0.423,0.222,0.086,0.000,0.147,0.605,0.791,0.674,0.426,0.051,0.000,0.000,0.050,0.186,0.434,0.511,0.000,0.000,0.000
model.000.23.pdb,0.000,0.000,0.013,0.145,0.262,0.047,0.400,0.015,0.014,0.067,0.026,0.000,0.000,0.000,0.250,0.000,0.000,0.013,0.013,0.000,0.024,0.039,0.108,0.036,0.029,0.000,0.014,0.521,0.058,0.210
model.000.24.pdb,0.149,0.154,0.288,0.027,0.000,0.059,0.000,0.057,0.042,0.037,0.091,0.110,0.123,0.284,0.000,0.349,0.118,0.105,0.135,0.121,0.085,0.118,0.000,0.123,0.100,0.221,0.040,0.000,0.026,0.000
model.000.25.pdb,0.025,0.074,0.482,0.233,0.039,0.373,0.074,0.014,0.000,0.012,0.000,0.000,0.164,0.094,0.159,0.107,0.057,0.025,0.025,0.043,0.012,0.012,0.210,0.023,0.154,0.038,0.000,0.000,0.013,0.000
model.000.26.pdb,0.543,0.848,0.246,0.016,0.193,0.036,0.071,0.622,0.564,0.000,0.000,0.264,0.439,0.038,0.017,0.109,0.632,0.373,0.458,0.935,0.000,0.000,0.000,0.000,0.400,0.255,0.306,0.000,0.000,0.000
model.000.27.pdb,0.236,0.415,0.511,0.093,0.066,0.196,0.043,0.239,0.208,0.000,0.000,0.123,0.514,0.068,0.074,0.153,0.311,0.196,0.218,0.357,0.000,0.000,0.034,0.000,0.364,0.179,0.109,0.000,0.000,0.000
model.000.28.pdb,0.000,0.000,0.022,0.149,0.282,0.052,0.361,0.012,0.037,0.106,0.045,0.059,0.012,0.000,0.200,0.000,0.012,0.011,0.011,0.000,0.089,0.068,0.075,0.053,0.036,0.000,0.061,0.500,0.087,0.328
model.000.29.pdb,0.681,0.468,0.162,0.000,0.134,0.000,0.037,0.478,0.438,0.000,0.099,0.531,0.218,0.127,0.000,0.197,0.628,0.625,0.773,0.478,0.078,0.013,0.000,0.076,0.183,0.510,0.532,0.000,0.000,0.014
