 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.365,0.013,0.000,0.458,0.000,0.000,0.118,0.000,0.640,0.000,0.000,0.000,0.000,0.000,0.143,0.510,0.481,0.000,0.015,0.000,0.340,0.450,0.000,0.092,0.190,0.034,0.013,0.466,0.000
model.000.01.pdb,0.000,0.237,0.012,0.043,0.263,0.000,0.000,0.099,0.000,0.527,0.000,0.000,0.000,0.029,0.000,0.171,0.491,0.519,0.000,0.111,0.000,0.259,0.589,0.000,0.104,0.203,0.011,0.068,0.426,0.000
model.000.02.pdb,0.250,0.000,0.060,0.525,0.034,0.271,0.265,0.000,0.269,0.058,0.000,0.141,0.161,0.419,0.255,0.000,0.097,0.109,0.000,0.553,0.088,0.000,0.068,0.214,0.000,0.000,0.066,0.595,0.086,0.000
model.000.03.pdb,0.037,0.214,0.160,0.012,0.167,0.000,0.000,0.111,0.000,0.371,0.000,0.000,0.000,0.037,0.038,0.446,0.300,0.324,0.000,0.051,0.000,0.214,0.629,0.000,0.293,0.219,0.010,0.034,0.286,0.000
model.000.04.pdb,0.556,0.000,0.218,0.500,0.000,0.239,0.261,0.000,0.292,0.000,0.000,0.232,0.220,0.583,0.618,0.031,0.000,0.015,0.000,0.571,0.137,0.000,0.042,0.231,0.000,0.000,0.041,0.500,0.029,0.000
model.000.05.pdb,0.000,0.100,0.087,0.000,0.048,0.000,0.000,0.578,0.000,0.000,0.077,0.000,0.000,0.000,0.000,0.172,0.000,0.000,0.204,0.000,0.065,0.158,0.038,0.000,0.258,0.321,0.012,0.000,0.013,0.245
model.000.06.pdb,0.082,0.030,0.085,0.063,0.000,0.098,0.153,0.106,0.180,0.000,0.674,0.362,0.291,0.063,0.048,0.000,0.000,0.000,0.558,0.000,0.447,0.015,0.000,0.276,0.039,0.014,0.318,0.043,0.000,0.447
model.000.07.pdb,0.048,0.136,0.056,0.065,0.158,0.000,0.000,0.014,0.000,0.368,0.000,0.000,0.000,0.082,0.049,0.267,0.431,0.434,0.000,0.143,0.000,0.117,0.509,0.000,0.097,0.109,0.000,0.091,0.397,0.000
model.000.08.pdb,0.000,0.259,0.041,0.000,0.196,0.000,0.000,0.159,0.000,0.463,0.000,0.000,0.000,0.000,0.000,0.305,0.345,0.351,0.000,0.000,0.000,0.236,0.615,0.000,0.194,0.309,0.000,0.000,0.262,0.000
model.000.09.pdb,0.127,0.016,0.058,0.105,0.000,0.212,0.280,0.015,0.283,0.000,0.744,0.471,0.426,0.125,0.089,0.000,0.000,0.000,0.432,0.000,0.524,0.000,0.000,0.400,0.000,0.000,0.407,0.078,0.000,0.306
