 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.333,0.000,0.391,0.188,0.121,0.321,0.000,0.264,0.133,0.152,0.113,0.396,0.075,0.318,0.103,0.185,0.000,0.346,0.015,0.391,0.275,0.258,0.177,0.340,0.000,0.000,0.062,0.000,0.164,0.070
model.000.01.pdb,0.000,0.266,0.000,0.040,0.015,0.000,0.259,0.000,0.014,0.083,0.014,0.000,0.028,0.000,0.055,0.000,0.063,0.000,0.015,0.000,0.000,0.013,0.000,0.000,0.315,0.141,0.024,0.274,0.000,0.016
model.000.02.pdb,0.431,0.023,0.103,0.074,0.169,0.110,0.000,0.147,0.013,0.192,0.081,0.130,0.064,0.078,0.229,0.103,0.134,0.110,0.132,0.531,0.617,0.127,0.050,0.164,0.000,0.079,0.315,0.011,0.534,0.000
model.000.03.pdb,0.217,0.026,0.413,0.185,0.065,0.315,0.031,0.214,0.327,0.085,0.077,0.478,0.074,0.475,0.101,0.140,0.000,0.365,0.000,0.204,0.119,0.339,0.370,0.388,0.029,0.043,0.024,0.040,0.053,0.265
model.000.04.pdb,0.000,0.290,0.000,0.013,0.000,0.000,0.489,0.000,0.113,0.069,0.000,0.000,0.000,0.000,0.101,0.000,0.015,0.000,0.000,0.000,0.000,0.068,0.072,0.030,0.522,0.200,0.024,0.345,0.000,0.088
model.000.05.pdb,0.141,0.000,0.477,0.328,0.065,0.420,0.000,0.236,0.255,0.000,0.167,0.214,0.177,0.639,0.000,0.182,0.000,0.392,0.000,0.083,0.031,0.179,0.276,0.097,0.000,0.000,0.000,0.000,0.026,0.240
model.000.06.pdb,0.175,0.000,0.535,0.393,0.098,0.500,0.000,0.302,0.228,0.000,0.224,0.211,0.213,0.667,0.000,0.269,0.000,0.469,0.015,0.100,0.047,0.176,0.250,0.113,0.000,0.000,0.000,0.000,0.053,0.235
model.000.07.pdb,0.039,0.132,0.000,0.012,0.143,0.000,0.043,0.014,0.000,0.012,0.070,0.000,0.097,0.000,0.012,0.000,0.469,0.000,0.281,0.000,0.000,0.000,0.000,0.000,0.070,0.026,0.011,0.151,0.133,0.000
model.000.08.pdb,0.219,0.000,0.522,0.414,0.092,0.490,0.000,0.281,0.194,0.012,0.250,0.259,0.238,0.600,0.013,0.273,0.000,0.490,0.014,0.148,0.092,0.183,0.254,0.141,0.000,0.000,0.000,0.000,0.063,0.196
model.000.09.pdb,0.000,0.508,0.000,0.000,0.000,0.000,0.491,0.000,0.157,0.254,0.000,0.013,0.000,0.000,0.205,0.000,0.000,0.000,0.000,0.000,0.000,0.096,0.117,0.067,0.547,0.448,0.167,0.607,0.000,0.104
model.000.10.pdb,0.219,0.000,0.250,0.577,0.511,0.462,0.000,0.490,0.000,0.000,0.744,0.000,0.696,0.067,0.000,0.628,0.109,0.357,0.263,0.094,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000
model.000.11.pdb,0.349,0.000,0.481,0.589,0.279,0.627,0.000,0.538,0.080,0.023,0.491,0.127,0.441,0.246,0.011,0.604,0.026,0.596,0.113,0.242,0.182,0.096,0.089,0.081,0.000,0.000,0.000,0.000,0.167,0.042
model.000.12.pdb,0.242,0.000,0.533,0.528,0.228,0.705,0.000,0.469,0.106,0.000,0.396,0.143,0.351,0.370,0.000,0.500,0.014,0.667,0.092,0.169,0.094,0.078,0.114,0.075,0.000,0.000,0.000,0.000,0.107,0.082
model.000.13.pdb,0.237,0.013,0.477,0.203,0.065,0.340,0.015,0.236,0.255,0.132,0.094,0.511,0.090,0.475,0.118,0.140,0.000,0.420,0.000,0.275,0.179,0.339,0.298,0.360,0.014,0.029,0.062,0.026,0.082,0.170
model.000.14.pdb,0.449,0.000,0.432,0.154,0.085,0.278,0.000,0.294,0.136,0.119,0.079,0.375,0.044,0.267,0.104,0.212,0.000,0.408,0.016,0.537,0.362,0.242,0.180,0.294,0.000,0.000,0.063,0.000,0.222,0.053
model.000.15.pdb,0.064,0.216,0.000,0.000,0.013,0.000,0.027,0.000,0.000,0.359,0.000,0.040,0.000,0.000,0.344,0.000,0.169,0.000,0.116,0.103,0.267,0.072,0.000,0.083,0.053,0.323,0.500,0.222,0.290,0.000
model.000.16.pdb,0.000,0.500,0.000,0.000,0.000,0.000,0.574,0.000,0.169,0.235,0.000,0.071,0.000,0.000,0.297,0.000,0.000,0.000,0.000,0.000,0.014,0.178,0.141,0.136,0.571,0.463,0.177,0.574,0.000,0.150
model.000.17.pdb,0.000,0.525,0.000,0.000,0.000,0.000,0.571,0.000,0.179,0.243,0.000,0.083,0.000,0.000,0.365,0.000,0.000,0.000,0.000,0.014,0.041,0.219,0.151,0.182,0.600,0.491,0.185,0.600,0.000,0.161
model.000.18.pdb,0.074,0.000,0.048,0.453,0.347,0.203,0.000,0.193,0.000,0.000,0.522,0.000,0.659,0.017,0.000,0.275,0.200,0.127,0.288,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.000
model.000.19.pdb,0.183,0.083,0.167,0.042,0.000,0.113,0.102,0.048,0.340,0.190,0.000,0.571,0.000,0.188,0.233,0.033,0.000,0.150,0.000,0.286,0.231,0.510,0.412,0.692,0.097,0.111,0.091,0.086,0.100,0.277
model.000.20.pdb,0.370,0.000,0.500,0.444,0.396,0.636,0.000,0.683,0.045,0.000,0.511,0.062,0.423,0.250,0.000,0.650,0.098,0.636,0.193,0.200,0.117,0.026,0.042,0.062,0.000,0.000,0.000,0.000,0.212,0.000
model.000.21.pdb,0.000,0.266,0.000,0.026,0.000,0.000,0.283,0.000,0.029,0.068,0.000,0.000,0.014,0.000,0.069,0.000,0.117,0.000,0.030,0.000,0.000,0.026,0.000,0.000,0.315,0.177,0.024,0.274,0.013,0.033
model.000.22.pdb,0.011,0.617,0.000,0.000,0.000,0.000,0.273,0.000,0.089,0.424,0.000,0.104,0.000,0.000,0.388,0.000,0.012,0.000,0.000,0.065,0.092,0.215,0.096,0.181,0.359,0.561,0.321,0.696,0.032,0.097
