 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.510,0.143,0.110,0.012,0.000,0.531,0.084,0.000,0.132,0.154,0.190,0.099,0.463,0.147,0.136,0.000,0.000,0.197,0.123,0.125,0.136,0.000,0.000,0.279,0.147,0.000,0.000,0.000,0.000
model.000.01.pdb,0.000,0.125,0.489,0.000,0.000,0.014,0.148,0.000,0.000,0.600,0.273,0.000,0.000,0.138,0.000,0.321,0.029,0.155,0.447,0.308,0.000,0.000,0.032,0.000,0.074,0.490,0.000,0.000,0.000,0.000
model.000.02.pdb,0.491,0.000,0.000,0.114,0.446,0.370,0.000,0.225,0.569,0.000,0.000,0.048,0.154,0.000,0.103,0.000,0.352,0.045,0.000,0.000,0.083,0.075,0.119,0.396,0.000,0.000,0.520,0.383,0.471,0.345
model.000.03.pdb,0.000,0.438,0.067,0.141,0.041,0.000,0.489,0.093,0.000,0.078,0.081,0.326,0.148,0.315,0.250,0.098,0.000,0.000,0.102,0.048,0.217,0.264,0.000,0.000,0.273,0.077,0.000,0.000,0.000,0.000
model.000.04.pdb,0.569,0.014,0.000,0.113,0.708,0.250,0.000,0.544,0.328,0.000,0.000,0.155,0.152,0.013,0.206,0.000,0.276,0.000,0.000,0.000,0.179,0.123,0.000,0.388,0.000,0.000,0.351,0.200,0.246,0.250
model.000.05.pdb,0.126,0.310,0.173,0.021,0.136,0.094,0.083,0.359,0.088,0.033,0.300,0.076,0.000,0.301,0.080,0.000,0.122,0.000,0.099,0.271,0.054,0.034,0.000,0.147,0.000,0.022,0.092,0.000,0.106,0.120
model.000.06.pdb,0.000,0.628,0.102,0.072,0.041,0.000,0.308,0.153,0.000,0.061,0.153,0.216,0.076,0.500,0.183,0.030,0.000,0.000,0.119,0.119,0.156,0.172,0.000,0.000,0.127,0.029,0.000,0.000,0.000,0.000
model.000.07.pdb,0.102,0.000,0.000,0.362,0.117,0.034,0.000,0.043,0.138,0.000,0.000,0.083,0.525,0.000,0.173,0.000,0.000,0.000,0.000,0.000,0.208,0.289,0.238,0.019,0.151,0.017,0.088,0.500,0.089,0.034
model.000.08.pdb,0.000,0.115,0.000,0.358,0.056,0.000,0.347,0.025,0.000,0.015,0.000,0.333,0.327,0.094,0.302,0.138,0.000,0.000,0.049,0.000,0.333,0.375,0.034,0.000,0.438,0.113,0.000,0.035,0.000,0.000
model.000.09.pdb,0.123,0.133,0.000,0.358,0.230,0.000,0.082,0.266,0.014,0.000,0.000,0.667,0.380,0.094,0.769,0.000,0.015,0.000,0.000,0.000,0.600,0.500,0.000,0.017,0.113,0.000,0.029,0.113,0.000,0.015
model.000.10.pdb,0.000,0.098,0.016,0.291,0.000,0.000,0.354,0.000,0.000,0.047,0.000,0.204,0.308,0.095,0.193,0.226,0.000,0.016,0.068,0.000,0.203,0.327,0.113,0.000,0.619,0.193,0.000,0.094,0.000,0.000
