 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.030,0.186,0.595,0.051,0.222,0.000,0.000,0.185,0.032,0.000,0.000,0.029,0.000,0.000,0.488,0.148,0.000,0.000,0.032,0.167,0.000,0.155,0.213,0.000,0.375,0.057,0.043,0.000,0.000,0.015
model.000.01.pdb,0.224,0.240,0.244,0.072,0.022,0.000,0.000,0.191,0.075,0.000,0.060,0.292,0.000,0.074,0.233,0.240,0.037,0.000,0.000,0.240,0.040,0.000,0.021,0.000,0.382,0.000,0.226,0.000,0.273,0.000
model.000.02.pdb,0.040,0.176,0.500,0.095,0.354,0.000,0.000,0.233,0.071,0.000,0.000,0.039,0.000,0.013,0.651,0.176,0.000,0.000,0.088,0.194,0.000,0.132,0.288,0.000,0.250,0.158,0.051,0.000,0.014,0.027
model.000.03.pdb,0.000,0.000,0.014,0.000,0.015,0.071,0.571,0.000,0.000,0.553,0.000,0.000,0.180,0.000,0.000,0.000,0.027,0.088,0.027,0.000,0.059,0.362,0.078,0.565,0.031,0.015,0.000,0.246,0.000,0.660
model.000.04.pdb,0.014,0.132,0.650,0.023,0.292,0.000,0.014,0.109,0.000,0.046,0.000,0.027,0.000,0.000,0.447,0.100,0.000,0.000,0.029,0.116,0.000,0.298,0.333,0.000,0.348,0.068,0.026,0.048,0.000,0.074
model.000.05.pdb,0.489,0.500,0.000,0.558,0.000,0.051,0.000,0.370,0.730,0.000,0.622,0.533,0.000,0.667,0.000,0.468,0.432,0.017,0.000,0.533,0.135,0.000,0.000,0.000,0.019,0.000,0.636,0.000,0.500,0.000
model.000.06.pdb,0.136,0.328,0.294,0.187,0.148,0.000,0.000,0.420,0.180,0.000,0.030,0.132,0.000,0.123,0.478,0.305,0.029,0.000,0.044,0.351,0.000,0.014,0.085,0.000,0.216,0.068,0.143,0.000,0.109,0.000
model.000.07.pdb,0.058,0.154,0.684,0.036,0.304,0.000,0.000,0.150,0.014,0.000,0.000,0.087,0.000,0.029,0.535,0.136,0.000,0.000,0.030,0.154,0.000,0.180,0.319,0.000,0.538,0.089,0.068,0.016,0.062,0.029
model.000.08.pdb,0.000,0.000,0.161,0.000,0.130,0.000,0.203,0.000,0.000,0.340,0.000,0.000,0.000,0.000,0.047,0.000,0.000,0.000,0.061,0.000,0.000,0.659,0.286,0.119,0.196,0.069,0.000,0.182,0.000,0.385
model.000.09.pdb,0.327,0.264,0.120,0.129,0.000,0.000,0.000,0.196,0.127,0.000,0.160,0.426,0.000,0.167,0.115,0.241,0.151,0.000,0.000,0.241,0.096,0.000,0.000,0.000,0.268,0.000,0.321,0.000,0.386,0.000
model.000.10.pdb,0.460,0.531,0.000,0.554,0.000,0.062,0.000,0.353,0.707,0.000,0.610,0.531,0.000,0.690,0.000,0.531,0.408,0.031,0.000,0.500,0.140,0.000,0.000,0.000,0.017,0.000,0.625,0.000,0.468,0.000
model.000.11.pdb,0.138,0.015,0.000,0.026,0.000,0.000,0.068,0.000,0.000,0.093,0.073,0.193,0.000,0.032,0.000,0.000,0.127,0.000,0.000,0.000,0.261,0.032,0.000,0.208,0.082,0.000,0.127,0.000,0.170,0.164
model.000.12.pdb,0.345,0.246,0.000,0.257,0.000,0.131,0.000,0.129,0.315,0.000,0.523,0.357,0.015,0.412,0.000,0.188,0.591,0.046,0.000,0.226,0.435,0.000,0.000,0.000,0.000,0.000,0.436,0.000,0.400,0.000
model.000.13.pdb,0.467,0.478,0.000,0.455,0.000,0.052,0.000,0.319,0.658,0.000,0.735,0.478,0.000,0.641,0.000,0.388,0.476,0.017,0.000,0.447,0.184,0.000,0.000,0.000,0.019,0.000,0.614,0.000,0.550,0.000
model.000.14.pdb,0.143,0.028,0.000,0.036,0.000,0.063,0.095,0.000,0.015,0.083,0.102,0.156,0.049,0.045,0.000,0.000,0.236,0.031,0.000,0.000,0.391,0.014,0.000,0.208,0.054,0.000,0.100,0.000,0.172,0.167
model.000.15.pdb,0.291,0.106,0.000,0.118,0.000,0.031,0.015,0.063,0.097,0.016,0.231,0.304,0.000,0.150,0.000,0.058,0.340,0.000,0.000,0.074,0.432,0.000,0.000,0.086,0.074,0.000,0.226,0.000,0.314,0.062
model.000.16.pdb,0.339,0.466,0.014,0.702,0.029,0.000,0.000,0.519,0.481,0.000,0.246,0.328,0.000,0.373,0.070,0.466,0.179,0.013,0.068,0.466,0.042,0.000,0.000,0.000,0.014,0.060,0.333,0.000,0.254,0.000
model.000.17.pdb,0.039,0.174,0.400,0.094,0.375,0.000,0.000,0.250,0.070,0.000,0.000,0.038,0.000,0.041,0.600,0.174,0.000,0.000,0.136,0.191,0.000,0.114,0.283,0.000,0.138,0.218,0.050,0.029,0.014,0.000
model.000.18.pdb,0.560,0.600,0.045,0.559,0.000,0.028,0.000,0.480,0.630,0.000,0.479,0.538,0.000,0.583,0.044,0.600,0.396,0.014,0.000,0.667,0.167,0.000,0.000,0.000,0.048,0.000,0.596,0.000,0.451,0.000
model.000.19.pdb,0.000,0.000,0.031,0.000,0.050,0.014,0.460,0.000,0.000,0.568,0.000,0.000,0.115,0.000,0.000,0.000,0.029,0.029,0.029,0.000,0.046,0.415,0.121,0.478,0.050,0.016,0.000,0.218,0.000,0.805
model.000.20.pdb,0.423,0.310,0.000,0.313,0.000,0.113,0.000,0.167,0.392,0.000,0.634,0.462,0.000,0.500,0.000,0.246,0.628,0.030,0.000,0.310,0.404,0.000,0.000,0.000,0.017,0.000,0.491,0.000,0.522,0.000
model.000.21.pdb,0.014,0.104,0.703,0.012,0.405,0.000,0.000,0.115,0.000,0.000,0.000,0.028,0.000,0.000,0.585,0.104,0.000,0.000,0.097,0.104,0.000,0.224,0.356,0.000,0.372,0.176,0.027,0.016,0.000,0.045
model.000.22.pdb,0.037,0.012,0.027,0.010,0.014,0.026,0.227,0.000,0.000,0.242,0.013,0.075,0.086,0.012,0.000,0.000,0.081,0.026,0.000,0.000,0.169,0.203,0.014,0.357,0.109,0.000,0.035,0.042,0.053,0.414
model.000.23.pdb,0.132,0.192,0.378,0.042,0.044,0.000,0.000,0.143,0.036,0.000,0.019,0.148,0.000,0.055,0.325,0.192,0.018,0.000,0.000,0.192,0.000,0.035,0.043,0.000,0.516,0.000,0.140,0.000,0.143,0.000
model.000.24.pdb,0.014,0.118,0.625,0.023,0.298,0.000,0.000,0.129,0.000,0.000,0.000,0.027,0.000,0.000,0.595,0.101,0.000,0.000,0.045,0.118,0.000,0.177,0.312,0.000,0.356,0.107,0.026,0.000,0.000,0.029
