 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.000,0.213,0.585,0.092,0.564,0.200,0.000,0.000,0.042,0.000,0.000,0.088,0.000,0.422,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.571,0.000,0.119,0.000,0.000,0.063,0.015,0.000
model.000.01.pdb,0.468,0.844,0.278,0.017,0.179,0.057,0.074,0.611,0.553,0.000,0.000,0.226,0.500,0.013,0.017,0.078,0.579,0.360,0.388,0.812,0.000,0.000,0.000,0.000,0.452,0.218,0.292,0.000,0.000,0.000
model.000.02.pdb,0.111,0.250,0.905,0.268,0.069,0.396,0.105,0.150,0.111,0.000,0.000,0.056,0.388,0.059,0.186,0.081,0.164,0.113,0.113,0.190,0.000,0.000,0.125,0.000,0.333,0.083,0.058,0.000,0.000,0.000
model.000.03.pdb,0.451,0.524,0.156,0.016,0.340,0.034,0.147,0.750,0.882,0.000,0.000,0.346,0.409,0.000,0.016,0.028,0.625,0.352,0.404,0.575,0.000,0.000,0.000,0.000,0.375,0.241,0.367,0.000,0.000,0.000
model.000.04.pdb,0.702,0.429,0.143,0.000,0.116,0.000,0.024,0.380,0.400,0.000,0.129,0.652,0.193,0.169,0.000,0.270,0.543,0.646,0.756,0.468,0.105,0.026,0.000,0.103,0.161,0.625,0.521,0.000,0.000,0.014
model.000.05.pdb,0.660,0.300,0.100,0.000,0.104,0.000,0.022,0.328,0.345,0.000,0.145,0.647,0.134,0.225,0.000,0.313,0.436,0.611,0.706,0.328,0.122,0.060,0.000,0.160,0.111,0.792,0.528,0.000,0.000,0.012
model.000.06.pdb,0.169,0.222,0.118,0.196,0.780,0.125,0.481,0.327,0.320,0.000,0.000,0.075,0.280,0.000,0.179,0.000,0.218,0.103,0.154,0.275,0.000,0.000,0.030,0.000,0.360,0.042,0.113,0.078,0.000,0.000
model.000.07.pdb,0.000,0.035,0.380,0.538,0.119,1.000,0.217,0.036,0.017,0.000,0.000,0.000,0.239,0.000,0.405,0.000,0.000,0.000,0.000,0.036,0.000,0.000,0.298,0.000,0.245,0.000,0.000,0.033,0.000,0.000
model.000.08.pdb,0.122,0.038,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.211,0.492,0.143,0.000,0.855,0.000,0.508,0.037,0.123,0.152,0.038,0.433,0.394,0.000,0.531,0.000,0.286,0.104,0.012,0.288,0.087
model.000.09.pdb,0.000,0.000,0.000,0.098,0.106,0.033,0.250,0.000,0.000,0.169,0.042,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.039,0.070,0.133,0.065,0.000,0.000,0.000,0.917,0.078,0.291
