 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.078,0.114,0.000,0.577,0.181,0.000,0.169,0.167,0.024,0.000,0.000,0.591,0.463,0.081,0.646,0.027,0.000,0.000,0.000,0.000,0.708,0.617,0.014,0.000,0.215,0.026,0.000,0.113,0.000,0.000
model.000.01.pdb,0.000,0.259,0.000,0.263,0.056,0.000,0.320,0.110,0.000,0.015,0.000,0.463,0.255,0.186,0.380,0.082,0.000,0.000,0.032,0.000,0.333,0.375,0.000,0.000,0.278,0.062,0.000,0.017,0.000,0.000
model.000.02.pdb,0.000,0.773,0.281,0.065,0.012,0.000,0.434,0.110,0.000,0.182,0.310,0.148,0.068,0.739,0.129,0.086,0.000,0.000,0.345,0.276,0.108,0.118,0.000,0.000,0.145,0.162,0.000,0.000,0.000,0.000
model.000.03.pdb,0.000,0.232,0.561,0.000,0.000,0.000,0.264,0.000,0.000,0.605,0.314,0.000,0.000,0.268,0.000,0.264,0.000,0.085,0.757,0.354,0.000,0.000,0.000,0.000,0.148,0.489,0.000,0.000,0.000,0.000
model.000.04.pdb,0.000,0.056,0.111,0.145,0.000,0.000,0.259,0.000,0.000,0.271,0.028,0.081,0.169,0.055,0.086,0.431,0.000,0.061,0.164,0.044,0.097,0.141,0.155,0.000,0.727,0.407,0.000,0.031,0.000,0.000
model.000.05.pdb,0.000,0.383,0.579,0.000,0.000,0.000,0.312,0.000,0.000,0.354,0.537,0.000,0.000,0.489,0.000,0.145,0.000,0.034,0.743,0.525,0.000,0.000,0.000,0.000,0.100,0.320,0.000,0.000,0.000,0.000
model.000.06.pdb,0.000,0.093,0.222,0.036,0.000,0.000,0.250,0.000,0.000,0.577,0.111,0.014,0.051,0.091,0.012,0.600,0.000,0.185,0.300,0.130,0.024,0.026,0.156,0.000,0.407,0.694,0.000,0.000,0.000,0.000
model.000.07.pdb,0.000,0.155,0.000,0.365,0.042,0.000,0.327,0.039,0.000,0.015,0.000,0.341,0.333,0.131,0.308,0.102,0.000,0.000,0.033,0.000,0.340,0.413,0.054,0.000,0.417,0.079,0.000,0.036,0.000,0.000
model.000.08.pdb,0.000,0.115,0.000,0.412,0.042,0.000,0.294,0.038,0.000,0.000,0.000,0.364,0.408,0.094,0.327,0.100,0.000,0.000,0.016,0.000,0.333,0.467,0.091,0.000,0.438,0.078,0.000,0.093,0.000,0.000
model.000.09.pdb,0.431,0.000,0.014,0.000,0.232,0.660,0.000,0.123,0.500,0.026,0.027,0.000,0.000,0.000,0.000,0.013,0.750,0.141,0.014,0.014,0.000,0.000,0.045,0.511,0.000,0.000,0.481,0.045,0.549,0.560
model.000.10.pdb,0.783,0.000,0.000,0.110,0.527,0.540,0.000,0.268,0.660,0.000,0.000,0.062,0.147,0.000,0.130,0.000,0.490,0.029,0.000,0.000,0.110,0.087,0.030,0.591,0.000,0.000,0.519,0.236,0.560,0.571
model.000.11.pdb,0.129,0.057,0.000,0.696,0.227,0.000,0.059,0.160,0.081,0.000,0.000,0.435,0.667,0.041,0.630,0.000,0.000,0.000,0.000,0.000,0.592,0.600,0.119,0.000,0.136,0.014,0.027,0.327,0.027,0.000
model.000.12.pdb,0.000,0.375,0.109,0.129,0.014,0.000,0.600,0.039,0.000,0.100,0.143,0.208,0.136,0.360,0.155,0.164,0.000,0.000,0.170,0.107,0.148,0.185,0.000,0.000,0.314,0.136,0.000,0.000,0.000,0.000
model.000.13.pdb,0.576,0.048,0.000,0.095,0.667,0.294,0.000,0.578,0.343,0.000,0.012,0.127,0.127,0.047,0.187,0.000,0.318,0.000,0.000,0.012,0.165,0.117,0.000,0.421,0.000,0.000,0.343,0.179,0.290,0.354
model.000.14.pdb,0.000,0.172,0.432,0.000,0.000,0.000,0.222,0.000,0.000,0.744,0.222,0.000,0.000,0.186,0.000,0.375,0.000,0.189,0.561,0.255,0.000,0.000,0.053,0.000,0.150,0.568,0.000,0.000,0.000,0.000
model.000.15.pdb,0.317,0.083,0.000,0.155,0.466,0.164,0.000,0.569,0.183,0.000,0.013,0.250,0.113,0.067,0.339,0.000,0.222,0.000,0.000,0.014,0.262,0.169,0.000,0.291,0.000,0.000,0.212,0.095,0.179,0.182
model.000.16.pdb,0.000,0.169,0.000,0.404,0.070,0.000,0.218,0.108,0.000,0.000,0.000,0.525,0.429,0.127,0.458,0.047,0.000,0.000,0.000,0.000,0.431,0.558,0.052,0.000,0.296,0.045,0.000,0.091,0.000,0.000
model.000.17.pdb,0.093,0.116,0.000,0.620,0.167,0.013,0.119,0.139,0.064,0.000,0.000,0.438,0.529,0.082,0.560,0.014,0.000,0.000,0.000,0.000,0.688,0.667,0.030,0.014,0.164,0.013,0.013,0.214,0.013,0.013
model.000.18.pdb,0.108,0.116,0.000,0.620,0.200,0.000,0.136,0.184,0.064,0.000,0.000,0.533,0.560,0.082,0.625,0.014,0.000,0.000,0.000,0.000,0.688,0.705,0.030,0.014,0.219,0.013,0.013,0.193,0.013,0.000
model.000.19.pdb,0.000,0.196,0.000,0.268,0.072,0.000,0.300,0.111,0.000,0.015,0.000,0.475,0.259,0.150,0.388,0.102,0.000,0.000,0.033,0.000,0.365,0.413,0.017,0.000,0.333,0.079,0.000,0.000,0.000,0.000
model.000.20.pdb,0.642,0.000,0.000,0.117,0.483,0.547,0.000,0.250,0.725,0.000,0.000,0.042,0.153,0.000,0.107,0.000,0.473,0.027,0.000,0.000,0.089,0.081,0.088,0.562,0.000,0.000,0.615,0.327,0.627,0.577
model.000.21.pdb,0.627,0.000,0.000,0.012,0.417,0.560,0.000,0.247,0.556,0.000,0.013,0.014,0.026,0.000,0.039,0.000,0.604,0.058,0.000,0.000,0.038,0.000,0.045,0.651,0.000,0.000,0.633,0.095,0.612,0.660
