 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.491,0.000,0.000,0.026,0.373,0.542,0.000,0.192,0.600,0.000,0.000,0.015,0.056,0.000,0.042,0.000,0.431,0.078,0.000,0.000,0.013,0.014,0.119,0.457,0.000,0.000,0.767,0.204,0.596,0.510
model.000.01.pdb,0.688,0.000,0.000,0.127,0.627,0.407,0.000,0.328,0.491,0.000,0.000,0.079,0.167,0.000,0.167,0.000,0.415,0.014,0.000,0.000,0.143,0.104,0.015,0.533,0.000,0.000,0.472,0.218,0.400,0.462
model.000.02.pdb,0.094,0.066,0.000,0.605,0.161,0.000,0.125,0.099,0.060,0.000,0.000,0.425,0.692,0.047,0.500,0.016,0.000,0.000,0.000,0.000,0.500,0.703,0.056,0.000,0.222,0.015,0.000,0.273,0.000,0.000
model.000.03.pdb,0.525,0.060,0.000,0.022,0.439,0.375,0.000,0.485,0.362,0.000,0.024,0.111,0.035,0.059,0.099,0.000,0.426,0.025,0.000,0.024,0.070,0.036,0.026,0.528,0.000,0.000,0.429,0.068,0.391,0.467
model.000.04.pdb,0.000,0.196,0.000,0.275,0.079,0.000,0.204,0.121,0.000,0.000,0.000,0.559,0.292,0.145,0.442,0.017,0.000,0.000,0.000,0.000,0.383,0.475,0.000,0.000,0.216,0.016,0.000,0.020,0.000,0.000
model.000.05.pdb,0.014,0.113,0.391,0.000,0.000,0.095,0.063,0.000,0.027,0.190,0.396,0.000,0.000,0.145,0.000,0.047,0.133,0.085,0.275,0.383,0.000,0.000,0.000,0.051,0.000,0.148,0.014,0.000,0.045,0.062
model.000.06.pdb,0.000,0.164,0.375,0.000,0.000,0.000,0.302,0.000,0.000,0.651,0.211,0.000,0.000,0.177,0.000,0.468,0.000,0.100,0.523,0.241,0.000,0.000,0.016,0.000,0.263,0.756,0.000,0.000,0.000,0.000
model.000.07.pdb,0.471,0.000,0.000,0.104,0.674,0.250,0.000,0.482,0.310,0.000,0.000,0.170,0.127,0.000,0.224,0.000,0.302,0.000,0.000,0.000,0.175,0.115,0.000,0.400,0.000,0.000,0.358,0.173,0.246,0.273
model.000.08.pdb,0.583,0.000,0.000,0.000,0.500,0.511,0.000,0.292,0.481,0.000,0.000,0.050,0.014,0.000,0.059,0.000,0.628,0.000,0.000,0.000,0.042,0.000,0.000,0.829,0.000,0.000,0.553,0.069,0.532,0.578
model.000.09.pdb,0.000,0.155,0.240,0.000,0.000,0.000,0.383,0.000,0.000,0.457,0.121,0.000,0.000,0.150,0.000,0.585,0.000,0.107,0.370,0.145,0.000,0.000,0.073,0.000,0.388,0.659,0.000,0.000,0.000,0.000
