 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,1.000,0.279,0.273,0.089,0.279,0.015,0.014,0.113,0.068,0.033,0.288,0.386,0.113,0.352,0.383,0.051,0.309,0.000,0.250,0.440,0.615,0.000,0.264,0.164,0.000,0.053,0.016,0.098,0.382,0.000
model.000.01.pdb,0.279,1.000,0.036,0.132,0.060,0.025,0.089,0.000,0.215,0.238,0.407,0.085,0.339,0.483,0.066,0.068,0.086,0.000,0.049,0.692,0.386,0.000,0.025,0.356,0.000,0.070,0.039,0.297,0.415,0.000
model.000.02.pdb,0.273,0.036,1.000,0.030,0.537,0.072,0.013,0.426,0.000,0.000,0.056,0.605,0.000,0.095,0.738,0.111,0.633,0.075,0.625,0.096,0.183,0.000,0.744,0.014,0.000,0.046,0.014,0.000,0.135,0.000
model.000.03.pdb,0.089,0.132,0.030,1.000,0.059,0.000,0.000,0.000,0.512,0.386,0.245,0.034,0.349,0.286,0.049,0.000,0.000,0.000,0.000,0.127,0.088,0.000,0.015,0.370,0.000,0.000,0.500,0.320,0.250,0.000
model.000.04.pdb,0.279,0.060,0.537,0.059,1.000,0.000,0.000,0.209,0.018,0.000,0.111,0.636,0.040,0.158,0.526,0.000,0.327,0.000,0.312,0.140,0.191,0.000,0.463,0.056,0.000,0.000,0.018,0.000,0.169,0.000
model.000.05.pdb,0.015,0.025,0.072,0.000,0.000,1.000,0.542,0.125,0.000,0.000,0.000,0.032,0.000,0.000,0.045,0.610,0.101,0.333,0.104,0.027,0.015,0.292,0.092,0.000,0.127,0.641,0.000,0.000,0.000,0.082
model.000.06.pdb,0.014,0.089,0.013,0.000,0.000,0.542,1.000,0.031,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.429,0.053,0.200,0.040,0.067,0.014,0.320,0.014,0.000,0.103,0.478,0.000,0.000,0.000,0.094
model.000.07.pdb,0.113,0.000,0.426,0.000,0.209,0.125,0.031,1.000,0.000,0.000,0.016,0.289,0.000,0.014,0.378,0.204,0.468,0.245,0.457,0.030,0.071,0.000,0.391,0.000,0.067,0.118,0.000,0.000,0.014,0.000
model.000.08.pdb,0.068,0.215,0.000,0.512,0.018,0.000,0.000,0.000,1.000,0.703,0.417,0.016,0.622,0.345,0.015,0.000,0.000,0.000,0.000,0.197,0.123,0.000,0.000,0.585,0.000,0.000,0.275,0.619,0.375,0.000
model.000.09.pdb,0.033,0.238,0.000,0.386,0.000,0.000,0.000,0.000,0.703,1.000,0.340,0.000,0.639,0.327,0.000,0.000,0.000,0.000,0.000,0.200,0.105,0.000,0.000,0.561,0.000,0.000,0.231,0.718,0.382,0.000
