 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.000,0.150,0.159,0.321,0.000,0.000,0.000,0.167,0.000,0.042,0.164,0.000,0.000,0.096,0.207,0.000,0.345,0.140,0.200,0.000,0.211,0.074,0.138,0.412,0.127,0.156,0.156,0.072,0.111
model.000.01.pdb,0.566,0.655,0.056,0.000,0.000,0.473,0.706,0.164,0.000,0.577,0.093,0.000,0.500,0.483,0.000,0.013,0.611,0.037,0.029,0.000,0.500,0.000,0.096,0.000,0.000,0.000,0.013,0.066,0.013,0.013
model.000.02.pdb,0.000,0.000,0.245,0.182,0.375,0.000,0.000,0.000,0.169,0.000,0.000,0.489,0.000,0.000,0.309,0.409,0.000,0.129,0.357,0.657,0.000,0.271,0.000,0.222,0.561,0.108,0.015,0.245,0.000,0.016
model.000.03.pdb,0.000,0.000,0.074,0.510,0.472,0.000,0.000,0.042,0.500,0.000,0.026,0.519,0.000,0.000,0.615,0.175,0.000,0.065,0.150,0.296,0.000,0.090,0.000,0.625,0.246,0.585,0.054,0.068,0.068,0.072
model.000.04.pdb,0.000,0.000,0.000,0.571,0.457,0.000,0.000,0.016,0.628,0.000,0.172,0.268,0.000,0.000,0.217,0.068,0.000,0.109,0.018,0.135,0.000,0.000,0.100,0.457,0.182,0.377,0.314,0.000,0.264,0.340
model.000.05.pdb,0.000,0.000,0.155,0.392,0.565,0.000,0.000,0.000,0.389,0.000,0.000,0.551,0.000,0.000,0.393,0.283,0.000,0.101,0.235,0.488,0.000,0.175,0.000,0.412,0.458,0.322,0.059,0.143,0.014,0.062
model.000.06.pdb,0.296,0.219,0.068,0.000,0.000,0.236,0.276,0.083,0.000,0.169,0.015,0.000,0.224,0.462,0.014,0.016,0.298,0.000,0.035,0.000,0.479,0.000,0.000,0.000,0.000,0.000,0.000,0.097,0.000,0.000
model.000.07.pdb,0.000,0.000,0.067,0.388,0.683,0.000,0.000,0.000,0.385,0.000,0.014,0.377,0.000,0.000,0.316,0.182,0.000,0.159,0.132,0.356,0.000,0.103,0.030,0.380,0.426,0.271,0.113,0.062,0.062,0.121
model.000.08.pdb,0.029,0.039,0.444,0.000,0.000,0.111,0.169,0.000,0.000,0.060,0.000,0.194,0.014,0.083,0.101,0.347,0.134,0.000,0.386,0.216,0.106,0.300,0.000,0.000,0.133,0.013,0.000,0.429,0.000,0.000
model.000.09.pdb,0.356,0.443,0.106,0.000,0.000,0.560,0.474,0.014,0.000,0.436,0.000,0.000,0.227,0.178,0.000,0.072,0.400,0.188,0.000,0.000,0.209,0.141,0.069,0.000,0.070,0.000,0.013,0.130,0.000,0.000
model.000.10.pdb,0.000,0.000,0.000,0.667,0.614,0.000,0.000,0.015,0.762,0.000,0.075,0.442,0.000,0.000,0.400,0.063,0.000,0.056,0.051,0.167,0.000,0.000,0.045,0.651,0.169,0.604,0.164,0.000,0.145,0.196
model.000.11.pdb,0.029,0.068,0.600,0.000,0.000,0.169,0.119,0.000,0.000,0.077,0.000,0.177,0.000,0.000,0.071,0.512,0.071,0.074,0.364,0.271,0.000,0.641,0.000,0.000,0.288,0.000,0.000,0.605,0.000,0.000
model.000.12.pdb,0.000,0.000,0.015,0.738,0.480,0.000,0.000,0.029,0.833,0.000,0.119,0.393,0.000,0.000,0.455,0.061,0.000,0.040,0.048,0.158,0.000,0.015,0.043,0.682,0.125,0.702,0.194,0.014,0.194,0.228
model.000.13.pdb,0.000,0.000,0.341,0.073,0.132,0.000,0.000,0.000,0.033,0.000,0.000,0.422,0.000,0.000,0.245,0.514,0.000,0.049,0.594,0.625,0.000,0.410,0.000,0.091,0.349,0.048,0.000,0.333,0.000,0.000
model.000.14.pdb,0.234,0.318,0.161,0.000,0.000,0.453,0.456,0.000,0.000,0.300,0.000,0.000,0.127,0.133,0.000,0.090,0.407,0.227,0.046,0.000,0.159,0.108,0.070,0.000,0.056,0.000,0.027,0.185,0.013,0.014
model.000.15.pdb,0.000,0.000,0.017,0.585,0.833,0.000,0.000,0.000,0.533,0.000,0.000,0.429,0.000,0.000,0.309,0.127,0.000,0.148,0.056,0.234,0.000,0.034,0.000,0.535,0.306,0.385,0.082,0.031,0.048,0.107
model.000.16.pdb,0.000,0.000,0.000,0.179,0.098,0.000,0.000,0.164,0.207,0.000,0.478,0.014,0.029,0.014,0.014,0.000,0.014,0.145,0.000,0.000,0.000,0.000,0.435,0.117,0.000,0.123,0.861,0.000,0.763,0.750
model.000.17.pdb,0.000,0.000,0.218,0.291,0.500,0.000,0.000,0.000,0.271,0.000,0.000,0.551,0.000,0.000,0.322,0.333,0.000,0.134,0.286,0.561,0.000,0.218,0.000,0.309,0.522,0.200,0.029,0.200,0.000,0.046
model.000.18.pdb,0.000,0.000,0.000,0.340,0.214,0.000,0.000,0.066,0.365,0.000,0.302,0.108,0.000,0.000,0.088,0.000,0.000,0.125,0.000,0.034,0.000,0.000,0.314,0.259,0.031,0.276,0.581,0.000,0.511,0.600
model.000.19.pdb,0.000,0.027,0.173,0.048,0.179,0.082,0.014,0.000,0.062,0.015,0.000,0.061,0.000,0.000,0.043,0.192,0.000,0.458,0.075,0.115,0.000,0.298,0.032,0.048,0.362,0.043,0.048,0.222,0.000,0.016
model.000.20.pdb,0.030,0.055,0.127,0.000,0.117,0.098,0.043,0.000,0.029,0.046,0.000,0.029,0.000,0.000,0.014,0.105,0.028,0.614,0.055,0.054,0.000,0.240,0.158,0.015,0.275,0.014,0.098,0.175,0.047,0.068
model.000.21.pdb,0.108,0.125,0.471,0.000,0.000,0.250,0.265,0.000,0.000,0.157,0.000,0.151,0.025,0.048,0.062,0.357,0.211,0.077,0.340,0.180,0.078,0.442,0.000,0.000,0.200,0.000,0.000,0.569,0.000,0.000
model.000.22.pdb,0.027,0.049,0.489,0.000,0.000,0.136,0.157,0.000,0.000,0.070,0.000,0.197,0.000,0.037,0.110,0.420,0.125,0.000,0.435,0.218,0.068,0.373,0.000,0.000,0.159,0.025,0.000,0.531,0.000,0.000
model.000.23.pdb,0.060,0.113,0.488,0.000,0.015,0.232,0.230,0.000,0.000,0.129,0.000,0.058,0.014,0.027,0.000,0.327,0.172,0.106,0.250,0.130,0.043,0.422,0.000,0.000,0.196,0.000,0.000,0.568,0.000,0.000
model.000.24.pdb,0.377,0.306,0.065,0.000,0.000,0.224,0.351,0.115,0.000,0.286,0.029,0.000,0.298,0.549,0.000,0.015,0.351,0.014,0.033,0.000,0.609,0.000,0.014,0.000,0.000,0.000,0.000,0.076,0.000,0.000
model.000.25.pdb,0.500,0.509,0.079,0.000,0.000,0.553,0.681,0.045,0.000,0.510,0.014,0.000,0.382,0.350,0.000,0.030,0.756,0.100,0.032,0.000,0.382,0.000,0.108,0.000,0.000,0.000,0.014,0.090,0.000,0.015
model.000.26.pdb,0.219,0.329,0.038,0.000,0.012,0.359,0.292,0.000,0.000,0.294,0.000,0.000,0.154,0.118,0.000,0.025,0.292,0.300,0.000,0.000,0.111,0.065,0.178,0.000,0.037,0.000,0.087,0.061,0.048,0.064
model.000.27.pdb,0.558,0.589,0.057,0.000,0.000,0.436,0.604,0.188,0.000,0.633,0.096,0.000,0.547,0.526,0.000,0.027,0.667,0.025,0.029,0.000,0.577,0.000,0.130,0.000,0.000,0.000,0.013,0.068,0.013,0.014
model.000.28.pdb,0.000,0.000,0.027,0.113,0.231,0.026,0.000,0.041,0.153,0.000,0.125,0.050,0.012,0.000,0.049,0.041,0.012,0.615,0.014,0.059,0.000,0.103,0.339,0.096,0.200,0.103,0.379,0.067,0.231,0.310
model.000.29.pdb,0.032,0.028,0.381,0.000,0.000,0.086,0.169,0.000,0.000,0.049,0.000,0.196,0.015,0.060,0.113,0.311,0.150,0.000,0.385,0.196,0.082,0.261,0.000,0.000,0.070,0.030,0.000,0.432,0.000,0.000
