 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.373,0.039,0.000,0.380,0.000,0.000,0.119,0.000,0.620,0.000,0.000,0.000,0.000,0.000,0.234,0.520,0.491,0.000,0.000,0.000,0.346,0.536,0.000,0.108,0.194,0.011,0.000,0.424,0.000
model.000.01.pdb,0.027,0.258,0.061,0.027,0.242,0.000,0.000,0.137,0.000,0.435,0.000,0.000,0.000,0.041,0.027,0.338,0.400,0.450,0.000,0.042,0.000,0.258,0.649,0.000,0.184,0.242,0.010,0.037,0.373,0.000
model.000.02.pdb,0.386,0.000,0.108,0.676,0.016,0.240,0.235,0.000,0.288,0.028,0.000,0.156,0.179,0.550,0.364,0.014,0.062,0.091,0.000,0.622,0.086,0.000,0.068,0.211,0.000,0.000,0.051,0.700,0.085,0.000
model.000.03.pdb,0.102,0.015,0.056,0.100,0.000,0.179,0.218,0.091,0.203,0.000,0.614,0.418,0.346,0.100,0.067,0.000,0.000,0.000,0.535,0.000,0.489,0.000,0.000,0.327,0.013,0.014,0.365,0.059,0.000,0.396
model.000.04.pdb,0.179,0.000,0.149,0.136,0.000,0.196,0.283,0.014,0.286,0.000,0.674,0.549,0.479,0.155,0.182,0.000,0.000,0.000,0.314,0.032,0.659,0.000,0.000,0.423,0.039,0.000,0.299,0.106,0.000,0.360
model.000.05.pdb,0.065,0.133,0.085,0.063,0.155,0.000,0.000,0.000,0.000,0.339,0.000,0.000,0.000,0.098,0.066,0.262,0.423,0.400,0.000,0.140,0.000,0.115,0.556,0.000,0.111,0.091,0.012,0.106,0.390,0.000
model.000.06.pdb,0.029,0.194,0.037,0.058,0.237,0.000,0.000,0.068,0.000,0.466,0.000,0.000,0.000,0.058,0.014,0.239,0.481,0.537,0.000,0.145,0.000,0.194,0.579,0.000,0.103,0.164,0.000,0.097,0.419,0.000
model.000.07.pdb,0.000,0.512,0.000,0.000,0.333,0.000,0.000,0.458,0.000,0.169,0.045,0.013,0.000,0.000,0.000,0.088,0.145,0.121,0.085,0.000,0.000,0.512,0.191,0.000,0.116,0.438,0.063,0.000,0.145,0.016
model.000.08.pdb,0.095,0.029,0.096,0.061,0.000,0.129,0.183,0.101,0.210,0.000,0.744,0.414,0.345,0.061,0.062,0.000,0.000,0.000,0.591,0.000,0.449,0.014,0.000,0.305,0.037,0.014,0.343,0.041,0.000,0.449
model.000.09.pdb,0.015,0.232,0.040,0.015,0.214,0.000,0.000,0.121,0.000,0.455,0.000,0.000,0.000,0.030,0.015,0.322,0.389,0.418,0.000,0.048,0.000,0.211,0.574,0.000,0.157,0.259,0.000,0.028,0.339,0.000
model.000.10.pdb,0.000,0.211,0.040,0.000,0.115,0.000,0.000,0.805,0.000,0.067,0.043,0.000,0.000,0.000,0.000,0.114,0.042,0.040,0.153,0.000,0.030,0.278,0.090,0.000,0.191,0.490,0.023,0.000,0.051,0.169
model.000.11.pdb,0.207,0.014,0.052,0.268,0.000,0.543,0.636,0.000,0.617,0.000,0.434,0.566,0.596,0.291,0.190,0.000,0.000,0.000,0.246,0.078,0.412,0.000,0.000,0.773,0.000,0.000,0.492,0.283,0.000,0.161
model.000.12.pdb,0.000,0.365,0.026,0.000,0.321,0.000,0.000,0.246,0.000,0.519,0.000,0.000,0.000,0.000,0.000,0.250,0.351,0.333,0.000,0.000,0.000,0.392,0.526,0.000,0.203,0.415,0.011,0.000,0.269,0.000
model.000.13.pdb,0.000,0.382,0.024,0.000,0.471,0.000,0.000,0.141,0.000,0.642,0.000,0.000,0.000,0.000,0.000,0.133,0.491,0.466,0.000,0.014,0.000,0.382,0.484,0.000,0.114,0.231,0.067,0.000,0.429,0.000
