 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.370,0.636,0.093,0.217,0.117,0.000,0.025,0.000,0.293,0.276,0.612,0.123,0.392,0.700,0.116,0.028,0.077,0.000,0.051,0.647,0.531,0.000,0.053,0.462,0.000,0.029,0.086,0.339,0.600,0.000
model.000.01.pdb,0.034,0.262,0.000,0.364,0.000,0.000,0.000,0.000,0.676,0.743,0.375,0.000,0.657,0.333,0.000,0.000,0.000,0.000,0.000,0.203,0.127,0.000,0.000,0.575,0.000,0.000,0.212,0.610,0.389,0.000
model.000.02.pdb,0.326,0.106,0.383,0.143,0.562,0.000,0.000,0.149,0.036,0.000,0.127,0.474,0.059,0.214,0.500,0.000,0.241,0.000,0.204,0.196,0.261,0.000,0.348,0.093,0.000,0.000,0.093,0.016,0.224,0.000
model.000.03.pdb,0.000,0.000,0.047,0.000,0.000,0.465,0.264,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.475,0.095,0.649,0.098,0.000,0.000,0.310,0.067,0.000,0.231,0.357,0.000,0.000,0.000,0.093
model.000.04.pdb,0.298,0.343,0.093,0.431,0.136,0.000,0.000,0.000,0.500,0.370,0.549,0.106,0.420,0.667,0.116,0.000,0.050,0.000,0.038,0.400,0.415,0.000,0.068,0.490,0.000,0.000,0.206,0.386,0.630,0.000
model.000.05.pdb,0.000,0.000,0.014,0.000,0.000,0.380,0.352,0.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.056,0.558,0.058,0.000,0.000,0.525,0.029,0.000,0.346,0.312,0.000,0.000,0.000,0.204
model.000.06.pdb,0.380,0.371,0.149,0.308,0.192,0.000,0.000,0.015,0.346,0.255,0.609,0.172,0.375,0.667,0.180,0.000,0.097,0.000,0.085,0.491,0.489,0.000,0.104,0.479,0.000,0.000,0.145,0.321,0.729,0.000
model.000.07.pdb,0.236,0.063,0.407,0.000,0.173,0.143,0.070,0.477,0.000,0.000,0.043,0.314,0.000,0.053,0.365,0.236,0.592,0.228,0.551,0.099,0.150,0.016,0.460,0.000,0.043,0.158,0.000,0.000,0.065,0.000
model.000.08.pdb,0.500,0.569,0.153,0.138,0.172,0.000,0.025,0.043,0.206,0.190,0.538,0.213,0.309,0.623,0.182,0.042,0.149,0.000,0.122,0.735,0.689,0.000,0.111,0.351,0.000,0.043,0.041,0.250,0.589,0.000
model.000.09.pdb,0.460,0.141,0.588,0.029,0.404,0.116,0.066,0.296,0.014,0.000,0.130,0.565,0.045,0.183,0.520,0.197,0.660,0.056,0.558,0.221,0.321,0.000,0.560,0.056,0.000,0.145,0.000,0.013,0.192,0.000
