 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,1.000,0.056,0.000,0.600,0.013,0.200,0.622,0.000,0.291,0.164,0.250,0.326,0.232,0.434,0.000,0.000,0.149,0.000,0.049,0.000,0.396,0.226,0.000,0.143,0.000,0.039,0.000,0.117,0.380,0.203
model.000.01.pdb,0.056,1.000,0.000,0.015,0.000,0.058,0.015,0.000,0.000,0.000,0.000,0.000,0.455,0.029,0.000,0.015,0.000,0.000,0.000,0.000,0.015,0.164,0.278,0.340,0.000,0.000,0.014,0.000,0.000,0.059
model.000.02.pdb,0.000,0.000,1.000,0.000,0.442,0.033,0.000,0.176,0.000,0.079,0.000,0.000,0.000,0.000,0.393,0.340,0.072,0.373,0.277,0.407,0.000,0.000,0.014,0.000,0.368,0.206,0.321,0.103,0.000,0.000
model.000.03.pdb,0.600,0.015,0.000,1.000,0.029,0.158,0.625,0.000,0.340,0.286,0.319,0.472,0.151,0.478,0.039,0.000,0.211,0.000,0.054,0.044,0.347,0.133,0.000,0.067,0.043,0.109,0.000,0.180,0.564,0.131
model.000.04.pdb,0.013,0.000,0.442,0.029,1.000,0.175,0.044,0.109,0.015,0.190,0.000,0.054,0.000,0.014,0.593,0.220,0.136,0.420,0.556,0.674,0.108,0.014,0.000,0.000,0.612,0.375,0.230,0.102,0.000,0.136
model.000.05.pdb,0.200,0.058,0.033,0.158,0.175,1.000,0.290,0.000,0.000,0.087,0.000,0.149,0.037,0.034,0.169,0.111,0.022,0.187,0.259,0.131,0.406,0.460,0.184,0.239,0.183,0.067,0.120,0.000,0.062,0.500
model.000.06.pdb,0.622,0.015,0.000,0.625,0.044,0.290,1.000,0.000,0.185,0.231,0.145,0.500,0.088,0.278,0.052,0.000,0.148,0.000,0.113,0.059,0.595,0.302,0.000,0.121,0.042,0.091,0.000,0.071,0.319,0.296
model.000.07.pdb,0.000,0.000,0.176,0.000,0.109,0.000,0.000,1.000,0.125,0.102,0.205,0.000,0.000,0.035,0.109,0.000,0.200,0.018,0.095,0.107,0.000,0.000,0.000,0.000,0.067,0.240,0.017,0.429,0.083,0.000
model.000.08.pdb,0.291,0.000,0.000,0.340,0.015,0.000,0.185,0.125,1.000,0.240,0.605,0.238,0.071,0.558,0.053,0.000,0.388,0.000,0.041,0.000,0.066,0.000,0.000,0.000,0.014,0.148,0.000,0.318,0.579,0.000
model.000.09.pdb,0.164,0.000,0.079,0.286,0.190,0.087,0.231,0.102,0.240,1.000,0.173,0.405,0.000,0.218,0.274,0.000,0.511,0.016,0.305,0.186,0.182,0.063,0.000,0.000,0.286,0.489,0.000,0.318,0.277,0.097
model.000.10.pdb,0.250,0.000,0.000,0.319,0.000,0.000,0.145,0.205,0.605,0.173,1.000,0.133,0.093,0.500,0.013,0.000,0.218,0.000,0.000,0.000,0.049,0.000,0.000,0.016,0.014,0.095,0.000,0.425,0.553,0.000
model.000.11.pdb,0.326,0.000,0.000,0.472,0.054,0.149,0.500,0.000,0.238,0.405,0.133,1.000,0.000,0.267,0.095,0.000,0.261,0.000,0.136,0.071,0.341,0.163,0.000,0.000,0.051,0.154,0.000,0.116,0.351,0.137
model.000.12.pdb,0.232,0.455,0.000,0.151,0.000,0.037,0.088,0.000,0.071,0.000,0.093,0.000,1.000,0.161,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.161,0.125,0.386,0.000,0.000,0.000,0.018,0.094,0.082
model.000.13.pdb,0.434,0.029,0.000,0.478,0.014,0.034,0.278,0.035,0.558,0.218,0.500,0.267,0.161,1.000,0.024,0.000,0.281,0.000,0.038,0.000,0.111,0.029,0.000,0.046,0.000,0.103,0.000,0.212,0.512,0.028
model.000.14.pdb,0.000,0.000,0.393,0.039,0.593,0.169,0.052,0.109,0.053,0.274,0.013,0.095,0.000,0.024,1.000,0.262,0.214,0.421,0.541,0.582,0.079,0.024,0.012,0.000,0.679,0.426,0.288,0.119,0.013,0.104
model.000.15.pdb,0.000,0.015,0.340,0.000,0.220,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.262,1.000,0.000,0.489,0.127,0.197,0.000,0.000,0.133,0.000,0.271,0.028,0.690,0.000,0.000,0.000
model.000.16.pdb,0.149,0.000,0.072,0.211,0.136,0.022,0.148,0.200,0.388,0.511,0.218,0.261,0.000,0.281,0.214,0.000,1.000,0.000,0.203,0.118,0.092,0.014,0.000,0.000,0.182,0.520,0.000,0.422,0.245,0.014
model.000.17.pdb,0.000,0.000,0.373,0.000,0.420,0.187,0.000,0.018,0.000,0.016,0.000,0.000,0.000,0.000,0.421,0.489,0.000,1.000,0.234,0.333,0.015,0.000,0.081,0.000,0.451,0.091,0.522,0.000,0.000,0.045
model.000.18.pdb,0.049,0.000,0.277,0.054,0.556,0.259,0.113,0.095,0.041,0.305,0.000,0.136,0.000,0.038,0.541,0.127,0.203,0.234,1.000,0.417,0.212,0.093,0.013,0.000,0.526,0.441,0.137,0.123,0.027,0.221
model.000.19.pdb,0.000,0.000,0.407,0.044,0.674,0.131,0.059,0.107,0.000,0.186,0.000,0.071,0.000,0.000,0.582,0.197,0.118,0.333,0.417,1.000,0.106,0.027,0.000,0.000,0.538,0.368,0.206,0.100,0.015,0.134
model.000.20.pdb,0.396,0.015,0.000,0.347,0.108,0.406,0.595,0.000,0.066,0.182,0.049,0.341,0.068,0.111,0.079,0.000,0.092,0.015,0.212,0.106,1.000,0.400,0.046,0.179,0.087,0.106,0.000,0.034,0.167,0.511
model.000.21.pdb,0.226,0.164,0.000,0.133,0.014,0.460,0.302,0.000,0.000,0.063,0.000,0.163,0.161,0.029,0.024,0.000,0.014,0.000,0.093,0.027,0.400,1.000,0.250,0.478,0.013,0.027,0.014,0.000,0.083,0.490
model.000.22.pdb,0.000,0.278,0.014,0.000,0.000,0.184,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.012,0.133,0.000,0.081,0.013,0.000,0.046,0.250,1.000,0.269,0.014,0.000,0.164,0.000,0.000,0.092
model.000.23.pdb,0.143,0.340,0.000,0.067,0.000,0.239,0.121,0.000,0.000,0.000,0.016,0.000,0.386,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.179,0.478,0.269,1.000,0.000,0.000,0.015,0.000,0.017,0.255
model.000.24.pdb,0.000,0.000,0.368,0.043,0.612,0.183,0.042,0.067,0.014,0.286,0.014,0.051,0.000,0.000,0.679,0.271,0.182,0.451,0.526,0.538,0.087,0.013,0.014,0.000,1.000,0.379,0.258,0.115,0.014,0.114
model.000.25.pdb,0.039,0.000,0.206,0.109,0.375,0.067,0.091,0.240,0.148,0.489,0.095,0.154,0.000,0.103,0.426,0.028,0.520,0.091,0.441,0.368,0.106,0.027,0.000,0.000,0.379,1.000,0.041,0.269,0.115,0.086
model.000.26.pdb,0.000,0.014,0.321,0.000,0.230,0.120,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.288,0.690,0.000,0.522,0.137,0.206,0.000,0.014,0.164,0.015,0.258,0.041,1.000,0.000,0.000,0.000
model.000.27.pdb,0.117,0.000,0.103,0.180,0.102,0.000,0.071,0.429,0.318,0.318,0.425,0.116,0.018,0.212,0.119,0.000,0.422,0.000,0.123,0.100,0.034,0.000,0.000,0.000,0.115,0.269,0.000,1.000,0.273,0.000
model.000.28.pdb,0.380,0.000,0.000,0.564,0.000,0.062,0.319,0.083,0.579,0.277,0.553,0.351,0.094,0.512,0.013,0.000,0.245,0.000,0.027,0.015,0.167,0.083,0.000,0.017,0.014,0.115,0.000,0.273,1.000,0.048
model.000.29.pdb,0.203,0.059,0.000,0.131,0.136,0.500,0.296,0.000,0.000,0.097,0.000,0.137,0.082,0.028,0.104,0.000,0.014,0.045,0.221,0.134,0.511,0.490,0.092,0.255,0.114,0.086,0.000,0.000,0.048,1.000
