 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.141,0.015,0.000,0.636,0.230,0.000,0.031,0.157,0.057,0.000,0.000,0.333,0.605,0.014,0.533,0.000,0.000,0.000,0.000,0.000,0.600,0.610,0.071,0.000,0.150,0.015,0.000,0.283,0.000,0.000
model.000.01.pdb,0.204,0.000,0.000,0.231,0.196,0.154,0.000,0.106,0.320,0.000,0.000,0.083,0.298,0.000,0.151,0.000,0.035,0.038,0.000,0.000,0.164,0.184,0.130,0.082,0.000,0.000,0.216,0.759,0.245,0.132
model.000.02.pdb,0.153,0.068,0.000,0.577,0.308,0.000,0.070,0.264,0.063,0.000,0.000,0.556,0.463,0.039,0.756,0.013,0.000,0.000,0.000,0.000,0.708,0.583,0.029,0.014,0.129,0.013,0.026,0.190,0.013,0.000
model.000.03.pdb,0.000,0.081,0.210,0.012,0.000,0.000,0.238,0.000,0.000,0.569,0.114,0.000,0.025,0.093,0.013,0.660,0.000,0.190,0.310,0.134,0.012,0.013,0.143,0.000,0.397,0.688,0.000,0.000,0.000,0.000
model.000.04.pdb,0.096,0.027,0.000,0.756,0.139,0.000,0.159,0.086,0.052,0.000,0.000,0.314,0.617,0.027,0.434,0.043,0.000,0.000,0.000,0.000,0.580,0.622,0.063,0.000,0.288,0.041,0.000,0.245,0.000,0.000
model.000.05.pdb,0.532,0.000,0.000,0.000,0.370,0.558,0.000,0.194,0.521,0.000,0.000,0.017,0.015,0.000,0.015,0.000,0.610,0.016,0.000,0.000,0.000,0.000,0.017,0.765,0.000,0.000,0.533,0.074,0.581,0.718
model.000.06.pdb,0.250,0.027,0.000,0.362,0.464,0.071,0.000,0.333,0.125,0.000,0.000,0.340,0.333,0.013,0.490,0.000,0.057,0.000,0.000,0.000,0.436,0.352,0.000,0.097,0.013,0.000,0.116,0.269,0.070,0.103
model.000.07.pdb,0.130,0.028,0.000,0.674,0.212,0.028,0.109,0.117,0.113,0.000,0.000,0.413,0.805,0.027,0.480,0.014,0.000,0.015,0.000,0.000,0.510,0.614,0.121,0.015,0.175,0.014,0.056,0.391,0.057,0.028
model.000.08.pdb,0.000,0.072,0.045,0.147,0.000,0.000,0.286,0.000,0.000,0.121,0.014,0.065,0.210,0.070,0.071,0.286,0.000,0.045,0.094,0.014,0.083,0.143,0.200,0.000,0.667,0.250,0.000,0.083,0.000,0.000
model.000.09.pdb,0.273,0.000,0.000,0.131,0.200,0.275,0.000,0.099,0.449,0.000,0.000,0.000,0.200,0.000,0.065,0.000,0.103,0.111,0.000,0.000,0.078,0.086,0.239,0.137,0.000,0.000,0.314,0.556,0.375,0.226
