 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.145,0.000,0.038,0.000,0.000,0.212,0.029,0.013,0.000,0.000,0.059,0.048,0.333,0.185,0.064,0.323,0.000,0.190,0.037,0.574,0.431,0.000,0.026,0.000,0.208,0.049,0.014,0.029,0.011,0.080
model.000.01.pdb,0.269,0.000,0.000,0.000,0.000,0.241,0.000,0.000,0.000,0.028,0.000,0.000,0.212,0.391,0.000,0.190,0.000,0.057,0.000,0.412,0.273,0.000,0.000,0.045,0.028,0.000,0.000,0.000,0.078,0.000
model.000.02.pdb,0.051,0.053,0.102,0.052,0.018,0.167,0.019,0.000,0.000,0.061,0.000,0.203,0.341,0.034,0.000,0.000,0.279,0.677,0.259,0.236,0.245,0.115,0.189,0.016,0.045,0.000,0.037,0.000,0.097,0.231
model.000.03.pdb,0.000,0.348,0.241,0.260,0.487,0.000,0.357,0.550,0.133,0.091,0.190,0.159,0.000,0.000,0.193,0.000,0.000,0.000,0.148,0.000,0.000,0.277,0.121,0.015,0.108,0.167,0.318,0.410,0.025,0.119
model.000.04.pdb,0.274,0.000,0.025,0.000,0.000,0.404,0.000,0.000,0.000,0.024,0.011,0.048,0.551,0.328,0.012,0.155,0.000,0.232,0.037,0.574,0.694,0.000,0.026,0.038,0.087,0.012,0.000,0.000,0.079,0.066
model.000.05.pdb,0.000,0.259,0.177,0.211,0.333,0.000,0.235,0.447,0.233,0.130,0.209,0.129,0.000,0.000,0.194,0.000,0.000,0.000,0.118,0.000,0.000,0.200,0.060,0.043,0.099,0.246,0.231,0.326,0.048,0.075
model.000.06.pdb,0.213,0.000,0.055,0.000,0.000,0.293,0.000,0.000,0.000,0.012,0.012,0.078,0.479,0.241,0.013,0.167,0.015,0.306,0.067,0.600,0.592,0.000,0.056,0.013,0.108,0.013,0.000,0.000,0.046,0.101
model.000.07.pdb,0.000,0.291,0.810,0.286,0.426,0.000,0.320,0.340,0.000,0.025,0.151,0.608,0.029,0.000,0.132,0.027,0.100,0.068,0.519,0.068,0.041,0.302,0.480,0.000,0.110,0.000,0.558,0.231,0.000,0.596
model.000.08.pdb,0.081,0.000,0.092,0.000,0.028,0.157,0.043,0.013,0.000,0.000,0.071,0.099,0.305,0.114,0.077,0.317,0.014,0.250,0.103,0.536,0.377,0.000,0.095,0.000,0.222,0.036,0.042,0.060,0.000,0.139
model.000.09.pdb,0.013,0.101,0.446,0.100,0.241,0.053,0.291,0.188,0.000,0.000,0.141,0.450,0.172,0.013,0.139,0.052,0.109,0.236,0.474,0.200,0.155,0.121,0.519,0.000,0.194,0.050,0.309,0.190,0.000,0.600
