 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.488,0.274,0.490,0.500,0.490,0.578,0.295,0.433,0.278,0.674,0.000,0.000,0.234,0.172,0.086,0.159,0.179,0.000,0.390,0.029,0.211,0.391,0.127,0.696,0.630,0.568,0.298,0.434,0.411,0.533
model.000.01.pdb,0.151,0.689,0.217,0.113,0.090,0.079,0.118,0.297,0.031,0.190,0.000,0.106,0.086,0.108,0.217,0.111,0.101,0.000,0.197,0.000,0.119,0.109,0.172,0.190,0.220,0.100,0.145,0.460,0.434,0.100
model.000.02.pdb,0.291,0.147,0.122,0.436,0.596,0.393,0.720,0.134,0.462,0.362,0.000,0.000,0.792,0.051,0.203,0.013,0.564,0.068,0.099,0.068,0.434,0.365,0.000,0.214,0.188,0.206,0.723,0.137,0.103,0.288
model.000.03.pdb,0.228,0.269,0.608,0.300,0.281,0.328,0.149,0.643,0.154,0.418,0.000,0.012,0.118,0.373,0.038,0.339,0.090,0.054,0.571,0.099,0.087,0.167,0.400,0.474,0.500,0.500,0.159,0.344,0.667,0.364
model.000.04.pdb,0.000,0.250,0.059,0.000,0.000,0.000,0.000,0.065,0.000,0.000,0.105,0.333,0.014,0.044,0.091,0.113,0.014,0.000,0.040,0.000,0.016,0.000,0.136,0.042,0.060,0.048,0.014,0.108,0.154,0.000
model.000.05.pdb,0.000,0.145,0.333,0.016,0.030,0.050,0.000,0.444,0.000,0.067,0.073,0.015,0.000,0.489,0.000,0.512,0.000,0.085,0.480,0.143,0.000,0.000,0.658,0.228,0.241,0.271,0.000,0.193,0.392,0.070
model.000.06.pdb,0.017,0.434,0.237,0.015,0.000,0.030,0.000,0.239,0.000,0.078,0.000,0.197,0.027,0.180,0.141,0.207,0.041,0.000,0.197,0.030,0.048,0.000,0.308,0.136,0.200,0.158,0.014,0.304,0.434,0.048
model.000.07.pdb,0.319,0.167,0.088,0.400,0.480,0.380,0.711,0.091,0.457,0.321,0.000,0.028,0.750,0.058,0.276,0.014,0.604,0.014,0.067,0.014,0.523,0.476,0.000,0.188,0.159,0.196,0.756,0.138,0.069,0.288
model.000.08.pdb,0.186,0.179,0.033,0.135,0.189,0.160,0.404,0.058,0.143,0.204,0.000,0.050,0.467,0.000,0.432,0.000,0.571,0.000,0.015,0.000,0.647,0.275,0.000,0.102,0.051,0.057,0.419,0.167,0.048,0.057
model.000.09.pdb,0.015,0.328,0.258,0.014,0.013,0.014,0.000,0.375,0.000,0.057,0.045,0.114,0.013,0.375,0.083,0.415,0.013,0.057,0.377,0.104,0.014,0.000,0.587,0.159,0.185,0.183,0.013,0.238,0.473,0.044
model.000.10.pdb,0.131,0.273,0.500,0.185,0.174,0.206,0.077,0.655,0.072,0.305,0.000,0.013,0.063,0.404,0.052,0.393,0.063,0.055,0.582,0.100,0.057,0.078,0.490,0.361,0.429,0.345,0.082,0.373,0.647,0.233
model.000.11.pdb,0.304,0.442,0.440,0.259,0.220,0.264,0.154,0.464,0.083,0.417,0.000,0.000,0.119,0.109,0.180,0.131,0.103,0.000,0.393,0.030,0.140,0.176,0.155,0.510,0.543,0.354,0.186,0.756,0.500,0.300
model.000.12.pdb,0.227,0.062,0.571,0.265,0.222,0.356,0.095,0.434,0.229,0.265,0.000,0.000,0.113,0.327,0.000,0.340,0.045,0.069,0.440,0.192,0.054,0.149,0.173,0.478,0.512,0.595,0.123,0.222,0.327,0.405
model.000.13.pdb,0.111,0.316,0.029,0.046,0.043,0.031,0.190,0.051,0.000,0.097,0.000,0.241,0.230,0.000,0.714,0.000,0.415,0.000,0.026,0.000,0.413,0.132,0.000,0.042,0.044,0.016,0.207,0.286,0.056,0.032
model.000.14.pdb,0.400,0.147,0.190,0.651,0.705,0.556,0.660,0.197,0.581,0.479,0.000,0.000,0.560,0.072,0.119,0.029,0.368,0.000,0.157,0.060,0.333,0.465,0.000,0.328,0.298,0.283,0.659,0.154,0.147,0.447
model.000.15.pdb,0.034,0.152,0.000,0.095,0.141,0.062,0.310,0.012,0.100,0.078,0.000,0.177,0.382,0.000,0.404,0.000,0.617,0.045,0.000,0.000,0.435,0.089,0.000,0.027,0.000,0.048,0.291,0.123,0.013,0.048
model.000.16.pdb,0.190,0.105,0.052,0.283,0.421,0.246,0.615,0.071,0.345,0.222,0.000,0.066,0.647,0.013,0.286,0.000,0.647,0.085,0.048,0.069,0.451,0.278,0.000,0.122,0.081,0.121,0.491,0.095,0.050,0.175
model.000.17.pdb,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.408,0.000,0.000,0.062,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
model.000.18.pdb,0.415,0.159,0.148,0.500,0.556,0.548,0.659,0.159,0.432,0.467,0.000,0.000,0.587,0.062,0.186,0.015,0.431,0.000,0.118,0.000,0.465,0.526,0.000,0.286,0.255,0.260,0.744,0.167,0.141,0.370
model.000.19.pdb,0.463,0.119,0.241,0.744,0.800,0.718,0.562,0.224,0.548,0.619,0.000,0.000,0.471,0.109,0.075,0.078,0.316,0.000,0.219,0.062,0.250,0.500,0.031,0.396,0.365,0.354,0.556,0.161,0.210,0.585
