 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.500,0.309,0.093,0.588,0.076,0.367,0.286,0.090,0.069,0.283,0.509,0.543,0.444,0.060,0.175,0.029,0.067,0.000,0.131,0.246,0.492,0.095,0.127,0.528,0.148,0.056,0.145,0.389,0.643,0.097
model.000.01.pdb,0.488,0.089,0.420,0.250,0.000,0.057,0.017,0.409,0.275,0.031,0.169,0.250,0.174,0.053,0.615,0.130,0.327,0.000,0.611,0.622,0.167,0.346,0.438,0.167,0.017,0.275,0.030,0.455,0.318,0.333
model.000.02.pdb,0.279,0.056,0.809,0.167,0.014,0.000,0.014,0.583,0.300,0.013,0.107,0.088,0.172,0.121,0.638,0.271,0.596,0.000,0.565,0.574,0.071,0.424,0.729,0.167,0.014,0.612,0.065,0.418,0.143,0.640
model.000.03.pdb,0.446,0.418,0.128,0.611,0.100,0.404,0.322,0.097,0.062,0.383,0.623,0.604,0.315,0.100,0.159,0.026,0.075,0.000,0.154,0.222,0.567,0.087,0.147,0.500,0.188,0.065,0.197,0.266,0.596,0.090
model.000.04.pdb,0.400,0.298,0.105,0.694,0.106,0.468,0.298,0.056,0.016,0.436,0.708,0.431,0.396,0.014,0.152,0.000,0.051,0.000,0.109,0.177,0.525,0.051,0.079,0.627,0.180,0.054,0.110,0.283,0.449,0.066
model.000.05.pdb,0.491,0.288,0.103,0.667,0.071,0.392,0.267,0.085,0.048,0.350,0.585,0.442,0.438,0.042,0.182,0.013,0.063,0.000,0.141,0.250,0.484,0.062,0.135,0.604,0.138,0.067,0.122,0.362,0.553,0.092
model.000.06.pdb,0.556,0.081,0.453,0.288,0.000,0.051,0.031,0.417,0.188,0.043,0.190,0.222,0.304,0.031,0.683,0.081,0.293,0.000,0.561,0.692,0.153,0.288,0.471,0.267,0.032,0.365,0.014,0.667,0.333,0.423
model.000.07.pdb,0.104,0.224,0.246,0.039,0.094,0.000,0.145,0.309,0.488,0.086,0.068,0.167,0.000,0.667,0.159,0.420,0.317,0.047,0.236,0.094,0.145,0.429,0.179,0.026,0.150,0.190,0.592,0.072,0.115,0.130
model.000.08.pdb,0.234,0.041,0.720,0.133,0.000,0.000,0.000,0.510,0.294,0.000,0.063,0.071,0.131,0.136,0.529,0.333,0.585,0.000,0.431,0.471,0.045,0.466,0.714,0.133,0.000,0.702,0.064,0.339,0.106,0.694
model.000.09.pdb,0.279,0.210,0.037,0.527,0.175,0.556,0.339,0.013,0.000,0.569,0.596,0.321,0.333,0.000,0.069,0.000,0.025,0.014,0.043,0.104,0.468,0.024,0.037,0.615,0.217,0.013,0.079,0.219,0.333,0.038
