 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.029,0.579,0.078,0.158,0.390,0.364,0.031,0.231,0.167,0.255,0.000,0.000,0.141,0.153,0.467,0.370,0.268,0.581,0.224,0.000,0.115,0.383,0.062,0.489,0.000,0.333,0.129,0.561,0.183,0.155
model.000.01.pdb,0.060,0.245,0.000,0.000,0.349,0.246,0.000,0.250,0.000,0.207,0.000,0.000,0.000,0.211,0.314,0.103,0.309,0.190,0.241,0.000,0.000,0.347,0.000,0.360,0.000,0.262,0.000,0.066,0.358,0.000
model.000.02.pdb,0.396,0.185,0.028,0.014,0.130,0.317,0.076,0.511,0.028,0.490,0.121,0.092,0.041,0.674,0.321,0.340,0.500,0.220,0.500,0.070,0.043,0.353,0.058,0.203,0.136,0.455,0.028,0.259,0.442,0.076
model.000.03.pdb,0.037,0.138,0.660,0.778,0.060,0.219,0.421,0.026,0.826,0.051,0.136,0.266,0.776,0.038,0.096,0.167,0.049,0.155,0.037,0.303,0.673,0.068,0.660,0.110,0.132,0.098,0.714,0.200,0.024,0.558
model.000.04.pdb,0.152,0.435,0.119,0.220,0.189,0.500,0.043,0.373,0.246,0.389,0.015,0.014,0.197,0.321,0.440,0.683,0.375,0.574,0.375,0.040,0.175,0.449,0.119,0.404,0.030,0.491,0.169,0.707,0.242,0.237
model.000.05.pdb,0.062,0.071,0.680,0.653,0.014,0.154,0.547,0.026,0.667,0.050,0.267,0.414,0.760,0.051,0.052,0.130,0.036,0.092,0.024,0.426,0.694,0.039,0.787,0.051,0.258,0.058,0.667,0.129,0.012,0.640
model.000.06.pdb,0.500,0.204,0.028,0.014,0.088,0.290,0.075,0.568,0.027,0.542,0.138,0.108,0.054,0.587,0.315,0.388,0.462,0.237,0.551,0.085,0.028,0.346,0.042,0.220,0.153,0.446,0.014,0.278,0.462,0.075
model.000.07.pdb,0.179,0.030,0.625,0.364,0.000,0.135,0.900,0.074,0.386,0.083,0.458,0.617,0.547,0.100,0.042,0.108,0.053,0.055,0.053,0.558,0.426,0.042,0.592,0.027,0.385,0.062,0.491,0.090,0.039,0.407
model.000.08.pdb,0.108,0.636,0.095,0.130,0.353,0.611,0.039,0.434,0.171,0.446,0.014,0.013,0.133,0.333,0.660,0.531,0.456,0.569,0.407,0.024,0.111,0.674,0.066,0.646,0.014,0.517,0.123,0.583,0.317,0.162
model.000.09.pdb,0.111,0.707,0.097,0.152,0.367,0.635,0.041,0.396,0.194,0.411,0.000,0.000,0.137,0.322,0.689,0.553,0.473,0.660,0.397,0.012,0.114,0.667,0.082,0.638,0.000,0.458,0.127,0.510,0.328,0.167
model.000.10.pdb,0.066,0.651,0.067,0.167,0.478,0.483,0.026,0.316,0.157,0.356,0.000,0.000,0.135,0.215,0.510,0.423,0.367,0.717,0.344,0.025,0.113,0.434,0.067,0.560,0.000,0.403,0.125,0.531,0.281,0.147
model.000.11.pdb,0.039,0.167,0.491,0.652,0.063,0.250,0.351,0.072,0.702,0.097,0.109,0.203,0.660,0.054,0.134,0.237,0.080,0.200,0.080,0.242,0.696,0.103,0.549,0.149,0.106,0.132,0.667,0.276,0.052,0.674
model.000.12.pdb,0.302,0.241,0.000,0.000,0.211,0.243,0.026,0.333,0.000,0.350,0.074,0.053,0.012,0.429,0.322,0.190,0.431,0.159,0.456,0.024,0.013,0.305,0.013,0.274,0.071,0.375,0.000,0.134,0.660,0.013
