Repebodies,A10,G3,A4,B10,C6,D3,B3
A10,0.0,0.9,0.775,0.85,0.8,0.85,0.9
G3,0.9,0.0,0.675,0.7,0.75,0.75,0.85
A4,0.775,0.675,0.0,0.6,0.6,0.675,0.55
B10,0.85,0.7,0.6,0.0,0.5,0.425,0.425
C6,0.8,0.75,0.6,0.5,0.0,0.475,0.625
D3,0.85,0.75,0.675,0.425,0.475,0.0,0.675
B3,0.9,0.85,0.55,0.425,0.625,0.675,0.0
