Antibodies,10977,10989,10933,10964,10984,10986,10954,10987
10977,0.0,0.1,0.13,0.13,0.17,0.27,0.1,0.17
10989,0.1,0.0,0.2,0.03,0.07,0.0,0.07,0.17
10933,0.13,0.2,0.0,0.2,0.1,0.33,0.13,0.23
10964,0.13,0.03,0.2,0.0,0.17,0.13,0.07,0.2
10984,0.17,0.07,0.1,0.17,0.0,0.17,0.07,0.13
10986,0.27,0.0,0.33,0.13,0.17,0.0,0.1,0.03
10954,0.1,0.07,0.13,0.07,0.07,0.1,0.0,0.13
10987,0.17,0.17,0.23,0.2,0.13,0.03,0.13,0.0
