 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.560,0.000,0.000,0.000,0.481
model.000.01.pdb,0.593,0.000,0.000,0.024,0.517
model.000.02.pdb,0.060,0.082,0.000,0.556,0.159
model.000.03.pdb,0.000,0.148,0.300,0.000,0.000
model.000.04.pdb,0.000,0.291,0.269,0.000,0.000
