 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.078,0.114,0.000,0.577,0.181
model.000.01.pdb,0.000,0.259,0.000,0.263,0.056
model.000.02.pdb,0.000,0.773,0.281,0.065,0.012
model.000.03.pdb,0.000,0.232,0.561,0.000,0.000
model.000.04.pdb,0.000,0.056,0.111,0.145,0.000
