 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.000,0.000,0.092,0.593
model.000.01.pdb,0.000,1.000,0.302,0.040,0.013
model.000.02.pdb,0.000,0.302,1.000,0.000,0.000
model.000.03.pdb,0.092,0.040,0.000,1.000,0.164
model.000.04.pdb,0.593,0.013,0.000,0.164,1.000
