 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.327,0.000,0.000,0.000,0.000
model.000.01.pdb,0.172,0.000,0.068,0.000,0.000
model.000.02.pdb,0.000,0.240,0.396,0.235,0.289
model.000.03.pdb,0.160,0.000,0.047,0.000,0.013
model.000.04.pdb,0.000,0.261,0.500,0.255,0.500
