 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.278,0.049,0.237,0.086
model.000.01.pdb,0.288,0.000,0.000,0.000,0.147
model.000.02.pdb,0.037,0.538,0.210,0.037,0.074
model.000.03.pdb,0.027,0.129,0.000,0.423,0.100
model.000.04.pdb,0.293,0.000,0.000,0.057,0.185
