 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.000,0.542,0.000,0.364
model.000.01.pdb,0.000,0.000,0.551,0.000,0.571
model.000.02.pdb,0.133,0.000,0.102,0.200,0.119
model.000.03.pdb,0.034,0.000,0.313,0.037,0.483
model.000.04.pdb,0.280,0.000,0.000,0.514,0.051
