 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.030,0.224,0.040,0.000,0.014
model.000.01.pdb,0.186,0.240,0.176,0.000,0.132
model.000.02.pdb,0.595,0.244,0.500,0.014,0.650
model.000.03.pdb,0.051,0.072,0.095,0.000,0.023
model.000.04.pdb,0.222,0.022,0.354,0.015,0.292
