 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.141,0.015,0.000,0.636,0.230
model.000.01.pdb,0.204,0.000,0.000,0.231,0.196
model.000.02.pdb,0.153,0.068,0.000,0.577,0.308
model.000.03.pdb,0.000,0.081,0.210,0.012,0.000
model.000.04.pdb,0.096,0.027,0.000,0.756,0.139
