 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.217,0.308,0.756,0.217,0.145
model.000.01.pdb,0.000,0.000,0.000,0.000,0.117
model.000.02.pdb,0.048,0.463,0.246,0.444,0.203
model.000.03.pdb,0.132,0.180,0.137,0.222,0.064
model.000.04.pdb,0.500,0.070,0.309,0.065,0.000
