 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.288,0.037,0.027,0.293
model.000.01.pdb,0.278,0.000,0.538,0.129,0.000
model.000.02.pdb,0.049,0.000,0.210,0.000,0.000
model.000.03.pdb,0.237,0.000,0.037,0.423,0.057
model.000.04.pdb,0.086,0.147,0.074,0.100,0.185
