 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.014,0.024,0.097,0.000,0.000
model.000.01.pdb,0.000,0.000,0.000,0.000,0.000
model.000.02.pdb,0.283,0.292,0.118,0.457,0.196
model.000.03.pdb,0.050,0.026,0.127,0.000,0.018
model.000.04.pdb,0.500,0.574,0.132,0.172,0.170
