 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.365,0.013,0.000,0.458
model.000.01.pdb,0.000,0.237,0.012,0.043,0.263
model.000.02.pdb,0.250,0.000,0.060,0.525,0.034
model.000.03.pdb,0.037,0.214,0.160,0.012,0.167
model.000.04.pdb,0.556,0.000,0.218,0.500,0.000
