 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.014,0.000,0.283,0.050,0.500
model.000.01.pdb,0.024,0.000,0.292,0.026,0.574
model.000.02.pdb,0.097,0.000,0.118,0.127,0.132
model.000.03.pdb,0.000,0.000,0.457,0.000,0.172
model.000.04.pdb,0.000,0.000,0.196,0.018,0.170
