 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.000,0.000,0.000,0.000
model.000.01.pdb,0.000,1.000,0.327,0.816,0.306
model.000.02.pdb,0.000,0.327,1.000,0.298,0.500
model.000.03.pdb,0.000,0.816,0.298,1.000,0.250
model.000.04.pdb,0.000,0.306,0.500,0.250,1.000
