 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.560,0.593,0.060,0.000,0.000
model.000.01.pdb,0.000,0.000,0.082,0.148,0.291
model.000.02.pdb,0.000,0.000,0.000,0.300,0.269
model.000.03.pdb,0.000,0.024,0.556,0.000,0.000
model.000.04.pdb,0.481,0.517,0.159,0.000,0.000
