 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.409,0.083,0.628,0.000,0.486
model.000.01.pdb,0.317,0.094,0.265,0.262,0.424
model.000.02.pdb,0.440,0.143,0.569,0.000,0.327
model.000.03.pdb,0.000,0.000,0.012,0.000,0.000
model.000.04.pdb,0.255,0.037,0.638,0.000,0.476
