 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.113,0.000,0.068,0.000
model.000.01.pdb,0.161,0.000,0.136,0.283,0.309
model.000.02.pdb,0.346,0.069,0.509,0.051,0.453
model.000.03.pdb,0.158,0.000,0.134,0.300,0.304
model.000.04.pdb,0.130,0.019,0.246,0.074,0.236
