 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.209,0.000,0.054,0.327,0.129
model.000.01.pdb,0.420,0.000,0.000,0.575,0.030
model.000.02.pdb,0.620,0.134,0.000,0.431,0.013
model.000.03.pdb,0.180,0.558,0.000,0.085,0.000
model.000.04.pdb,0.200,0.159,0.000,0.167,0.000
