 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.063,0.092,0.000,0.435,0.017
model.000.01.pdb,0.000,0.000,0.177,0.000,0.094
model.000.02.pdb,0.228,0.049,0.418,0.000,0.145
model.000.03.pdb,0.000,0.000,0.175,0.000,0.093
model.000.04.pdb,0.109,0.013,0.190,0.000,0.038
