 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.667,0.000,0.440,0.235,0.237
model.000.01.pdb,0.119,0.000,0.015,0.274,0.478
model.000.02.pdb,0.000,0.527,0.000,0.000,0.000
model.000.03.pdb,0.500,0.000,0.455,0.188,0.140
model.000.04.pdb,0.013,0.574,0.000,0.000,0.000
