 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.254,0.254,0.210,0.458
model.000.01.pdb,0.127,0.045,0.000,0.094,0.000
model.000.02.pdb,0.217,0.000,0.041,0.000,0.000
model.000.03.pdb,0.000,0.294,0.392,0.241,0.676
model.000.04.pdb,0.104,0.000,0.100,0.000,0.030
