 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.106,0.417,0.549,0.259,0.179
model.000.01.pdb,0.511,0.000,0.121,0.000,0.000
model.000.02.pdb,0.000,0.000,0.000,0.000,0.101
model.000.03.pdb,0.048,0.579,0.392,0.354,0.291
model.000.04.pdb,0.000,0.015,0.013,0.014,0.185
