 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.161,0.346,0.158,0.130
model.000.01.pdb,0.113,0.000,0.069,0.000,0.019
model.000.02.pdb,0.000,0.136,0.509,0.134,0.246
model.000.03.pdb,0.068,0.283,0.051,0.300,0.074
model.000.04.pdb,0.000,0.309,0.453,0.304,0.236
