 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.795,0.000,0.000,0.533
model.000.01.pdb,0.294,0.000,0.069,0.396,0.000
model.000.02.pdb,0.578,0.000,0.155,0.714,0.000
model.000.03.pdb,0.241,0.000,0.068,0.360,0.000
model.000.04.pdb,0.722,0.000,0.217,0.537,0.000
