 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.209,0.420,0.620,0.180,0.200
model.000.01.pdb,0.000,0.000,0.134,0.558,0.159
model.000.02.pdb,0.054,0.000,0.000,0.000,0.000
model.000.03.pdb,0.327,0.575,0.431,0.085,0.167
model.000.04.pdb,0.129,0.030,0.013,0.000,0.000
