 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.000,0.220,0.000,0.000
model.000.01.pdb,0.000,1.000,0.241,0.525,0.396
model.000.02.pdb,0.220,0.241,1.000,0.125,0.114
model.000.03.pdb,0.000,0.525,0.125,1.000,0.358
model.000.04.pdb,0.000,0.396,0.114,0.358,1.000
