 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.000,0.278,0.049,0.237,0.086,0.000,0.367,0.108,0.000,0.062,0.031,0.452,0.186,0.224,0.346
model.000.01.pdb,0.288,0.000,0.000,0.000,0.147,0.511,0.000,0.050,0.400,0.076,0.000,0.000,0.014,0.000,0.000
model.000.02.pdb,0.037,0.538,0.210,0.037,0.074,0.013,0.147,0.274,0.024,0.081,0.279,0.161,0.038,0.577,0.125
model.000.03.pdb,0.027,0.129,0.000,0.423,0.100,0.000,0.283,0.092,0.013,0.014,0.000,0.476,0.392,0.108,0.449
model.000.04.pdb,0.293,0.000,0.000,0.057,0.185,0.400,0.000,0.064,0.520,0.029,0.000,0.000,0.092,0.000,0.014
model.000.05.pdb,0.000,0.061,0.000,0.233,0.000,0.000,0.259,0.000,0.000,0.061,0.000,0.148,0.291,0.059,0.145
model.000.06.pdb,0.000,0.092,0.015,0.230,0.000,0.000,0.327,0.000,0.000,0.092,0.000,0.145,0.263,0.090,0.143
model.000.07.pdb,0.141,0.041,0.224,0.000,0.051,0.267,0.014,0.000,0.171,0.118,0.213,0.000,0.000,0.054,0.000
model.000.08.pdb,0.000,0.136,0.029,0.234,0.012,0.000,0.327,0.011,0.000,0.136,0.014,0.196,0.267,0.116,0.188
model.000.09.pdb,0.554,0.000,0.000,0.075,0.413,0.547,0.000,0.218,0.833,0.000,0.000,0.014,0.137,0.000,0.051
model.000.10.pdb,0.000,0.210,0.273,0.000,0.000,0.000,0.404,0.000,0.000,0.596,0.197,0.000,0.000,0.222,0.000
model.000.11.pdb,0.000,0.262,0.132,0.103,0.011,0.000,0.509,0.022,0.000,0.302,0.096,0.121,0.107,0.235,0.107
model.000.12.pdb,0.000,0.156,0.131,0.130,0.000,0.000,0.469,0.000,0.000,0.233,0.059,0.138,0.119,0.152,0.119
model.000.13.pdb,0.014,0.167,0.000,0.321,0.100,0.000,0.308,0.122,0.000,0.014,0.000,0.512,0.315,0.125,0.420
model.000.14.pdb,0.000,0.388,0.050,0.200,0.071,0.000,0.435,0.110,0.000,0.062,0.065,0.429,0.190,0.273,0.327
