 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.491,0.688,0.094,0.525,0.000,0.014,0.000,0.471,0.583,0.000,0.500,0.528,0.000,0.571,0.108
model.000.01.pdb,0.000,0.000,0.066,0.060,0.196,0.113,0.164,0.000,0.000,0.155,0.000,0.000,0.179,0.000,0.098
model.000.02.pdb,0.000,0.000,0.000,0.000,0.000,0.391,0.375,0.000,0.000,0.240,0.000,0.000,0.649,0.000,0.000
model.000.03.pdb,0.026,0.127,0.605,0.022,0.275,0.000,0.000,0.104,0.000,0.000,0.000,0.053,0.000,0.000,0.543
model.000.04.pdb,0.373,0.627,0.161,0.439,0.079,0.000,0.000,0.674,0.500,0.000,0.254,0.383,0.000,0.386,0.233
model.000.05.pdb,0.542,0.407,0.000,0.375,0.000,0.095,0.000,0.250,0.511,0.000,0.718,0.583,0.000,0.674,0.000
model.000.06.pdb,0.000,0.000,0.125,0.000,0.204,0.063,0.302,0.000,0.000,0.383,0.000,0.000,0.123,0.000,0.066
model.000.07.pdb,0.192,0.328,0.099,0.485,0.121,0.000,0.000,0.482,0.292,0.000,0.127,0.187,0.000,0.214,0.194
model.000.08.pdb,0.600,0.491,0.060,0.362,0.000,0.027,0.000,0.310,0.481,0.000,0.587,0.745,0.000,0.529,0.058
model.000.09.pdb,0.000,0.000,0.000,0.000,0.000,0.190,0.651,0.000,0.000,0.457,0.000,0.000,0.347,0.000,0.000
model.000.10.pdb,0.000,0.000,0.000,0.024,0.000,0.396,0.211,0.000,0.000,0.121,0.000,0.000,0.455,0.000,0.000
model.000.11.pdb,0.015,0.079,0.425,0.111,0.559,0.000,0.000,0.170,0.050,0.000,0.000,0.015,0.000,0.016,0.553
model.000.12.pdb,0.056,0.167,0.692,0.035,0.292,0.000,0.000,0.127,0.014,0.000,0.000,0.085,0.000,0.028,0.478
model.000.13.pdb,0.000,0.000,0.047,0.059,0.145,0.145,0.177,0.000,0.000,0.150,0.000,0.000,0.214,0.000,0.062
model.000.14.pdb,0.042,0.167,0.500,0.099,0.442,0.000,0.000,0.224,0.059,0.000,0.000,0.027,0.000,0.043,0.659
