 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.000,0.510,0.143,0.110,0.012,0.000,0.531,0.084,0.000,0.132,0.154,0.190,0.099,0.463,0.147
model.000.01.pdb,0.000,0.125,0.489,0.000,0.000,0.014,0.148,0.000,0.000,0.600,0.273,0.000,0.000,0.138,0.000
model.000.02.pdb,0.491,0.000,0.000,0.114,0.446,0.370,0.000,0.225,0.569,0.000,0.000,0.048,0.154,0.000,0.103
model.000.03.pdb,0.000,0.438,0.067,0.141,0.041,0.000,0.489,0.093,0.000,0.078,0.081,0.326,0.148,0.315,0.250
model.000.04.pdb,0.569,0.014,0.000,0.113,0.708,0.250,0.000,0.544,0.328,0.000,0.000,0.155,0.152,0.013,0.206
model.000.05.pdb,0.126,0.310,0.173,0.021,0.136,0.094,0.083,0.359,0.088,0.033,0.300,0.076,0.000,0.301,0.080
model.000.06.pdb,0.000,0.628,0.102,0.072,0.041,0.000,0.308,0.153,0.000,0.061,0.153,0.216,0.076,0.500,0.183
model.000.07.pdb,0.102,0.000,0.000,0.362,0.117,0.034,0.000,0.043,0.138,0.000,0.000,0.083,0.525,0.000,0.173
model.000.08.pdb,0.000,0.115,0.000,0.358,0.056,0.000,0.347,0.025,0.000,0.015,0.000,0.333,0.327,0.094,0.302
model.000.09.pdb,0.123,0.133,0.000,0.358,0.230,0.000,0.082,0.266,0.014,0.000,0.000,0.667,0.380,0.094,0.769
model.000.10.pdb,0.000,0.098,0.016,0.291,0.000,0.000,0.354,0.000,0.000,0.047,0.000,0.204,0.308,0.095,0.193
model.000.11.pdb,0.000,0.318,0.000,0.148,0.083,0.000,0.167,0.164,0.000,0.000,0.000,0.389,0.157,0.224,0.311
model.000.12.pdb,0.000,0.200,0.452,0.000,0.000,0.000,0.333,0.000,0.000,0.500,0.280,0.000,0.000,0.236,0.000
model.000.13.pdb,0.000,0.217,0.062,0.222,0.039,0.000,0.511,0.036,0.000,0.090,0.044,0.275,0.213,0.172,0.233
model.000.14.pdb,0.552,0.024,0.000,0.171,0.736,0.269,0.000,0.441,0.338,0.000,0.000,0.222,0.194,0.012,0.303
