 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.491,0.000,0.000,0.026,0.373,0.542,0.000,0.192,0.600,0.000,0.000,0.015,0.056,0.000,0.042
model.000.01.pdb,0.688,0.000,0.000,0.127,0.627,0.407,0.000,0.328,0.491,0.000,0.000,0.079,0.167,0.000,0.167
model.000.02.pdb,0.094,0.066,0.000,0.605,0.161,0.000,0.125,0.099,0.060,0.000,0.000,0.425,0.692,0.047,0.500
model.000.03.pdb,0.525,0.060,0.000,0.022,0.439,0.375,0.000,0.485,0.362,0.000,0.024,0.111,0.035,0.059,0.099
model.000.04.pdb,0.000,0.196,0.000,0.275,0.079,0.000,0.204,0.121,0.000,0.000,0.000,0.559,0.292,0.145,0.442
model.000.05.pdb,0.014,0.113,0.391,0.000,0.000,0.095,0.063,0.000,0.027,0.190,0.396,0.000,0.000,0.145,0.000
model.000.06.pdb,0.000,0.164,0.375,0.000,0.000,0.000,0.302,0.000,0.000,0.651,0.211,0.000,0.000,0.177,0.000
model.000.07.pdb,0.471,0.000,0.000,0.104,0.674,0.250,0.000,0.482,0.310,0.000,0.000,0.170,0.127,0.000,0.224
model.000.08.pdb,0.583,0.000,0.000,0.000,0.500,0.511,0.000,0.292,0.481,0.000,0.000,0.050,0.014,0.000,0.059
model.000.09.pdb,0.000,0.155,0.240,0.000,0.000,0.000,0.383,0.000,0.000,0.457,0.121,0.000,0.000,0.150,0.000
model.000.10.pdb,0.500,0.000,0.000,0.000,0.254,0.718,0.000,0.127,0.587,0.000,0.000,0.000,0.000,0.000,0.000
model.000.11.pdb,0.528,0.000,0.000,0.053,0.383,0.583,0.000,0.187,0.745,0.000,0.000,0.015,0.085,0.000,0.027
model.000.12.pdb,0.000,0.179,0.649,0.000,0.000,0.000,0.123,0.000,0.000,0.347,0.455,0.000,0.000,0.214,0.000
model.000.13.pdb,0.571,0.000,0.000,0.000,0.386,0.674,0.000,0.214,0.529,0.000,0.000,0.016,0.028,0.000,0.043
model.000.14.pdb,0.108,0.098,0.000,0.543,0.233,0.000,0.066,0.194,0.058,0.000,0.000,0.553,0.478,0.062,0.659
